Question,Equation,answer
참새 5마리가 나뭇가지에 앉아 있습니다. 그중에서 5마리가 날아갔다면 나뭇가지에 남은 참새는 몇 마리일까요?,5 - 5,0
참새 5마리가 나뭇가지에 앉아 있었는데 몇 마리가 날라갔습니다. 나뭇가지에 남은 참새가 3마리 일 때 날아간 참새는 몇 마리일까요?,5 - 3,2
참새 5마리가 나뭇가지에 앉아 있었는데 그중에서 5마리가 날아갔습니다. 참새의 다리가 2개라면 나뭇가지에 남은 참새는 몇 마리일까요?,5 - 5,0
지민이의 나이는 8살이고 동생의 나이는 7살 입니다. 지민이는 동생보다 몇 살 더 많나요?,8 - 7,1
"지민이의 나이는 8살입니다. 동생의 나이가 7살 일 때, 지민이는 동생보다 몇 살 더 많나요?",8 - 7,1
지민이의 나이는 8살이고 동생의 나이는 7살 입니다. 지민이와 동생의 나이의 합은 얼마인가요?,8 + 7,15
지민이의 나이는 8살이고 동생보다 1살 많습니다. 동생은 몇 살 인가요?,8 - 1,7
지민이의 나이는 8살이고 동생의 나이는 7살 입니다. 동생은 지민이보다 몇 살 더 어린가요?,8 - 7,1
합이 6이고 차가 4인 두 수가 있습니다. 두 수 중에서 더 큰 수를 구하세요,( 6 + 4 ) / 2,5
합이 6이고 차가 4인 두 수가 있습니다. 두 수 중에서 더 작은 수를 구하세요,( 6 - 4 ) / 2,1
합이 6이고 차가 4인 두 수가 있을 때 더 큰 수를 구하세요,( 6 + 4 ) / 2,5
합이 6인 두 수가 있고 그 중 큰 수는 5입니다. 두 수의 차는 얼마인가요?,2 * 5 - 6,4
차가 4이고 합이 6인 두 수가 있습니다. 두 수 중에서 더 큰 수를 구하세요,( 6 + 4 ) / 2,5
합이 7이고 차가 1인 두 수가 있습니다. 두 수 중에서 더 작은 수를 구하세요,( 7 - 1 ) / 2,3
합이 7이고 차가 1인 두 수가 있습니다. 두 수 중에서 더 큰 수를 구하세요,( 7 + 1 ) / 2,4
합이 7이고 차가 1인 두 수가 있을 때 더 작은 수를 구하세요,( 7 - 1 ) / 2,3
차가 1인 두 수가 있고 그 중 작은 수는 3입니다. 두 수의 합은 얼마인가요?,2 * 3 + 1,7
차가 1이고 합이 7인 두 수가 있습니다. 두 수 중에서 더 작은 수를 구하세요,( 7 - 1 ) / 2,3
합이 9이고 차가 3인 두 수가 있습니다. 두 수 중에서 더 큰 수보다 1 큰 수를 구하세요,( 9 + 3 ) / 2 + 1,7
합이 9이고 차가 3인 두 수가 있습니다. 두 수 중에서 더 큰 수보다 1 작은 수를 구하세요,( 9 + 3 ) / 2 - 1,5
합이 9이고 차가 3인 두 수가 있습니다. 두 수 중에서 더 작은 수보다 1 큰 수를 구하세요,( 9 - 3 ) / 2 + 1,4
차가 3이고 합이 9인 두 수가 있습니다. 두 수 중에서 더 큰 수 보다 1 큰 수를 구하세요.,( 3 + 9 ) / 2 + 1,7
합이 9인 두 수가 있고 이 중 더 큰 수보다 1 큰 수는 7입니다. 두 수의 차는 얼마일까요?,2 * ( 7 - 1 ) - 9,3
"석진이네 모둠은 남자 어린이가 6명, 여자 어린이가 3명입니다. 석진이네 모둠 어린이는 모두 몇 명일까요?",6 + 3,9
석진이네 모둠은 총 9명이고 이 중 남자 어린이가 6명입니다. 석진이네 모둠의 여자 어린이는 몇 명일까요?,9 - 6,3
"석진이네 모둠은 여자 어린이가 3명, 남자 어린이가 6명입니다. 석진이네 모둠 어린이는 모두 몇 명일까요?",3 + 6,9
"석진이네 모둠은 남자 어린이가 6명, 여자 어린이가 3명입니다. 여자 어린이가 4명 더 왔다면, 석진이네 모둠의 어린이는 모두 몇 명일까요?",6 + 3 + 4,13
"석진이네 모둠은 남자 어린이가 6명, 여자 어린이가 3명이라고 하면 석진이네 모둠은 총 몇 명인가요?",6 + 3,9
태형이는 구슬 4개를 가지고 있었습니다. 누나에게 2개를 주고 친구에게 6개를 선물로 받았습니다. 지금 태형이가 가지고 있는 구슬은 몇 개일까요?,4 - 2 + 6,8
태형이는 구슬 4개를 가지고 있었습니다. 친구에게 6개를 선물로 받고 누나에게 2개를 주었습니다. 지금 태형이가 가지고 있는 구슬은 몇 개일까요?,4 + 6 - 2,8
"태형이는 현재 구슬 8개를 가지고 있습니다. 어제 친구에게 6개를 선물로 받았었고 누나에게 2개를 주었었다면, 그 전에 태형이가 가지고 있던 구슬은 몇 개일까요?",8 - 6 + 2,4
"태형이는 구슬 4개를 가지고 있었습니다. 누나에게 2개를 주고 친구에게 6개를 선물로 받았습니다. 친구는 구슬을 10개 가지고 있다면, 지금 태형이가 가지고 있는 구슬은 몇 개일까요?",4 - 2 + 6,8
"태형이는 가지고 있던 구슬 4개 중 누나에게 2개를 주고 친구에게 6개를 선물로 받았다면, 지금 태형이가 가지고 있는 구슬은 몇 개 일까요?",4 - 2 + 6,8
남준이는 색종이를 9장 가지고 있었습니다. 그중에서 5장을 형에게 주었습니다. 남준이에게 남은 색종이는 몇 장일까요?,9 - 5,4
"남준이는 색종이를 9장을 가지고 있었습니다. 형에게 색종이 몇 장을 주어 현재 4개가 남았다면, 형에게 색종이 몇 장을 주었을까요?",9 - 4,5
남준이는 가지고 있던 색종이 9장 중 5장을 형에게 주었씁니다. 남준이에게 남은 색종이는 몇 장일까요?,9 - 5,4
"남준이는 색종이를 9장 가지고 있었습니다. 형에게 2장을 주고 누나에게 5장을 받았다면, 남준이에게 남은 색종이는 몇 장일까요?",9 - 2 + 5,12
"남준이는 색종이 5장을 형에게 주었습니다. 현재 남준이에게 색종이 4장이 남았다면, 남준이가 원래 가진 색종이는 몇 장이었나요?",5 + 4,9
합이 8이고 차가 2인 두 수가 있습니다. 두 수 중에서 더 작은 수를 구하세요,( 8 - 2 ) / 2,3
합이 8이고 차가 2인 두 수가 있습니다. 두 수 중에서 더 큰 수를 구하세요.,( 8 + 2 ) / 2,5
차가 2이고 합이 8인 두 수가 있습니다. 두 수 중에서 더 작은 수를 구하세요.,( 8 - 2 ) / 2,3
합이 8인 두 수 중 더 작은 수는 3입니다. 두 수의 차를 구하세요.,8 - 2 * 3,2
차가 2인 두 수 중 더 큰 수는 5입니다. 두 수의 합을 구하세요.,5 - 2 + 5,8
"귤을 정국이는 2개 먹었고, 삼촌은 정국이보다 5개 더 많이 먹었습니다. 삼촌이 먹은 귤은 몇 개인가요?",2 + 5,7
"귤을 정국이는 2개 먹었고, 삼촌은 정국이보다 5개 더 많이 먹었습니다. 삼촌과 정국이가 먹은 귤은 몇 개인가요?",2 + 2 + 5,9
"귤을 정국이는 8개 먹었고, 삼촌은 정국이보다 5개 더 적게 먹었습니다. 삼촌이 먹은 귤은 몇 개인가요?",8 - 5,3
"귤 12개 중 정국이는 2개 먹었고, 삼촌은 정국이보다 5개 더 많이 먹었습니다. 남은 귤은 몇 개인가요?",12 - 2 - ( 2 + 5 ),3
"귤을 정국이는 2개 먹었습니다. 삼촌은 정국이보다 5개 더 많이 먹었다면, 삼촌이 먹은 귤은 몇 개 인가요?",2 + 5,7
"석진이는 유나보다 더 무겁고, 남준이보다 더 가볍습니다. 석진, 유나, 남준이 중에서 가장 무거운 사람의 이름을 써 보세요.",'남준',남준
"석진이는 유나보다 더 무겁고, 남준이보다 더 가볍습니다. 석진, 유나, 남준이 중에서 가장 가벼운 사람의 이름을 써 보세요.",'유나',유나
"석진이는 유나보다 더 무겁고, 유나는 남준이보다 더 무겁습니다. 석진, 유나, 남준이 중에서 가장 무거운 사람의 이름을 써 보세요.",'석진',석진
"석진이는 남준이보다 더 가볍고 유나보다 더 무겁습니다. 석진, 유나, 남준이 중에서 가장 무거운 사람은?",'남준',남준
"석진이는 유나보다 더 무겁고, 유나는 남준이보다 더 무겁습니다. 석진, 유나, 남준이 중에서 가장 가벼운 사람의 이름을 써 보세요.",'남준',남준
민영이는 초콜릿 17개를 친구와 나누어 가지려고 합니다. 민영이가 친구보다 초콜릿을 1개 더 적게 가지려면 몇 개를 가져야 할까요?,( 17 - 1 ) // 2,8
민영이는 초콜릿 17개를 친구와 나누어 가지려고 합니다. 민영이가 친구보다 초콜릿을 1개 더 많이 가지려면 몇 개를 가져야 할까요?,( 17 - 1 ) // 2 + 1,9
민영이와 친구는 초콜릿 17개를 가지고 있습니다. 민영이가 친구보다 초콜릿을 1개 더 적게 가지도록 초콜릿을 나누었다면 민영이는 몇 개를 가져야 할까요?,( 17 - 1 ) // 2,8
민영이는 친구와 초콜릿 17개를 나누어 가지려고 합니다. 민영이가 초콜릿을 친구보다 1개 더 적게 가지려면 몇 개를 가져야 할까요?,( 17 - 1 ) // 2,8
민영이는 초콜릿 17개를 친구와 나누어 가지려고 합니다. 민영이가 친구보다 초콬릿 1개를 더 적게 가진다면 친구는 몇 개를 가져야 할까요?,( 17 - 1 ) // 2 + 1,9
호석이는 구슬 13개를 동생과 나누어 가지려고 합니다. 호석이가 동생보다 구슬을 1개 더 많이 가지려면 몇 개를 가져야 할까요?,( 13 - 1 ) // 2 + 1,7
호석이는 구슬 13개를 동생과 나누어 가지려고 합니다. 호석이가 동생보다 구슬을 1개 더 적게 가지려면 몇 개를 가져야 할까요?,( 13 - 1 ) // 2,6
호석이는 동생과 구슬 13개를 나누어 가지려고 합니다. 호석이가 구슬을 동생보다 1개 더 많이 가지려면 몇 개를 가져야 할까요?,( 13 - 1 ) // 2 + 1,7
호석이는 구슬 13개를 동생과 나누어 가지려고 합니다. 누나는 구슬을 7개 가지고 있습니다. 호석이가 동생보다 구슬을 1개 더 많이 가지려면 몇 개를 가져야 할까요?,( 13 - 1 ) // 2 + 1,7
호석이는 구슬 13개를 동생과 나누어 가지려고 합니다. 호석이가 동생보다 구슬을 1개 더 많이 가진다면 동생은 몇 개를 가져야 할까요?,( 13 - 1 ) // 2,6
"위인전을 석진이는 27쪽 읽고, 정국이는 35쪽을 읽었습니다. 위인전을 더 많이 읽은 사람은 누구일까요?",'석진' if 27 > 35 else '정국',정국
"위인전을 석진이는 27쪽 읽고, 정국이는 35쪽을 읽었습니다. 석진이와 정국이가 읽은 쪽 수의 차는 얼마인가요?",abs( 27 - 35 ),8
"위인전을 석진이는 27쪽 읽고, 정국이는 35쪽을 읽었습니다. 위인전을 더 적게 읽은 사람은 누구일까요?",'석진' if 27 < 35 else '정국',석진
"위인전을 석진이는 27쪽 읽고, 정국이는 35쪽을 읽었습니다. 위인전은 총 80쪽이라면 위인전을 더 많이 읽은 사람은 누구일까요?",'석진' if 27 > 35 else '정국',정국
"위인전을 석진이는 27쪽 읽고, 정국이는 35쪽을 읽었습니다. 방금 석진이가 20쪽을 더 읽었다면 위인전을 더 많이 읽은 사람은 누구일까요?",'석진' if 27 + 20 > 35 else '정국',석진
"고모의 나이는 36살이고, 이모의 나이는 34살 입니다. 나이가 더 적은 사람은 누구일까요?",'고모' if 36 < 34 else '이모',이모
"고모의 나이는 36살이고, 이모의 나이는 34살 입니다. 나이가 더 많은 사람은 누구일까요?",'고모' if 36 > 34 else '이모',고모
"이모의 나이는 34살이고, 고모의 나이는 36살 입니다. 나이가 더 적은 사람은 누구일까요?",'이모' if 34 < 36 else '고모',이모
"고모의 나이는 36살이고, 이모의 나이는 34살 입니다. 두 사람의 나이의 합은 얼마인가요?",36 + 34,70
"고모의 나이는 36살이고, 이모의 나이는 34살 입니다. 1년이 지났을 때 나이가 더 적은 사람은 누구일까요?",'고모' if 36 < 34 else '이모',이모
"남준이네 가족은 주말농장에서 사과 35개, 배 20개, 감 32개를 수확하였습니다. 가장 많이 수확된 과일은 무엇일까요?",'사과' if 35 > 20 and 35 > 32 else '배' if 20 > 32 else '감',사과
"남준이네 가족은 주말농장에서 사과 35개, 배 20개, 감 32개를 수확하였습니다. 가장 적게 수확된 과일은 무엇일까요?",'사과' if 35 < 20 and 35 < 32 else '배' if 20 < 32 else '감',배
"남준이네 가족은 주말농장에서 사과 35개, 배 20개, 감 32개를 수확하였습니다. 사과를 10개 먹었다면 가장 많이 남아있는 과일은 무엇일까요?",'사과' if 35 - 10 > 20 and 35 - 10 > 32 else '배' if 20 > 32 else '감',감
"남준이네 가족은 주말농장에서 사과 35개, 배 20개, 감 32개를 수확하였습니다. 수확된 과일은 총 몇 개 일까요?",35 + 20 + 32,87
"남준이네 가족은 주말농장에서 사과 35개, 배 20개, 감 32개를 수확하였습니다. 수확된 과일 중 가장 많은 과일은 무엇일까요?",'사과' if 35 > 20 and 35 > 32 else '배' if 20 > 32 else '감',사과
"구슬을 석진이는 27개, 호석이는 29개, 은지는 22개 가지고 있습니다. 구슬을 가장 적게 가지고 있는 사람은 누구 일까요?",'석진' if 27 < 29 and 27 < 22 else '호석' if 29 < 22 else '은지',은지
"구슬을 석진이는 27개, 호석이는 29개, 은지는 22개 가지고 있습니다. 구슬을 가장 많이 가지고 있는 사람은 누구 일까요?",'석진' if 27 > 29 and 27 > 22 else '호석' if 29 > 22 else '은지',호석
"구슬을 석진이는 27개, 호석이는 29개, 은지는 22개 가지고 있습니다. 석진이가 구슬을 8개 잃어버렸다면 구슬을 가장 적게 가지고 있는 사람은 누구 일까요?",'석진' if 27 - 8 < 29 and 27 - 8 < 22 else '호석' if 29 < 22 else '은지',석진
"구슬을 석진이는 27개, 호석이는 29개, 은지는 22개 가지고 있습니다. 구슬은 총 몇 개 있나요?",27 + 29 + 22,78
"구슬을 석진이는 27개, 호석이는 29개, 은지는 22개 가지고 있습니다. 구슬을 가장 적게 가지고 있는 사람의 구슬의 갯수는 얼마인가요?",27 if 27 < 29 and 27 < 22 else 29 if 29 < 22 else 22,22
귤이 10개씩 1묶음과 낱개로 5개 있습니다. 귤은 모두 몇 개인가요?,10 * 1 + 5,15
귤이 낱개로 5개와 10개씩 1묶음 있습니다. 귤은 모두 몇 개인가요?,5 + 10 * 1,15
귤이 낱개로 5개와 10개씩 1묶음 있습니다. 사과는 낱개로 1개와 10개씩 2묶음 있다면 귤은 모두 몇 개인가요?,5 + 10 * 1,15
귤이 10개씩 1묶음과 낱개로 5개 있습니다. 귤을 12개 먹었다면 남은 귤은 모두 몇 개인가요?,10 * 1 + 5 - 12,3
귤이 10개씩 1묶음과 낱개로 5개 있다면 귤은 모두 몇 개인가요?,10 * 1 + 5,15
정국이는 자두 14개를 형과 나누어 가지려고 합니다. 정국이와 형이 자두를 똑같이 가지려면 각각 몇 개씩 가져야 할까요?,14 // 2,7
정국이는 형과 자두 14개를 나누어 가지려고 합니다. 형과 정국이가 자두를 똑같이 가지려면 각각 몇 개씩 가져야 할까요?,14 // 2,7
정국이는 자두를 형과 나누어 가지려고 합니다. 정국이와 형이 자두를 똑같이 7개씩 가졌다면 자두는 원래 몇 개였나요?,7 * 2,14
정국이는 자두 14개를 형과 똑같이 나누어 가지려고 한다면 각각 몇 개씩 가져야 할까요?,14 // 2,7
정국이는 자두 14개를 형과 나누어 가지려고 합니다. 정국이와 형이 자두를 똑같이 나누어 가졌다면 형은 몇 개를 가졌나요?,14 // 2,7
"석진이네 반 학생 25명이 모둠을 만들어 줄다리기를 하려고 합니다. 10명을 한 모둠으로 할 때, 모둠을 만들 수 없는 학생은 몇 명인지 구하세요.",25 % 10,5
"석진이네 반 학생 25명이 모둠을 만들어 줄다리기를 하려고 합니다. 10명을 한 모둠으로 할 때, 총 몇 모듬이 만들어지나요?",25 // 10,2
"석진이네 반 학생 25명이 모둠을 만들어 줄다리기를 하려고 합니다. 10명을 한 모둠으로 할 때, 모둠에 들어있는 학생은 몇 명인지 구하세요.",25 // 10 * 10,20
"석진이네 반 학생 25명이 10명씩 한 모둠을 만들어 줄다리기를 하려고 할 때, 모둠을 만들 수 없는 학생은 몇 명인지 구하세요.",25 % 10,5
"석진이네 반 학생 25명이 모둠을 만들어 줄다리기를 하려고 합니다. 10명을 한 모둠으로 할 때, 모둠에 참가할 수 없는 학생은 몇 명인지 구하세요.",25 % 10,5
학교 운동장에 학생들이 번호 순서대로 서 있습니다. 민영이는 27번이고 지민이는 32번입니다. 두 학생 사이에 있는 학생들은 몇 명인가요?,abs( 32 - 27 ) - 1,4
학교 운동장에 학생들이 번호 순서대로 서 있습니다. 민영이는 27번이고 지민이는 32번입니다. 민영이와 지민이 사이에 있는 학생들은 몇 명인가요?,abs( 32 - 27 ) - 1,4
학교 운동장에 학생들이 번호 순서대로 서 있습니다. 민영이는 27번이고 지민이는 32번입니다. 민영이와 지민이 사이에 2명이 줄에서 나갔다면 두 학생 사이에 있는 학생들은 몇 명인가요?,abs( 32 - 27 ) - 2 - 1,2
학교 운동장에 학생들이 번호 순서대로 서 있습니다. 민영이는 27번이고 지민이는 32번입니다. 민영이와 지민이 사이에 2명이 줄에 들어왔다면 두 학생 사이에 있는 학생들은 몇 명인가요?,abs( 32 - 27 ) + 2 - 1,6
학교 운동장에 학생들이 번호 순서대로 서 있습니다. 민영이는 27번이고 지민이는 32번입니다. 민영이 앞에서 3명이 줄에서 나갔다면 두 학생 사이에 있는 학생들은 몇 명인가요?,abs( 32 - 27 ) - 1,4
양파가 10개씩 2묶음과 낱개로 19개가 있습니다. 양파는 모두 몇 개일까요?,10 * 2 + 19,39
양파가 낱개로 19개와 10개씩 2묶음이 있습니다. 양파는 모두 몇 개일까요?,19 + 10 * 2,39
양파가 10개씩 2묶음과 낱개로 19개가 있습니다. 양파 12개를 요리에 사용했다면 남은 양파는 모두 몇 개일까요?,10 * 2 + 19 - 12,27
양파가 10개씩 2묶음과 낱개로 19개가 있습니다. 양파 15개를 더 가져왔다면 양파는 모두 몇 개일까요?,10 * 2 + 19 + 15,54
양파가 10개씩 2묶음과 낱개로 19개가 있습니다. 마늘 4개를 더 가져왔다면 양파는 모두 몇 개일까요?,10 * 2 + 19,39
76보다 크고 85보다 작은 수는 모두 몇 개일까요?,85 - 76 - 1,8
76보다 크고 85보다 작은 수들의 합은 얼마인가요?,"sum( range( 76 + 1 , 85 ) )",644
85보다 작고 76보다 큰 수는 모두 몇 개일까요?,85 - 76 - 1,8
76보다 크고 85보다 작은 수들의 개수는 얼마인가요?,85 - 76 - 1,8
76보다 크고 85보다 작은 수 중 가장 작은 수는 얼마인가요?,76 + 1,77
67보다 크고 72보다 작은 수는 모두 몇 개일까요?,72 - 67 - 1,4
67보다 크고 72보다 작은 수들의 합은 얼마일까요?,"sum( range( 67 + 1 , 72 ) )",278
67보다 크고 72보다 작은 수들의 개수는 얼마인가요?,72 - 67 - 1,4
67보다 크고 72보다 작은 수 중 가장 큰 수는 얼마인가요?,72 - 1,71
72보다 작고 67보다 큰 수는 모두 몇 개일까요?,72 - 67 - 1,4
"훌라후프를 유나는 78번, 유정이는 80번 돌렸습니다. 훌라후프를 더 많이 돌린 사람은 누구일까요?",'유나' if 78 > 80 else '유정',유정
"훌라후프를 유나는 78번, 유정이는 80번 돌렸습니다. 훌라후프를 더 적게 돌린 사람은 누구일까요?",'유나' if 78 < 80 else '유정',유나
"훌라후프를 유나는 78번, 유정이는 80번 돌렸습니다. 돌린 훌라후프의 합은 얼마일까요?",78 + 80,158
"훌라후프를 유나는 78번, 유정이는 80번 돌렸습니다. 유나가 훌라후프를 20번 더 돌렸다면 훌라후프를 더 많이 돌린 사람은 누구일까요?",'유나' if 78 + 20 > 80 else '유정',유나
"훌라후프를 유나는 78번, 유정이는 80번 돌렸습니다. 유정이가 훌라후프를 10번 더 돌렸다면 훌라후프를 더 많이 돌린 사람은 누구일까요?",'유나' if 78 > 80 + 10 else '유정',유정
"줄넘기를 태형이는 92번, 정국이는 96번, 석진이는 94번 하였습니다. 줄넘기를 가장 적게 한 사람은 누구일까요?",'태형' if 92 < 96 and 92 < 94 else '정국' if 96 < 92 and 96 < 94 else '석진',태형
"줄넘기를 태형이는 92번, 정국이는 96번, 석진이는 94번 하였습니다. 줄넘기를 가장 많이 한 사람은 누구일까요?",'태형' if 92 > 96 and 92 > 94 else '정국' if 96 > 94 else '석진',정국
"줄넘기를 태형이는 92번, 정국이는 96번, 석진이는 94번 하였습니다. 석진이가 줄넘기를 5번 더 했다면 줄넘기를 가장 적게 한 사람은 누구일까요?",'태형' if 92 < 96 and 92 < 94 + 5 else '정국' if 96 < 94 + 5 else '석진',태형
"줄넘기를 태형이는 92번, 정국이는 96번, 석진이는 94번 하였습니다. 세 사람의 줄넘기의 총합은 얼마인가요?",92 + 96 + 94,282
"줄넘기를 태형이는 92번, 정국이는 96번, 석진이는 94번 했다면 가장 적게 줄넘기를 한 사람은 누구일까요?",'태형' if 92 < 96 and 92 < 94 else '정국' if 96 < 92 and 96 < 94 else '석진',태형
"농장에서 감자를 윤기는 59개, 민영이는 63개 캤습니다. 지민이는 민영이보다 1개 더 적게 캤습니다. 감자를 가장 많이 캔 사람은 누구입니까?",'윤기' if 59 > 63 and 59 > 63 - 1 else '민영' 63 > 63 - 1 else '지민',민영
"농장에서 감자를 윤기는 59개, 민영이는 63개 캤습니다. 지민이는 민영이보다 1개 더 많이 캤습니다. 감자를 가장 많이 캔 사람은 누구입니까?",'윤기' if 59 > 63 and 59 > 63 + 1 else '민영' if 63 > 59 and 63 > 63 + 1 else '지민',지민
"농장에서 감자를 윤기는 59개, 민영이는 63개 캤습니다. 지민이는 윤기보다 1개 더 적게 캤습니다. 감자를 가장 많이 캔 사람은 누구입니까?",'윤기' if 59 > 63 and 59 > 59 - 1 else '민영' if 63 > 59 - 1 else '지민',민영
"농장에서 감자를 윤기는 59개, 민영이는 63개 캤습니다. 지민이는 민영이보다 1개 더 적게 캤습니다. 감자를 가장 적게 캔 사람은 누구입니까?",'윤기' if 59 < 63 and 59 < 63 - 1 else '민영' if 63 < 63 - 1 else '지민',윤기
"농장에서 감자를 윤기는 59개, 민영이는 63개 캤습니다. 지민이는 민영이보다 1개 더 많이 캤습니다. 감자를 가장 적게 캔 사람은 누구입니까?",'윤기' if 59 < 63 and 59 < 63 + 1 else '민영' if 63 < 59 and 63 < 63 + 1 else '지민',윤기
"수족관에 금붕어가 56마리, 열대어가 53마리 있습니다. 금붕어와 열대어 중에서 어느 것이 더 많은지 구하세요.",'금붕어' if 56 > 53 else '열대어',금붕어
"수족관에 금붕어가 56마리, 열대어가 53마리 있습니다. 금붕어와 열대어 중에서 어느 것이 더 적은지 구하세요.",'금붕어' if 56 < 53 else '열대어',열대어
"수족관에 금붕어가 56마리, 열대어가 53마리 있습니다. 금붕어는 열대어보다 얼마나 더 많나요?",56 - 53,3
"수족관에 열대어가 53마리, 금붕어가 56마리 있습니다. 열대어와 금붕어 중에서 어느 것이 더 많은지 구하세요.",'열대어' if 53 > 56 else '금붕어',금붕어
"수족관에 열대어가 53마리, 금붕어가 56마리 있습니다. 열대어와 금붕어 중에서 어느 것이 더 적은지 구하세요.",'열대어' if 53 < 56 else '금붕어',열대어
탁구공 98개를 한 상자에 10개씩 담았습니다. 10개씩 담고 남은 탁구공은 몇 개인가요?,98 % 10,8
탁구공 98개를 한 상자에 10개씩 담았습니다. 탁구공을 담은 상자는 총 몇 개인가요?,98 // 10,9
탁구공 98개를 한 상자에 10개씩 담았습니다. 상자에 담겨 있는 탁구공은 몇 개인가요?,98 // 10 * 10,90
탁구공 98개를 한 상자에 10개씩 담았습니다. 상자에 들어가지 못하고 남은 탁구공은 몇 개인가요?,98 % 10,8
탁구공 98개를 한 상자에 10개씩 담았습니다. 탁구공을 4개 잃어버렸다면 탁구공은 총 몇 개 있나요?,98 - 4,94
78보다 크고 82보다 작은 수들의 개수는 몇 개인가요?,82 - 78 - 1,3
78보다 크고 82보다 작은 수들의 합은 얼마인가요?,"sum( range( 78 + 1 , 82 ) )",240
82보다 작고 78보다 큰 수들의 개수는 몇 개인가요?,82 - 78 - 1,3
78보다 크고 82보다 작은 수들은 모두 몇 개 인가요?,82 - 78 - 1,3
78보다 크고 82보다 작은 수들 중 가장 작은 수는 얼마인가요?,78 + 1,79
"색종이를 윤기는 67장, 민영이는 69장, 석진이는 64장을 가지고 있습니다. 색종이를 가장 많이 가지고 있는 사람은 누구일까요?",'윤기' if 67 > 69 and 67 > 64 else '민영' if 69 > 64 else '석진',민영
"색종이를 윤기는 67장, 민영이는 69장, 석진이는 64장을 가지고 있습니다. 색종이를 가장 적게 가지고 있는 사람은 누구일까요?",'윤기' if 67 < 69 and 67 < 64 else '민영' if 69 < 64 else '석진',석진
"색종이를 윤기는 67장, 민영이는 69장, 석진이는 64장을 가지고 있습니다. 석진이가 색종이 6장을 더 구했다면 색종이를 가장 많이 가지고 있는 사람은 누구일까요?",'윤기' if 67 > 69 and 67 > 64 + 6 else '민영' if 69 > 64 + 6 else '석진',석진
"색종이를 윤기는 67장, 민영이는 69장, 석진이는 64장을 가지고 있습니다. 민영이가 색종이 4장을 사용했다면 색종이를 가장 많이 가지고 있는 사람은 누구일까요?",'윤기' if 67 > 69 - 4 and 67 > 64 else '민영' if 69 - 4 > 64 else '석진',윤기
"색종이를 윤기는 67장, 민영이는 69장, 석진이는 64장을 가지고 있습니다. 석진이가 색종이 6장을 더 구했다면 색종이를 가장 적게 가지고 있는 사람은 누구일까요?",'윤기' if 67 < 69 and 67 < 64 + 6 else '민영' if 69 < 64 + 6 else '석진',윤기
정국이는 바둑돌을 70개 가지고 있습니다. 바둑돌을 한 통에 10개씩 모두 담으려면 통은 몇 개 필요한지 구하세요.,70 // 10,7
