Question,Equation,Question2,Equation2,Numbers,Names,answer,comment
지민이는 밴드에 가입했습니다. 그녀는 145.16원의 트럼펫과 5.84원의 책을 샀습니다. 지민이가 지불한 금액은 얼마입니까?,145.16 + 5.84,name0이는 밴드에 가입했습니다. 그녀는 number0원의 트럼펫과 number1원의 책을 샀습니다. name1이가 지불한 금액은 얼마입니까?,number0 + number1,145.16 5.84 ,지민 ,151,0
"민영이는 9.0개의 비타민 통을 구매했습니다. 한개의 비타민 통 당 324.0개의 비타민이 들어있다면, 총 몇개의 비타민이 있습니까?",324.0 * 9.0,"name0이는 number0개의 비타민 통을 구매했습니다. number1개의 비타민 통 당 number2개의 비타민이 들어있다면, 총 몇개의 비타민이 있습니까?",number2 * number0,9.0 1 324.0 ,민영 ,2916,0
은지가 시간당 5.0킬로미터를 달리는데 총 25.0킬로 미터를 달렸습니다. 은지는 총 몇 시간이 걸렸습니까?,25.0 / 5.0,name0가 시간당 number0킬로미터를 달리는데 총 number1킬로 미터를 달렸습니다. name1는 총 몇 시간이 걸렸습니까?,number1 / number0,5.0 25.0 ,은지 ,5,0
"남준이는 25.0개의 돌을 갖고 있습니다. 그는 19.0개를 잃어버렸을 때, 현재 갖고있는 돌은 몇개 입니까?",25.0 - 19.0,"name0이는 number0개의 돌을 갖고 있습니다. 그는 number1개를 잃어버렸을 때, 현재 갖고있는 돌은 몇개 입니까?",number0 - number1,25.0 19.0 ,남준 ,6,0
학교 토론 팀은 5.0명의 여자와 40.0명의 남자로 구성되어있습니다. 각 그룹당 9.0명을 배치 할 때 총 몇 개의 그룹을 만들 수 있습니까?,( 5.0 + 40.0 ) / 9.0,학교 토론 팀은 number0명의 여자와 number1명의 남자로 구성되어있습니다. 각 그룹당 number2명을 name0치 할 때 총 몇 개의 그룹을 만들 수 있습니까?,( number0 + number1 ) / number2,5.0 40.0 9.0 ,배 배 ,5,0
"석진이는 900.0개의 종이를 샀습니다. 156.0개의 종이를 사용 했을때, 남은 종이는 몇 개입니까?",900.0 - 156.0,"name0이는 number0개의 종이를 샀습니다. number1개의 종이를 사용 했을때, 남은 종이는 몇 개입니까?",number0 - number1,900.0 156.0 ,석진 ,744,0
"윤기는 36.0마리의 고양이와 18.0마리의 개가 있습니다. 윤기가 고양이 26.0마리를 팔았을 때, 남은 동물은 몇 마리입니까?",36.0 + 18.0 - 26.0,"name0는 number0마리의 고양이와 number1마리의 개가 있습니다. name1가 고양이 number2마리를 팔았을 때, 남은 동물은 몇 마리입니까?",number0 + number1 - number2,36.0 18.0 26.0 ,윤기 ,28,0
남준이는 9.0개의 노란색 구슬을 갖고 있습니다. 태형이는 3.0개의 노랑색 구슬을 갖고 있습니다. 두 명이 갖고있는 구슬은 총 몇개 입니까?,9.0 + 3.0,name0이는 number0개의 name1 구슬을 갖고 있습니다. name2이는 number1개의 노랑색 구슬을 갖고 있습니다. number2명이 갖고있는 구슬은 총 몇개 입니까?,number0 + number1,9.0 3.0 2 ,태형 남준 노란색 ,12,0
꿀벌은 0.36의 꿀을 생산했지만 민영이가 0.05의 꿀을 먹었습니다. 얼마나 많은 꿀이 남아 있습니까?,0.36 - 0.05,꿀벌은 number0의 꿀을 생산했지만 name0이가 number1의 꿀을 먹었습니다. 얼마나 많은 꿀이 남아 있습니까?,number0 - number1,0.36 0.05 ,민영 ,0.31,0
호석이는 지우개 81.0개를 갖고 있습니다. 그는 34.0개를 팔았습니다. 호석이는 몇 개의 지우개를 갖고 있습니까?,81.0 - 34.0,name0이는 지우개 number0개를 갖고 있습니다. 그는 number1개를 팔았습니다. name1이는 몇 개의 지우개를 갖고 있습니까?,number0 - number1,81.0 34.0 ,호석 ,47,0
민영이는 45.0개의 배를 골랐고 유정이는 11.0개의 배를 골랐습니다. 두 사람은 얼마나 많은 배를 골랐습니까?,45.0 + 11.0,name0이는 number0개의 name1를 골랐고 name2이는 number1개의 name3를 골랐습니다. 두 사람은 얼마나 많은 name4를 골랐습니까?,number0 + number1,45.0 11.0 ,민영 유정 배 배 ,56,0
서랍에는 9.0개의 연필과 4.0개의 자가 있습니다. 은지는 서랍에서 4.0개의 연필을 사용했습니다. 몇 개의 연필이 남아 있습니까?,9.0 - 4.0,서랍에는 number0개의 연필과 number1개의 자가 있습니다. name0는 서랍에서 number2개의 연필을 사용했습니다. 몇 개의 연필이 남아 있습니까?,number0 - number2,9.0 4.0 4.0 ,은지 ,5,0
은지는 5.0개의 카드가 있습니다. 유나는 은지에게 3.0개의 카드를 구입했습니다. 은지는 몇개의 카드가 있습니까?,5.0 - 3.0,name0는 number0개의 카드가 있습니다. name1는 name2에게 number1개의 카드를 구입했습니다. name3는 몇개의 카드가 있습니까?,number0 - number1,5.0 3.0 ,유나 은지 ,2,0
정국이는 헤드셋을 1346.0원에 샀습니다. 지민이는 6444.0원에 샀습니다. 두 명이 구입한 총 금액은 얼마입니까?,1346.0 + 6444.0,name0이는 헤드number0을 number1원에 샀습니다. name1이는 number2원에 샀습니다. number3명이 구입한 총 금액은 얼마입니까?,number1 + number2,3 1346.0 6444.0 2 ,정국 지민 ,7790,0
매장 1개당 1250.0명이 방문했습니다. 총 3개의 매장이 있을 때 총 몇명이 방문 했습니까?,1250.0 * 3.0,매장 number0개당 number1명이 방문했습니다. 총 number2개의 매장이 있을 때 총 몇명이 방문 했습니까?,number1 * number2,1 1250.0 3 ,,3750,0
정국이는 41.0개의 샤프심을 갖고 있습니다. 유나는 30.0개의 샤프심을 갖고 있습니다. 총 샤프심의 갯수는 얼마입니까?,41.0 + 30.0,name0이는 number0개의 샤프심을 갖고 있습니다. name1는 number1개의 샤프심을 갖고 있습니다. 총 샤프심의 갯수는 얼마입니까?,number0 + number1,41.0 30.0 ,유나 정국 ,71,0
민영이는 8.0개의 계란을 갖고 있습니다. 호석이가 62.0개의 계란을 주었다면 민영이가 갖고 있는 계란을 몇 개입니까?,8.0 + 62.0,name0이는 number0개의 계란을 갖고 있습니다. name1이가 number1개의 계란을 주었다면 name2이가 갖고 있는 계란을 몇 개입니까?,number0 + number1,8.0 62.0 ,민영 호석 ,70,0
"호석이는 3개의 카드를 갖고 있습니다. 추가로 42.0개의 카드를 구매하고 한 개당 5.0개의 카드가 들어가는 지갑을 살 때, 몇 개의 지갑을 사야 합니까?",( 3.0 + 42.0 ) / 5.0,"name0이는 number0개의 카드를 갖고 있습니다. 추가로 number1개의 카드를 구매하고 number2개당 number3개의 카드가 들어가는 지갑을 살 때, 몇 개의 지갑을 사야 합니까?",( number0 + number1 ) / number3,3 42.0 1 5.0 ,호석 ,9,0
"민영이는 100.0개의 종이를 갖고 있습니다. 한 사람당 20.0개의 종이를 나누어 주려고 할 때, 총 몇 명에게 나누어 줄 수 있습니까?",100.0 / 20.0,"name0이는 number0개의 종이를 갖고 있습니다. 한 사람당 number1개의 종이를 나누어 주려고 할 때, 총 몇 명에게 나누어 줄 수 있습니까?",number0 / number1,100.0 20.0 ,민영 ,5,0
은지는 하루에 피자를 5조각 먹을 수 있습니다. 4일동안 몇 조각의 피자를 먹을 수 있습니까?,5.0 * 4.0,name0는 하루에 피자를 number0조각 먹을 수 있습니다. number1일동안 몇 조각의 피자를 먹을 수 있습니까?,number0 * number1,5 4 ,은지 ,20,0
"토요일에 0.4인치의 옷을 샀습니다. 일요일에 0.2인치의 옷을 샀을때, 총 옷의 길이는 얼마입니까?",0.2 + 0.4,"name0에 number0인치의 옷을 샀습니다. name1에 number1인치의 옷을 샀을때, 총 옷의 길이는 얼마입니까?",number1 + number0,0.4 0.2 ,토요일 일요일 ,0.60,0
"유정이는 37.0개의 꽃을 샀습니다. 그녀가 16.0개의 꽃을 팔고, 나중에 19.0개의 꽃을 샀을 때, 가진 꽃은 총 몇 개 입니까?",37.0 + 19.0 - 16.0,"name0이는 number0개의 꽃을 샀습니다. 그녀가 number1개의 꽃을 팔고, 나중에 number2개의 꽃을 샀을 때, 가진 꽃은 총 몇 개 입니까?",number0 + number2 - number1,37.0 16.0 19.0 ,유정 ,40,0
현재 37.0그루의 짧은 나무와 30.0그루의 큰 나무가 있습니다. 은지가 20.0개의 짧은 나무를 베었다면 총 몇그루의 짧은 나무가 남아있습니까?,37.0 + 20.0,현재 number0그루의 짧은 나name0와 number1그루의 큰 나name1가 있습니다. name2가 number2개의 짧은 나name3를 베었다면 총 몇그루의 짧은 나name4가 남아있습니까?,number0 + number2,37.0 30.0 20.0 ,은지 무 ,57,0
호석이는 하루에 250.0km를 주행했습니다. 5일동안 총 몇 km를 주행했습니까?,5.0 * 250.0,name0이는 하루에 number0km를 주행했습니다. number1일동안 총 몇 km를 주행했습니까?,number1 * number0,250.0 5 ,호석 ,1250,0
"민영이는 13.99원에 바지를 사고, 12.14원에 셔츠를 사고, 7.43원에 신발을 샀습니다. 지불한 총 비용은 얼마입니까?",13.99 + 12.14 + 7.43,"name0이는 number0원에 바지를 사고, number1원에 셔츠를 사고, number2원에 신발을 샀습니다. 지불한 총 비용은 얼마입니까?",number0 + number1 + number2,13.99 12.14 7.43 ,민영 ,33.56,0
은지는 핸드폰에 11.0개의 노래를 저장했습니다. 오래된 7.0개의 노래를 삭제하고 24.0개의 새로운 노래를 다운받았습니다. 은지의 핸드폰에는 몇개의 노래가 있습니까?,11.0 + 24.0 - 7.0,name0는 핸드폰에 number0개의 노래를 저장했습니다. 오래된 number1개의 노래를 삭제하고 number2개의 새로운 노래를 다운받았습니다. name1의 핸드폰에는 몇개의 노래가 있습니까?,number0 + number2 - number1,11.0 7.0 24.0 ,은지 ,28,0
"태형이는 88.0개의 돌을 갖고 있습니다. 팔찌 1개당 8.0개의 돌이 필요할 때, 총 몇개의 팔찌를 만들 수 있습니까?",88.0 / 8.0,"name0이는 number0개의 돌을 갖고 있습니다. 팔찌 number1개당 number2개의 돌이 필요할 때, 총 몇개의 팔찌를 만들 수 있습니까?",number0 / number2,88.0 1 8.0 ,태형 ,11,0
"공원에는 9.0개의 돌이 있습니다. 유정이가 2.0개의 돌을 주워 갔을 때, 공원에는 몇개의 돌이 있습니까?",9.0 - 2.0,"공원에는 number0개의 돌이 있습니다. name0이가 number1개의 돌을 주워 갔을 때, 공원에는 몇개의 돌이 있습니까?",number0 - number1,9.0 2.0 ,유정 ,7,0
"남준이는 217.0개의 볼펜을 갖고 있습니다. 유정이가 109.0개의 볼펜을 남준에게 주었을 때, 남준이는 몇 개의 볼펜을 갖고 있습니까?",217.0 + 109.0,"name0이는 number0개의 name1을 갖고 있습니다. name2이가 number1개의 name3을 name4에게 주었을 때, name5이는 몇 개의 name6을 갖고 있습니까?",number0 + number1,217.0 109.0 ,유정 남준 볼펜 ,326,0
"민영이는 은행에서 7.0원을 뽑았습니다. 그녀가 길에서 5.0원을 주웠을 때, 총 얼마를 갖고 있습니까?",7.0 + 5.0,"name0이는 은행에서 number0원을 뽑았습니다. 그녀가 길에서 number1원을 주웠을 때, 총 얼마를 갖고 있습니까?",number0 + number1,7.0 5.0 ,민영 ,12,0
"윤기가 24.0개의 돌을 갖고 있습니다. 한 사람 당 12.0개의 돌을 나누어 주려고 할 때, 총 몇 명에게 나누어 줄 수 있습니까?",24.0 / 12.0,"name0가 number0개의 돌을 갖고 있습니다. 한 사람 당 number1개의 돌을 나누어 주려고 할 때, 총 몇 명에게 나누어 줄 수 있습니까?",number0 / number1,24.0 12.0 ,윤기 ,2,0
정국이는 0.25가 쓰인 카드를 갖고 있습니다. 민영이는 3.25가 쓰인 카드를 갖고 있습니다. 카드의 숫자 총합은 얼마입니까?,3.25 + 0.25,name0이는 number0가 쓰인 카드를 갖고 있습니다. name1이는 number1가 쓰인 카드를 갖고 있습니다. 카드의 숫자 총합은 얼마입니까?,number1 + number0,0.25 3.25 ,민영 정국 ,3.50,0
윤기는 96.0개의 사과를 갖고 있습니다. 점심때 42.0개를 먹고 친구들에게 6.0개씩 나누어 주었습니다. 총 몇 명에게 나누어 줄 수 있습니까?,( 96.0 - 42.0 ) / 6.0,name0는 number0개의 name1를 갖고 있습니다. 점심때 number1개를 먹고 친구들에게 number2개씩 나누어 주었습니다. 총 몇 명에게 나누어 줄 수 있습니까?,( number0 - number1 ) / number2,96.0 42.0 6.0 ,윤기 사과 ,9,0
"윤기는 35.0개의 조개와 25.0개의 불가사리를 발견했습니다. 그는 17.0개의 조개를 버렸을 때, 얼마나 많은 조개를 갖고 있습니까?",35.0 - 17.0,"name0는 number0개의 조개와 number1개의 불가사리를 발견했습니다. 그는 number2개의 조개를 버렸을 때, 얼마나 많은 조개를 갖고 있습니까?",number0 - number2,35.0 25.0 17.0 ,윤기 ,18,0
"석진이는 30.0개의 대리석을 갖고 있습니다. 그가 한 사람당 5.0개를 주었을 때, 총 몇 명에게 줄 수 있습니까?",30.0 / 5.0,"name0이는 number0개의 대리석을 갖고 있습니다. 그가 한 사람당 number1개를 주었을 때, 총 몇 명에게 줄 수 있습니까?",number0 / number1,30.0 5.0 ,석진 ,6,0
상자에는 79.0개의 연필이 있습니다. 정국이는 4.0개의 연필을 사용했습니다. 상자에는 몇 개의 연필이 있습니까?,79.0 - 4.0,상자에는 number0개의 연필이 있습니다. name0이는 number1개의 연필을 사용했습니다. 상자에는 몇 개의 연필이 있습니까?,number0 - number1,79.0 4.0 ,정국 ,75,0
"애완 동물 가게에는 6.0개의 상자가 있습니다. 각 상자에 강아지 2.0마리, 고양이 7.0마리가 있다면 총 몇 마리의 동물이 있습니까?",6.0 * ( 2.0 + 7.0 ),"애완 동물 가게에는 number0개의 상자가 있습니다. 각 상자에 강아지 number1마리, 고양이 number2마리가 있다면 총 몇 마리의 동물이 있습니까?",number0 * ( number1 + number2 ),6.0 2.0 7.0 ,,54,0
"석진이는 시간당 2.0마일을 갈 수 있습니다. 총 14.0마일을 갔을 때, 몇 시간이 걸렸습니까?",14.0 / 2.0,"name0이는 시간당 number0마일을 갈 수 있습니다. 총 number1마일을 갔을 때, 몇 시간이 걸렸습니까?",number1 / number0,2.0 14.0 ,석진 ,7,0
윤기는 37.0개의 수박과 30.0개의 호박을 키웠습니다. 석진이가 11.0개의 수박을 구매했을때 몇개의 수백이 있습니까?,37.0 + 11.0,name0는 number0개의 name1과 number1개의 호박을 키웠습니다. name2이가 number2개의 name3을 구매했을때 몇개의 수백이 있습니까?,number0 + number2,37.0 30.0 11.0 ,윤기 석진 수박 ,48,0
"초콜릿은 1개에 4.0원 입니다. 상자에 11.0개의 초콜릿이 있고, 호석이가 7.0개를 먹었다면 총 얼마의 초콜릿이 있습니까?",4.0 * ( 11.0 - 7.0 ),"초콜릿은 number0개에 number1원 입니다. 상자에 number2개의 초콜릿이 있고, name0이가 number3개를 먹었다면 총 얼마의 초콜릿이 있습니까?",number1 * ( number2 - number3 ),1 4.0 11.0 7.0 ,호석 ,16,0
"유정이는 정원에서 8.0개의 감자를 키웠습니다. 토끼가 3.0개를 먹었을 때, 유정이는 몇 개의 감자를 갖고 있습니까?",8.0 - 3.0,"name0이는 정원에서 number0개의 name1자를 키웠습니다. 토끼가 number1개를 먹었을 때, name2이는 몇 개의 name3자를 갖고 있습니까?",number0 - number1,8.0 3.0 ,유정 감 ,5,0
각 상자에는 4.0개의 감자가 있습니다. 3개의 상자에는 총 몇개의 감자가 있습니까?,4.0 * 3.0,각 상자에는 number0개의 name0자가 있습니다. number1개의 상자에는 총 몇개의 name1자가 있습니까?,number0 * number1,4.0 3 ,감 ,12,0
"봉투 1개에는 27.0개의 껌이 있습니다. 남준이가 18.0개의 봉투를 갖고 있을때, 총 몇개의 껌이 있습니까?",27.0 * 18.0,"봉투 number0개에는 number1개의 껌이 있습니다. name0이가 number2개의 봉투를 갖고 있을때, 총 몇개의 껌이 있습니까?",number1 * number2,1 27.0 18.0 ,남준 ,486,0
"지민이는 11.0개의 사탕을 받았고, 윤기는 5.0개의 사탕을 받았습니다. 모은 사탕을 한 사람당 8갰기 나누어 줄 때, 총 몇 명에게 나누어 줄 수 있습니까?",( 11.0 + 5.0 ) / 8.0,"name0이는 number0개의 name1을 받았고, name2는 number1개의 name3을 받았습니다. 모은 name4을 한 사람당 number2갰기 나누어 줄 때, 총 몇 명에게 나누어 줄 수 있습니까?",( number0 + number1 ) / number2,11.0 5.0 8 ,윤기 지민 사탕 ,2,0
"은지는 75.0개의 사과가 있습니다. 은지가 민영에게 52.0개의 사과를 줄 때, 은지는 몇 개의 사과를 갖고 있습니까?",75.0 - 52.0,"name0는 number0개의 name1가 있습니다. name2가 name3에게 number1개의 name4를 줄 때, name5는 몇 개의 name6를 갖고 있습니까?",number0 - number1,75.0 52.0 ,민영 은지 사과 ,23,0
"유나는 14.0원의 캠코더를 샀고, 26.0원의 자라를 샀습니다. 그녀가 일주일에 5.0원씩 지불 했다면, 몇 번 지불 해야합니까?",( 14.0 + 26.0 ) / 5.0,"name0는 number0원의 캠코더를 샀고, number1원의 자라를 샀습니다. 그녀가 일주일에 number2원씩 지불 했다면, 몇 번 지불 해야합니까?",( number0 + number1 ) / number2,14.0 26.0 5.0 ,유나 ,8,0
남준이는 하루에 5.0권의 책을 읽습니다. 3.0일동안 몇 권의 책을 읽습니까?,5.0 * 3.0,name0이는 하루에 number0권의 책을 읽습니다. number1일동안 몇 권의 책을 읽습니까?,number0 * number1,5.0 3.0 ,남준 ,15,0
"유나는 22.0개의 당근을 먹었고, 15.0개의 수박을 먹었습니다. 그녀는 총 몇개를 먹었습니까?",22.0 + 15.0,"name0는 number0개의 name1을 먹었고, number1개의 name2을 먹었습니다. 그녀는 총 몇개를 먹었습니까?",number0 + number1,22.0 15.0 ,유나 수박 당근 ,37,0
"지민이는 올해 11.0개의 축구공을 샀습니다. 농구공은 13.0개, 야구공은 15.0개를 샀습니다. 지민이가 가진 공의 갯수는 몇 개입니까?",11.0 + 13.0 + 15.0,"name0이는 올해 number0개의 name1을 샀습니다. name2은 number1개, name3은 number2개를 샀습니다. name4이가 가진 공의 갯수는 몇 개입니까?",number0 + number1 + number2,11.0 13.0 15.0 ,지민 농구공 야구공 축구공 ,39,0
정국이의 생일 파티에 4.0개의 카드와 44.0개의 종이가 있습니다. 하루에 6.0개식 사용할 때 몇 일동안 사용할 수 있습니까?,( 4.0 + 44.0 ) / 6.0,name0이의 생일 파티에 number0개의 카드와 number1개의 종이가 있습니다. 하루에 number2개식 사용할 때 몇 일동안 사용할 수 있습니까?,( number0 + number1 ) / number2,4.0 44.0 6.0 ,정국 ,8,0
"호석이는 10.0마리의 토끼를 갖고 있습니다. 그는 3.0마리를 분양했을 때, 몇 마리의 토끼가 남아있습니까?",10.0 - 3.0,"name0이는 number0마리의 토끼를 갖고 있습니다. 그는 number1마리를 분양했을 때, 몇 마리의 토끼가 남아있습니까?",number0 - number1,10.0 3.0 ,호석 ,7,0
석진이는 34.0원이 있습니다. 개를 사기 위해 47.0원이 필요하다면 얼마를 추가로 벌어야 합니까?,47.0 - 34.0,name0이는 number0원이 있습니다. 개를 사기 위해 number1원이 필요하다면 얼마를 추가로 벌어야 합니까?,number1 - number0,34.0 47.0 ,석진 ,13,0
"민영이는 비디오 게임을 14.0원에 샀습니다. 게임기를 36.0원에 사고, 4.0원을 할인 받았습니다. 총 지불한 금액은 얼마입니까?",14.0 + 36.0 - 4.0,"name0이는 비디오 게임을 number0원에 샀습니다. 게임기를 number1원에 사고, number2원을 할인 받았습니다. 총 지불한 금액은 얼마입니까?",number0 + number1 - number2,14.0 36.0 4.0 ,민영 ,46,0
태형이는 61921.0개의 비단과 49500.0개의 공을 샀습니다. 총 몇 개의 물건을 샀습니까?,61921.0 + 49500.0,name0이는 number0개의 비단과 number1개의 공을 샀습니다. 총 몇 개의 물건을 샀습니까?,number0 + number1,61921.0 49500.0 ,태형 ,111421,0
"유정이는 10.0개의 스티커를 샀고, 유나는 22.0개의 스티커를 샀습니다. 총 몇 개의 스티커를 샀습니까?",10.0 * 22.0,"name0이는 number0개의 스티커를 샀고, name1는 number1개의 스티커를 샀습니다. 총 몇 개의 스티커를 샀습니까?",number0 * number1,10.0 22.0 ,유나 유정 ,220,0
민영이는 98.0개의 계란이 있습니다. 그녀는 8.0개의 계란을 구매했습니다. 총 몇개의 계란이 있습니까?,98.0 + 8.0,name0이는 number0개의 계란이 있습니다. 그녀는 number1개의 계란을 구매했습니다. 총 몇개의 계란이 있습니까?,number0 + number1,98.0 8.0 ,민영 ,106,0
태형이는 피자 21.0판을 주문 했습니다. 각 피자에는 8.0 조각이 있습니다. 피자 조각은 총 몇개 입니까?,21.0 * 8.0,name0이는 피자 number0판을 주문 했습니다. 각 피자에는 number1 조각이 있습니다. 피자 조각은 총 몇개 입니까?,number0 * number1,21.0 8.0 ,태형 ,168,0
"은지는 123.0개의 오렌지, 유나는 104.0개의 오렌지를 골랐습니다. 총 오렌지 갯수는 몇개 입니까?",123.0 + 104.0,"name0는 number0개의 오렌지, name1는 number1개의 오렌지를 골랐습니다. 총 오렌지 갯수는 몇개 입니까?",number0 + number1,123.0 104.0 ,유나 은지 ,227,0
"지민이는 상자에 총 56.0개의 오렌지를 넣어야 합니다. 각 상자에는 8.0개의 오렌지가 들어간다고 할 때, 몇개의 상자가 필요합니까?",56.0 / 8.0,"name0이는 상자에 총 number0개의 오렌지를 넣어야 합니다. 각 상자에는 number1개의 오렌지가 들어간다고 할 때, 몇개의 상자가 필요합니까?",number0 / number1,56.0 8.0 ,지민 ,7,0
"윤기는 7.0마리의 개를 갖고 있고, 6.0마리를 추가로 구매했습니다. 총 몇마리의 개가 있습니까?",7.0 + 6.0,"name0는 number0마리의 개를 갖고 있고, number1마리를 추가로 구매했습니다. 총 몇마리의 개가 있습니까?",number0 + number1,7.0 6.0 ,윤기 ,13,0
"지민이는 356.0개의 잎을 가지고 있습니다. 그 중 112.0개가 날라갔을 때, 남은 잎의 갯수는 몇 개 입니까?",356.0 - 112.0,"name0이는 number0개의 잎을 가지고 있습니다. 그 중 number1개가 날라갔을 때, 남은 잎의 갯수는 몇 개 입니까?",number0 - number1,356.0 112.0 ,지민 ,244,0
"카페에 아메리카노 38.0잔, 카페라떼 28.0잔이 있습니다. 유정이가 아메리카노 20.0잔을 먹었다면 총 몇 잔이 남았습니까?",38.0 + 28.0 - 20.0,"카페에 아메리카노 number0잔, 카페라떼 number1잔이 있습니다. name0이가 아메리카노 number2잔을 먹었다면 총 몇 잔이 남았습니까?",number0 + number1 - number2,38.0 28.0 20.0 ,유정 ,46,0
유나는 이번 주에 가게에 3.0번을 갔습니다. 그녀는 가게에 갈 때마다 7.0개의 땅콩을 구입합니다. 총 몇 개의 땅콩을 구매했습니까?,3.0 * 7.0,name0는 이번 주에 가게에 number0번을 갔습니다. 그녀는 가게에 갈 때마다 number1개의 땅콩을 구입합니다. 총 몇 개의 땅콩을 구매했습니까?,number0 * number1,3.0 7.0 ,유나 ,21,0
"석진이는 학교 앞에서 9.0개의 셔츠와 27.0개의 바지를 샀습니다. 20.0개의 바지를 버렸을 때, 총 몇개의 옷이 남았습니까?",9.0 + 27.0 - 20.0,"name0이는 학교 앞에서 number0개의 셔츠와 number1개의 바지를 샀습니다. number2개의 바지를 버렸을 때, 총 몇개의 옷이 남았습니까?",number0 + number1 - number2,9.0 27.0 20.0 ,석진 ,16,0
은지는 사탕 80.0개를 갖고 있습니다. 각 사람당 4.0개를 나누어 준다면 총 몇 명에게 나누어 줄 수 있습니까?,80.0 / 4.0,name0는 name1 number0개를 갖고 있습니다. 각 사람당 number1개를 나누어 준다면 총 몇 명에게 나누어 줄 수 있습니까?,number0 / number1,80.0 4.0 ,은지 사탕 ,20,0
"유나는 5.0개의 풍선, 윤기는 6.0개의 풍선을 갖고 있습니다. 유정이는 7.0개의 노란색 풍선을 갖고 있을 때, 총 풍선 갯수는 몇 개 입니까?",5.0 + 6.0 + 7.0,"name0는 number0개의 풍선, name1는 number1개의 풍선을 갖고 있습니다. name2이는 number2개의 name3 풍선을 갖고 있을 때, 총 풍선 갯수는 몇 개 입니까?",number0 + number1 + number2,5.0 6.0 7.0 ,유나 유정 윤기 노란색 ,18,0
