Question,Equation,Question2,Equation2,Numbers,Names,answer,comment
책을 지민이는 3시간 동안 54쪽 읽었고 유나는 7시간 동안 119쪽 읽었습니다. 한 시간 동안 읽은 쪽수의 평균이 더 많은 사람은 누구입니까?,'지민' if 54 / 3 > 119 / 7 else '유나',책을 name0이는 number0시간 동안 number1쪽 읽었고 name1는 number2시간 동안 number3쪽 읽었습니다. 한 시간 동안 읽은 쪽수의 평균이 더 많은 사람은 누구입니까?,'name1' if number1 / number0 > number3 / number2 else 'name0',3 54 7 119 ,유나 지민 ,지민,0
석진이네 양계장에서 닭들이 5일 동안 하루에 낳은 달걀 수의 평균이 59개일 때 5일 동안 낳은 달걀은 모두 몇 개입니까?,5 * 59,name0이네 양계장에서 닭들이 number0일 동안 하루에 낳은 name1 수의 평균이 number1개일 때 number2일 동안 낳은 name2은 모두 몇 개입니까?,number2 * number1,5 59 5 ,석진 달걀 ,295,0
"은지의 국어와 수학 두 과목의 점수의 평균은 92점이고, 사회 점수는 77점입니다. 세 과목의 점수의 평균은 몇 점입니까?",( 92 * 2 + 77 ) / 3,"name0의 name1와 name2 두 과목의 점수의 평균은 number0점이고, name3 점수는 number1점입니다. 세 과목의 점수의 평균은 몇 점입니까?",( number0 * 2 + number1 ) / 3,92 77 ,은지 국어 수학 사회 ,87,"1(두 과목, 세 과목)"
"어느 야구 팀은 4월에 103점, 5월에 98점, 6월에 106점 7월에 105점을 얻었습니다. 이 야구 팀이 4월부터 8월까지 얻은 점수의 평균이 4월부터 7월까지 얻은 점수의 평균보다 높으려면 8월에는 최소 몇 점을 얻어야 하는지 구하시오.(점수는 모두 자연수이다)",( 103 + 98 + 106 + 105 ) / 4 + 1,"어느 야구 팀은 number0월에 number1점, number2월에 number3점, number4월에 number5점 number6월에 number7점을 얻었습니다. 이 야구 팀이 number8월부터 number9월까지 얻은 점수의 평균이 number10월부터 number11월까지 얻은 점수의 평균보다 높으려면 number12월에는 최소 몇 점을 얻어야 하는지 구하시오.(점수는 모두 자연수이다)",( number1 + number3 + number5 + number7 ) / number10 + 1,4 103 5 98 6 106 7 105 4 8 4 7 8 ,,104,1(개월 수)
윤기네 가족이 제주도 여행을 가기 위해 필요한 돈은 240만 원입니다. 지금부터 매월 30만 원씩 여행에 필요한 돈을 모으기로 했다면 몇 개월이 걸립니까?,240 / 30,name0네 가족이 제주도 여행을 가기 위해 필요한 돈은 number0만 원입니다. 지금부터 매월 number1만 원씩 여행에 필요한 돈을 모으기로 했다면 몇 개월이 걸립니까?,number0 / number1,240 30 ,윤기 ,8,0
어떤 자연수를 72로 나눌 때 나머지가 될 수 있는 수 중에서 가장 큰 수는 얼마입니까?,72 - 1,어떤 자연수를 number0로 나눌 때 나머지가 될 수 있는 수 중에서 가장 큰 수는 얼마입니까?,number0 - 1,72 ,,71,1(최대 나머지)
돼지 저금통을 열어 보니 500원짜리 동전 30개와 50원짜리 동전 114개가 나왔습니다. 저금통에 들어 있는 돈은 모두 얼마입니까?,500 * 30 + 50 * 114,돼지 저금통을 number0어 보니 number1원짜리 동전 number2개와 number3원짜리 동전 number4개가 나왔습니다. 저금통에 들어 있는 돈은 모두 얼마입니까?,number1 * number2 + number3 * number4,10 500 30 50 114 ,,20700,0
식 'A÷18=21···9'에서 A에 해당하는 숫자를 쓰시오.,18 * 21 + 9,식 'name0÷number0=number1···number2'에서 name1에 해당하는 숫자를 쓰시오.,number0 * number1 + number2,18 21 9 ,A ,387,0
A를 16과 곱한 결과가 560보다 작습니다. 조건을 만족하는 자연수 A 중 가장 큰 수를 구하시오.,560 / 16 - 1 if math.floor( 560 / 16 ) == 560 / 16 else math.floor( 560 / 16 ),name0를 number0과 곱한 결과가 number1보다 작습니다. 조건을 만족하는 자연수 name1 중 가장 큰 수를 구하시오.,number1 / number0 - 1 if math.floor( number1 / number0 ) == number1 / number0 else math.floor( number1 / number0 ),16 560 ,A ,34,1(자연수 맞추기 위한 -1)
민영이네 반 학생은 한 모둠에 4명씩 5모둠입니다. 연필 32타를 민영이네 반 학생에게 똑같이 나누어 주려고 했더니 몇 자루가 모자랐습니다. 남는 연필 없이 똑같이 나누어 주려면 연필은 적어도 몇 자루가 더 필요합니까?,( 4 * 5 ) * math.ceil( 32 * 12 / ( 4 * 5 ) ) - 32 * 12,name0이네 반 학생은 한 모둠에 number0명씩 number1모둠입니다. 연필 number2타를 name1이네 반 학생에게 똑같이 나누어 주려고 했더니 몇 자루가 모자랐습니다. 남는 연필 없이 똑같이 나누어 주려면 연필은 적어도 몇 자루가 더 필요합니까?,( number0 * number1 ) * math.ceil( number2 * 12 / ( number0 * number1 ) ) - number2 * 12,4 5 32 ,민영 ,16,1(연필 한 타=12자루)
"5장의 수 카드 1, 3, 4, 7, 8을 한 번씩만 사용하여 곱이 가장 큰 (세 자리 수)*(두 자리 수)를 만들어 계산한 결과는 얼마입니까?","max( [ ( 100 * i[0] + 10 * i[1] + i[2] ) * ( 10 * i[3] + i[4] ) for i in list( itertools.permutations( [ 1 , 3 , 4 , 7 , 8 ] , len( [ 1 , 3 , 4 , 7 , 8 ] ) ) ) ] )","number0장의 수 카드 number1, number2, number3, number4, number5을 한 번씩만 사용하여 곱이 가장 큰 (number6자리 수)*(number7자리 수)를 만들어 계산한 결과는 얼마입니까?","max( [ ( 100 * i[0] + 10 * i[1] + i[2] ) * ( 10 * i[3] + i[4] ) for i in list( itertools.permutations( [ number1 , number6 , number3 , number4 , number5 ] , len( [ number1 , number6 , number3 , number4 , number5 ] ) ) ) ] )",5 1 3 4 7 8 3 2 ,,61503,1(자리 수)
376에 어떤 수를 곱해야 하는데 잘못하여 376을 어떤 수로 나누었더니 몫이 8로 나누어떨어졌습니다. 바르게 계산하면 얼마입니까?,( 376 / 8 ) * 376,number0에 어떤 수를 곱해야 하는데 잘못하여 number1을 어떤 수로 나누었더니 몫이 number2로 나누어떨어졌습니다. 바르게 계산하면 얼마입니까?,( number1 / number2 ) * number1,376 376 8 ,,17672,0
"은지는 9.0개의 조개를 발견했습니다. 정국이는 7.0개의 조개를 찾았고, 추가로 5.0개를 발견했습니다. 총 몇개의 조개를 발견 했습니까?",9.0 + 7.0 + 5.0,"name0는 number0개의 조개를 발견했습니다. name1이는 number1개의 조개를 찾았고, 추가로 number2개를 발견했습니다. 총 몇개의 조개를 발견 했습니까?",number0 + number1 + number2,9.0 7.0 5.0 ,정국 은지 ,21,0
"4개의 소수 1.4, 0.9, 0.7, 1.6이 있습니다. 가장 큰 수와 가장 작은 수의 차를 구하시오.","max( 1.4 , 0.9 , 0.7 , 1.6 ) - min( 1.4 , 0.9 , 0.7 , 1.6 )","number0개의 소수 number1, number2, number3, number4이 있습니다. 가장 큰 수와 가장 작은 수의 차를 구하시오.","max( number1 , number2 , number3 , number4 ) - min( number1 , number2 , number3 , number4 )",4 1.4 0.9 0.7 1.6 ,,0.90,0
"끈이 4m 있습니다. 그중에서 1.57m로 상자를 포장했고, 0.92m로 책을 묶었습니다. 사용하고 남은 끈은 몇 m입니까",4 - 1.57 - 0.92,"끈이 number0m 있습니다. 그중에서 number1m로 상자를 포장했고, number2m로 책을 묶었습니다. 사용하고 남은 끈은 몇 m입니까",number0 - number1 - number2,4 1.57 0.92 ,,1.51,0
"연경이는 물을 1.4L 사용했습니다. 선주는 연경이보다 물을 0.63L 더 적게 사용했고, 현태는 선주보다 0.18L 더 많이 사용했습니다. 현태가 사용한 물은 몇 L인지 풀이 과정을 쓰고 답을 구하시오.",1.4 - 0.63 + 0.18,"연경이는 물을 number0name0 사용했습니다. 선주는 연경이보다 물을 number1name1 더 적게 사용했고, 현태는 선주보다 number2name2 더 많이 사용했습니다. 현태가 사용한 물은 몇 name3인지 풀이 과정을 쓰고 답을 구하시오.",number0 - number1 + number2,1.4 0.63 0.18 ,L ,0.95,0
어떤 수에 0.01을 곱한 수는  0.001이 37개인 수입니다. 어떤 수의 10배는 얼마입니까?,( ( 0.001 * 37 ) / 0.01 ) * 10,어떤 수에 number0을 곱한 수는  number1이 number2개인 수입니다. 어떤 수의 number3name0는 얼마입니까?,( ( number1 * number2 ) / number0 ) * number3,0.01 0.001 37 10 ,배 배 ,37,0
7.8에서 어떤 수를 빼야 할 것을 잘못하여 더했더니 9가 되었습니다. 바르게 계산하면 얼마입니까?,7.8 - ( 9 - 7.8 ),number0에서 어떤 수를 빼야 할 것을 잘못하여 더했더니 number1가 되었습니다. 바르게 계산하면 얼마입니까?,number0 - ( number1 - number0 ),7.8 9 ,,6.60,0
"수 카드 1, 4, 8이 있습니다. 카드를 한 번씩 모두 사용하여 소수 두 자리 수를 만들려고 할 때 만들 수 있는 가장 큰 수와 가장 작은 수의 합을 구하시오.","[ i[0] + 0.1 * i[1] + 0.01 * i[2] for i in [ sorted( [ 1 , 4 , 8 ] , reverse = True ) ] ] [0] + [ i[0] + 0.1 * i[1] + 0.01 * i[2] for i in [ sorted( [ 1 , 4 , 8 ] ) ] ] [0]","수 카드 number0, number1, number2이 있습니다. 카드를 한 번씩 모두 사용하여 소수 number3자리 수를 만들려고 할 때 만들 수 있는 가장 큰 수와 가장 작은 수의 합을 구하시오.","[ i[0] + 0.1 * i[1] + 0.01 * i[2] for i in [ sorted( [ number0 , number1 , number2 ] , reverse = True ) ] ] [0] + [ i[0] + 0.1 * i[1] + 0.01 * i[2] for i in [ sorted( [ number0 , number1 , number2 ] ) ] ] [0]",1 4 8 2 ,,9.89,"1(소수 두 자리 수, [0], 어려운 문제)"
"수 카드 3, 6, 9가 있습니다. 카드를 한 번씩 모두 사용하여 소수 두 자리 수를 만들려고 합니다. 만들 수 있는 가장 큰 수와 가장 작은 수의 차를 구하시오.","[ i[0] + 0.1 * i[1] + 0.01 * i[2] for i in [ sorted( [ 3 , 6 , 9 ] , reverse = True ) ] ] [0] - [ i[0] + 0.1 * i[1] + 0.01 * i[2] for i in [ sorted( [ 3 , 6 , 9 ] ) ] ] [0]","수 카드 number0, number1, number2가 있습니다. 카드를 한 번씩 모두 사용하여 소수 number3자리 수를 만들려고 합니다. 만들 수 있는 가장 큰 수와 가장 작은 수의 차를 구하시오.","[ i[0] + 0.1 * i[1] + 0.01 * i[2] for i in [ sorted( [ number0 , number1 , number2 ] , reverse = True ) ] ] [0] - [ i[0] + 0.1 * i[1] + 0.01 * i[2] for i in [ sorted( [ number0 , number1 , number2 ] ) ] ] [0]",3 6 9 2 ,,5.94,"1(소수 두 자리 수, [0], 어려운 문제)"
길이가 1.9m인 색 테이프 2장을 20cm 겹쳐서 한 줄로 길게 이어 붙였습니다. 이어 붙인 색 테이프의 전체 길이는 몇 m입니까?,1.9 * 2 - ( 20 / 100 ) * ( 2 - 1 ),길이가 number0m인 색 테이프 number1장을 number2cm 겹쳐서 한 줄로 길게 이어 붙였습니다. 이어 붙인 색 테이프의 전체 길이는 몇 m입니까?,number0 * number1 - ( number2 / 100 ) * ( number1 - 1 ),1.9 2 20 ,,3.60,1(겹쳐진 부분 -1)
길이가 1.9m인 색 테이프 2장을 1.5m 겹쳐서 한 줄로 길게 이어 붙였습니다. 이어 붙인 색 테이프의 전체 길이는 몇 m입니까?,1.9 * 2 - 1.5 * ( 2 - 1 ),길이가 number0m인 색 테이프 number1장을 number2m 겹쳐서 한 줄로 길게 이어 붙였습니다. 이어 붙인 색 테이프의 전체 길이는 몇 m입니까?,number0 * number1 - number2 * ( number1 - 1 ),1.9 2 1.5 ,,2.30,1(겹쳐진 부분 -1)
"4개의 수 176, 785, 167, 934가 있습니다. 그 중에서 가장 큰 수와 가장 작은 수의 합을 구하시오.","max( 176 , 785 , 167 , 934 ) + min( 176 , 785 , 167 , 934 )","number0개의 수 number1, number2, number3, number4가 있습니다. 그 중에서 가장 큰 수와 가장 작은 수의 합을 구하시오.","max( number1 , number2 , number3 , number4 ) + min( number1 , number2 , number3 , number4 )",4 176 785 167 934 ,,1101,0
길이가 6m인 끈 중에서 266cm를 사용했습니다.남은 끈은 몇 cm입니까?,( 6 * 100 ) - 266,길이가 number0m인 끈 중에서 number1cm를 사용했습니다.남은 끈은 몇 cm입니까?,( number0 * 100 ) - number1,6 266 ,,334,1(m->cm)
길이가 6m인 끈 중에서 266cm를 사용했습니다.남은 끈은 몇 m입니까?,6 - ( 266 / 100 ),길이가 number0m인 끈 중에서 number1cm를 사용했습니다.남은 끈은 몇 m입니까?,number0 - ( number1 / 100 ),6 266 ,,3.34,1(cm->m)
기차에 935명이 타고 있었습니다. 이번 역에서 358명이 내리고 476명이 새로 탔습니다. 지금 기차에 타고 있는 사람은 몇 명입니까?,935 - 358 + 476,name0에 number0명이 타고 있었습니다. 이번 역에서 number1명이 내리고 number2명이 새로 탔습니다. 지금 name1에 타고 있는 사람은 몇 명입니까?,number0 - number1 + number2,935 358 476 ,기차 ,1053,0
어떤 수에 268을 더해야 할 것을 잘못하여 뺐더니 554가 되었습니다. 바르게 계산하면 얼마입니까?,( 268 + 554 ) + 268,어떤 수에 number0을 더해야 할 것을 잘못하여 뺐더니 number1가 되었습니다. 바르게 계산하면 얼마입니까?,( number0 + number1 ) + number0,268 554 ,,1090,0
어떤 수에서 175를 뺐더니 429가 되었습니다. 어떤 수에 175를 더하면 얼마입니까?,( 175 + 429 ) + 175,어떤 수에서 number0를 뺐더니 number1가 되었습니다. 어떤 수에 number2를 더하면 얼마입니까?,( number2 + number1 ) + number2,175 429 175 ,,779,0
0부터 9까지의 수 중에서 식 '64A+726 < 1369'의 A안에 들어갈 수 있는 수의 개수를 구하시오.,"len( [ i for i in range( 0 , 9 + 1 ) if ( 64 * 10 + i ) + 726 < 1369 ] )",number0부터 number1까지의 수 중에서 식 'number2name0+number3 < number4'의 name1안에 들어갈 수 있는 수의 개수를 구하시오.,"len( [ i for i in range( number0 , number1 + 1 ) if ( number2 * 10 + i ) + number3 < number4 ] )",0 9 64 726 1369 ,A ,3,1(range)
"3장의 수 카드 3, 5, 4를 한 번씩만 사용하여 세 자리 수를 만들려고 합니다. 만들 수 있는 가장 큰 수와 가장 작은 수의 합을 구하시오.","[ 100 * i[0] + 10 * i[1] + i[2] for i in [ sorted( [ 3 , 5 , 4 ] , reverse = True ) ] ] [0] + [ 100 * i[0] + 10 * i[1] + i[2] for i in [ sorted( [ 3 , 5 , 4 ] ) ] ] [0]","number0장의 수 카드 number1, number2, number3를 한 번씩만 사용하여 number4자리 수를 만들려고 합니다. 만들 수 있는 가장 큰 수와 가장 작은 수의 합을 구하시오.","[ 100 * i[0] + 10 * i[1] + i[2] for i in [ sorted( [ number4 , number2 , number3 ] , reverse = True ) ] ] [0] + [ 100 * i[0] + 10 * i[1] + i[2] for i in [ sorted( [ number4 , number2 , number3 ] ) ] ] [0]",3 3 5 4 3 ,,888,"1(세 자리 수, [0], 어려운 문제)"
"4개의 숫자 8, 64, 56, 9 중에서 가장 큰 수를 가장 작은 수로 나눈 몫을 구하시오.","max( 8 , 64 , 56 , 9 ) // min( 8 , 64 , 56 , 9 )","number0개의 숫자 number1, number2, number3, number4 중에서 가장 큰 수를 가장 작은 수로 나눈 몫을 구하시오.","max( number1 , number2 , number3 , number4 ) // min( number1 , number2 , number3 , number4 )",4 8 64 56 9 ,,8,0
자전거 공장에서 세발자전거를 만드는 데 바퀴 24개를 사용하였습니다. 자전거 공장에서 만든 세발자전거는 몇 대입니까?,24 / 3,name0 공장에서 세발name1를 만드는 데 바퀴 number0개를 사용하였습니다. name2 공장에서 만든 세발name3는 몇 대입니까?,number0 / 3,24 ,자전거 ,8,1(세발 자전거)
마당에 있는 닭의 다리 수를 세어 보니 12개였습니다. 마당에 있는 닭은 몇 마리입니까?,12 / 2,마당에 있는 닭의 다리 수를 세어 보니 number0개였습니다. 마당에 있는 닭은 몇 마리입니까?,number0 / 2,12 ,,6,1(닭의 다리 수)
길이가 36cm인 철사를 사용하여 가장 큰 정사각형 하나를 만들었습니다. 만든 정사각형의 한 변은 몇 cm입니까?,36 / 4,길이가 number0cm인 철사를 사용하여 가장 큰 정사각형 number1를 만들었습니다. 만든 정사각형의 한 변은 몇 cm입니까?,number0 / 4,36 1 ,,9,1(정사각형)
"어느 과수원에서 사과를 유정이는 21개, 호석이는 27개 땄습니다. 유정이와 호석이가 딴 사과를 6명에게 똑같이 나누어 주면 한 명에게 사과를 몇 개씩줄 수 있습니까?",( 21 + 27 ) / 6,"어느 과수원에서 name0를 name1이는 number0개, name2이는 number1개 땄습니다. name3이와 name4이가 딴 name5를 number2명에게 똑같이 나누어 주면 number3명에게 name6를 몇 개씩줄 수 있습니까?",( number0 + number1 ) / number2,21 27 6 1 ,유정 호석 사과 ,8,0
강당에 학생들이 한 줄에 9명씩 4줄로 서 있습니다. 이 학생들이 한 줄에 6명씩 다시 서려고 합니다. 학생들은 몇 줄로 서야 합니까?,( 9 * 4 ) / 6,강당에 학생들이 한 줄에 number0명씩 number1줄로 서 있습니다. 이 학생들이 한 줄에 number2명씩 다시 서려고 합니다. 학생들은 몇 줄로 서야 합니까?,( number0 * number1 ) / number2,9 4 6 ,,6,0
어떤 수를 9로 나누어야 할 것을 잘못하여 6으로 나누었더니 몫이 6이 되었습니다. 바르게 계산하면 몫은 얼마입니까?,( 6 * 6 ) / 9,어떤 수를 number0로 나누어야 할 것을 잘못하여 number1으로 나누었더니 몫이 number2이 되었습니다. 바르게 계산하면 몫은 얼마입니까?,( number2 * number2 ) / number0,9 6 6 ,,4,0
"정국이는 9.0개의 책꽂이에 56.0권의 책을 갖고 있다면, 그는 얼마나 많은 책을 가지고 있습니까? ",56.0 * 9.0,"name0이는 number0개의 책꽂이에 number1권의 책을 갖고 있다면, 그는 얼마나 많은 책을 가지고 있습니까? ",number1 * number0,9.0 56.0 ,정국 ,504,0
각 행에 16.0개의 의자가 총 27.0행 있습니다. 얼마나 많은 의자가 있습니까?,27.0 * 16.0,각 행에 number0개의 의자가 총 number1행 있습니다. 얼마나 많은 의자가 있습니까?,number1 * number0,16.0 27.0 ,,432,0
41.0그루의 짧은 나무와 44.0개의 큰 나무가 있습니다. 노동자들은 57.0개의 짧은 나무를 심을 것입니다. 작업 후에 총 몇그루의 나무가 있습니까?,41.0 + 57.0,number0그루의 짧은 나name0와 number1개의 큰 나name1가 있습니다. 노동자들은 number2개의 짧은 나name2를 심을 것입니다. 작업 후에 총 몇그루의 나name3가 있습니까?,number0 + number2,41.0 44.0 57.0 ,무 ,98,0
지민이는 은행 계좌에 25000.0달러를 가지고 있습니다. 매월 그녀는 1500.0달러를 사용합니다. 지민이가 8.0개월 이후 갖고 있는 돈은 얼마입니까?,25000.0 - 1500.0 * 8.0,name0이는 은행 계좌에 number0달러를 가지고 있습니다. 매월 그녀는 number1달러를 사용합니다. name1이가 number2개월 이후 갖고 있는 돈은 얼마입니까?,number0 - number1 * number2,25000.0 1500.0 8.0 ,지민 ,13000,0
현재 공원에는 총 34.0개의 나무가 있습니다. 오늘 49.0그루를 심으면 총 몇 그루의 나무가 있습니까?,34.0 + 49.0,현재 공원에는 총 number0개의 나name0가 있습니다. 오늘 number1그루를 심으면 총 몇 그루의 나name1가 있습니까?,number0 + number1,34.0 49.0 ,무 ,83,0
석진이가 15.0개의 감자를 요리해야 합니다. 그는 이미 8.0개를조리했습니다. 각 감자를 요리하는데 9.0분이 걸리면 나머지를 요리하기 위해 얼마나 걸립니까?,9.0 * ( 15.0 - 8.0 ),name0이가 number0개의 name1자를 요리해야 합니다. 그는 이미 number1개를조리했습니다. 각 name2자를 요리하는데 number2분이 걸리면 나머지를 요리하기 위해 얼마나 걸립니까?,number2 * ( number0 - number1 ),15.0 8.0 9.0 ,석진 감 ,63,0
태형이가 파이 1개를 만드는데 사과 4.0개가 필요합니다. 504.0개의 파이를 만드는데 몇 개의 사과가 필요합니까?,4.0 * 504.0,name0이가 파이 number0개를 만드는데 name1 number1개가 필요합니다. number2개의 파이를 만드는데 몇 개의 name2가 필요합니까?,number1 * number2,1 4.0 504.0 ,태형 사과 ,2016,0
남준이는 저녁 식사에 18.0명을 초대했습니다. 그중 12.0명은 오지 않았습니다. 테이블 당 3.0명 씩 앉을 수 있다면 총 몇 개의 테이블이 필요합니까?,( 18.0 - 12.0 ) / 3.0,name0이는 저녁 식사에 number0명을 초대했습니다. 그중 number1명은 오지 않았습니다. 테이블 당 number2명 씩 앉을 수 있다면 총 몇 개의 테이블이 필요합니까?,( number0 - number1 ) / number2,18.0 12.0 3.0 ,남준 ,2,0
윤기가 파이프를 고정하기 위해 6522.0리터의 오일이 물로 흘렀습니다. 윤기가 추가로 5165.0리터의 오일을 흘렸다면 총 몇리터를 흘렸습니까?,6522.0 + 5165.0,name0가 파이프를 고정하기 위해 number0리터의 오일이 물로 흘렀습니다. name1가 추가로 number1리터의 오일을 흘렸다면 총 몇리터를 흘렸습니까?,number0 + number1,6522.0 5165.0 ,윤기 ,11687,0
호석이는 35.0개의 수박과 30.0개의 당근을 갖고 있습니다. 토끼가 수박 27.0개를 먹었으면 호석이는 총 몇개의 수박을 갖고 있습니까?,35.0 - 27.0,name0이는 number0개의 name1과 number1개의 name2을 갖고 있습니다. 토끼가 name3 number2개를 먹었으면 name4이는 총 몇개의 name5을 갖고 있습니까?,number0 - number2,35.0 30.0 27.0 ,호석 수박 당근 ,8,0
민영이는 1209.0개의 인형을 가지고 있고 은지는 2186.0개의 인형을 가지고 있습니다. 그들이 인형을 모두 합치면 총 몇개의 인형이 있습니까?,1209.0 + 2186.0,name0이는 number0개의 인형을 가지고 있고 name1는 number1개의 인형을 가지고 있습니다. 그들이 인형을 모두 합치면 총 몇개의 인형이 있습니까?,number0 + number1,1209.0 2186.0 ,민영 은지 ,3395,0
유정이가 책상에서 분수대까지 거리를 측정했을 때 30 피트가 나왔습니다. 4배를 더 간다면 몇 피트입니까?,30.0 * 4.0,name0이가 책상에서 분수대까지 거리를 측정했을 때 number0 피트가 나왔습니다. number1name1를 더 간다면 몇 피트입니까?,30.0 * 4.0,30 4 ,유정 배 배 ,120,0
