Question,Equation,Question2,Equation2,Numbers,Names,answer,comment
"6개의 과일 참외, 수박, 딸기, 배, 감, 체리 중에서 2가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?","math.comb( 6 , 2 )","number0개의 과일 참외, name0, 딸기, name1, name2, 체리 중에서 number1가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?","math.comb( number0 , number1 )",6 2 ,배 감 수박 배 ,15,0
"8개의 과일 수박, 바나나, 포도, 사과, 귤, 참외, 파인애플, 복숭아 중에서 3가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?","math.comb( 8 , 3 )","number0개의 과일 name0, 바나나, name1, name2, name3, 참외, 파인애플, 복숭아 중에서 number1가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?","math.comb( number0 , number1 )",8 3 ,사과 귤 포도 수박 ,56,0
"4개의 과일 바나나, 딸기, 참외, 사과 중에서 2가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?","math.comb( 4 , 2 )","number0개의 과일 바나나, 딸기, 참외, name0 중에서 number1가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?","math.comb( number0 , number1 )",4 2 ,사과 ,6,0
참외 10개를 서로 다른 여덟 마리의 오리에게 나누어 주려고 한다. 오리는 적어도 참외 1개는 받습니다. 참외를 나누어 주는 방법은 모두 몇 가지 입니까?,"math.comb( 10 - ( 8 * 1 ) + 8 - 1 , 10 - ( 8 * 1 ) )",참외 number0개를 서로 다른 number1 마리의 오리에게 나누어 주려고 한다. 오리는 적어도 참외 number2개는 받습니다. 참외를 나누어 주는 방법은 모두 몇 가지 입니까?,"math.comb( number0 - ( number1 * number2 ) + number1 - number2 , number0 - ( number1 * number2 ) )",10 8 1 ,,36,"1 (00 마리) , -1 상수"
포도 5개를 서로 다른 두 마리의 오리에게 나누어 주려고 한다. 오리는 적어도 포도 2개는 받습니다. 포도를 나누어 주는 방법은 모두 몇 가지 입니까?,"math.comb( 5 - ( 2 * 2 ) + 2 - 1 , 5 - ( 2 * 2 ) )",name0 number0개를 서로 다른 number1마리의 오리에게 나누어 주려고 한다. 오리는 적어도 name1 number2개는 받습니다. name2를 나누어 주는 방법은 모두 몇 가지 입니까?,"math.comb( number0 - ( number2 * number2 ) + number2 - 1 , number0 - ( number2 * number2 ) )",5 2 2 ,포도 ,2,"1 (00 마리) , -1 상수"
감 4개를 서로 다른 세 마리의 원숭이에게 나누어 주려고 한다. 원숭이는 적어도 감 1개는 받습니다. 감을 나누어 주는 방법은 모두 몇 가지 입니까?,"math.comb( 4 - ( 3 * 1 ) + 3 - 1 , 4 - ( 3 * 1 ) )",name0 number0개를 서로 다른 number1마리의 원숭이에게 나누어 주려고 한다. 원숭이는 적어도 name1 number2개는 받습니다. name2을 나누어 주는 방법은 모두 몇 가지 입니까?,"math.comb( number0 - ( number1 * number2 ) + number1 - number2 , number0 - ( number1 * number2 ) )",4 3 1 ,감 ,3,"1 (00 마리) , -1 상수"
사과 7개를 서로 다른 다섯 마리의 달팽이에게 나누어 주려고 한다. 달팽이는 적어도 사과 1개는 받습니다. 사과를 나누어 주는 방법은 모두 몇 가지 입니까?,"math.comb( 7 - ( 5 * 1 ) + 5 - 1 , 7 - ( 5 * 1 ) )",name0 number0개를 서로 다른 number1 마리의 달팽이에게 나누어 주려고 한다. 달팽이는 적어도 name1 number2개는 받습니다. name2를 나누어 주는 방법은 모두 몇 가지 입니까?,"math.comb( number0 - ( number1 * number2 ) + number1 - number2 , number0 - ( number1 * number2 ) )",7 5 1 ,사과 ,15,"1 (00 마리) , -1 상수"
"7개의 숫자 1, 2, 9, 0, 8, 6, 4를 한 번씩만 사용하여 일곱자리 수를 만들려고 합니다. 만들 수 있는 일곱자리 수는 모두 몇 개입니까?",math.factorial( 7 - 1 ) * ( 7 - 1 ),"number0개의 숫자 number1, number2, number3, number4, number5, number6, number7를 한 번씩만 사용하여 number8자리 수를 만들려고 합니다. 만들 수 있는 number9자리 수는 모두 몇 개입니까?",math.factorial( number9 - number1 ) * ( number9 - number1 ),7 1 2 9 0 8 6 4 7 7 ,,4320,1 (0이 포함된 배열과 그렇지 않은 배열 식차이)
"5개의 숫자 7, 3, 2, 5, 9를 한 번씩만 사용하여 다섯자리 수를 만들려고 합니다. 만들 수 있는 다섯자리 수는 모두 몇 개입니까?",math.factorial( 5 ),"number0개의 숫자 number1, number2, number3, number4, number5를 한 번씩만 사용하여 number6자리 수를 만들려고 합니다. 만들 수 있는 number7자리 수는 모두 몇 개입니까?",math.factorial( number7 ),5 7 3 2 5 9 5 5 ,,120,1 (0이 포함된 배열과 그렇지 않은 배열 식차이)
"6개의 숫자 3, 8, 9, 5, 0, 7를 한 번씩만 사용하여 여섯자리 수를 만들려고 합니다. 만들 수 있는 여섯자리 수는 모두 몇 개입니까?",math.factorial( 6 - 1 ) * ( 6 - 1 ),"number0개의 숫자 number1, number2, number3, number4, number5, number6를 한 번씩만 사용하여 number7자리 수를 만들려고 합니다. 만들 수 있는 number8자리 수는 모두 몇 개입니까?",math.factorial( number8 - 1 ) * ( number8 - 1 ),6 3 8 9 5 0 7 6 6 ,,600,1 (0이 포함된 배열과 그렇지 않은 배열 식차이)
"3개의 숫자 8, 6, 4를 한 번씩만 사용하여 세자리 수를 만들려고 합니다. 만들 수 있는 세자리 수는 모두 몇 개입니까?",math.factorial( 3 ),"number0개의 숫자 number1, number2, number3를 한 번씩만 사용하여 number4자리 수를 만들려고 합니다. 만들 수 있는 number5자리 수는 모두 몇 개입니까?",math.factorial( number5 ),3 8 6 4 3 3 ,,6,1 (0이 포함된 배열과 그렇지 않은 배열 식차이)
"3개의 수 220, 376, 507가 있습니다. 그 중에서 가장 큰 수와 가장 작은 수의 차는 얼마입니까?","max( 220 , 376 , 507 ) - min( 220 , 376 , 507 )","number0개의 수 number1, number2, number3가 있습니다. 그 중에서 가장 큰 수와 가장 작은 수의 차는 얼마입니까?","max( number1 , number2 , number3 ) - min( number1 , number2 , number3 )",3 220 376 507 ,,287,0
어떤 소수의 소수점을 왼쪽으로 두 자리 옮기면 원래보다 16.24만큼 작아집니다. 원래의 소수를 구하시오,16.24 / (1 - ( 10 ** ( ( -1 ) * 2 ) ) ),어떤 소수의 소수점을 왼쪽으로 number0자리 옮기면 원래보다 number1만큼 작아집니다. 원래의 소수를 구하시오,number1 / (1 - ( 10 ** ( ( -1 ) * number0 ) ) ),2 16.24 ,,16.40,1 (어려운 문제 -1 상수) 왼쪽/오른쪽 옮기는 방향 주의 + rounding 하면 답이 정확하지 않을 수 있음
어떤 소수의 소수점을 왼쪽으로 한 자리 옮기면 원래보다 0.59만큼 작아집니다. 원래의 소수를 구하시오,0.59 / ( 1 - ( 10 ** ( ( -1 ) * 1 ) ) ),어떤 소수의 소수점을 왼쪽으로 number0자리 옮기면 원래보다 number1만큼 작아집니다. 원래의 소수를 구하시오,number1 / ( number0 - ( 10 ** ( ( -1 ) * number0 ) ) ),1 0.59 ,,0.66,1 (어려운 문제 -1 상수)
어떤 소수의 소수점을 오른쪽으로 두 자리 옮기면 원래보다 10.28만큼 커집니다. 원래의 소수를 구하시오,10.28 / ( ( 10 ** 2 ) - 1 ),어떤 소수의 소수점을 오른쪽으로 number0자리 옮기면 원래보다 number1만큼 커집니다. 원래의 소수를 구하시오,number1 / ( ( 10 ** number0 ) - 1 ),2 10.28 ,,0.10,1 (어려운 문제 -1 상수)
어떤 소수의 소수점을 오른쪽으로 네 자리 옮기면 원래보다 77.09만큼 커집니다. 원래의 소수를 구하시오,77.09 / ( ( 10 ** 4 ) - 1 ),어떤 소수의 소수점을 오른쪽으로 number0자리 옮기면 원래보다 number1만큼 커집니다. 원래의 소수를 구하시오,number1 / ( ( 10 ** number0 ) - 1 ),4 77.09 ,,0.01,1 (어려운 문제 -1 상수)
"3개의 수 9, 4, 5로 나누어 떨어질 수 있는 세 자리 수는 모두 몇 개 있습니까?","sum( [ not ( sum( bool( j % i ) for i in [ 9 , 4 , 5 ] ) ) for j in range( 10 ** ( 3 - 1 ) , 10 ** 3 ) ] )","number0개의 수 number1, number2, number3로 나누어 떨어질 수 있는 number4자리 수는 모두 몇 개 있습니까?","sum( [ not ( sum( bool( j % i ) for i in [ number1 , number2 , number3 ] ) ) for j in range( 10 ** ( number4 - 1 ) , 10 ** number4 ) ] )",3 9 4 5 3 ,,5,1 (00 자리 수)
어떤 수에서 41을 빼야 하는데 잘못하여 27을 뺀 결과가 22이 나왔습니다. 바르게 계산한 결과를 구하시오.,22 + 27 - 41,어떤 수에서 number0을 빼야 하는데 잘못하여 number1을 뺀 결과가 number2이 나왔습니다. 바르게 계산한 결과를 구하시오.,number2 + number1 - number0,41 27 22 ,,8,빼야하는데 잘못뺌
어떤 수에서 30을 빼야 하는데 잘못하여 81을 더한 결과가 150이 나왔습니다. 바르게 계산한 결과를 구하시오.,150 - 81 - 30,어떤 수에서 number0을 빼야 하는데 잘못하여 number1을 더한 결과가 number2이 나왔습니다. 바르게 계산한 결과를 구하시오.,number2 - number1 - number0,30 81 150 ,,39,빼야하는데 잘못더함
어떤 수에서 49을 더해야 하는데 잘못하여 30을 뺀 결과가 40이 나왔습니다. 바르게 계산한 결과를 구하시오.,40 + 30 + 49,어떤 수에서 number0을 더해야 하는데 잘못하여 number1을 뺀 결과가 number2이 나왔습니다. 바르게 계산한 결과를 구하시오.,number2 + number1 + number0,49 30 40 ,,119,더해야하는데 뺌
어떤 수에서 32을 더해야 하는데 잘못하여 15을 더한 결과가 96이 나왔습니다. 바르게 계산한 결과를 구하시오.,96 - 15 + 32,어떤 수에서 number0을 더해야 하는데 잘못하여 number1을 더한 결과가 number2이 나왔습니다. 바르게 계산한 결과를 구하시오.,number2 - number1 + number0,32 15 96 ,,113,더해야하는데 잘못더함
"유정이는 네 자리 수와 세 자리 수의 뺄셈을 하려 합니다. 유정이는 네 자리 수의 백의 자리 숫자 9를 1으로 잘못 보았고, 세 자리 수의 백의 자리 숫자와 십의 자리 숫자를 바꾸어 869라고 잘못 보았습니다. 유정이가 구한 차는 3313 일 때, 바르게 계산한 결과를 구하시오.",4982 - 689,"name0이는 number0자리 수와 number1자리 수의 뺄셈을 하려 합니다. name1이는 number2자리 수의 number3자리 숫자 number4를 number5으로 잘못 보았고, number6자리 수의 number7자리 숫자와 number8자리 숫자를 바꾸어 number9라고 잘못 보았습니다. name2이가 구한 차는 number10 일 때, 바르게 계산한 결과를 구하시오.",4982 - 689,4 3 4 100 9 1 3 100 10 869 3313 ,유정 ,5671,1 (00 자리 수)
"남준이는 네 자리 수와 두 자리 수의 뺄셈을 하려 합니다. 남준이는 네 자리 수의 십의 자리 숫자 5를 0으로 잘못 보았고, 두 자리 수의 십의 자리 숫자와 일의 자리 숫자를 바꾸어 32라고 잘못 보았습니다. 남준이가 구한 차는 3874 일 때, 바르게 계산한 결과를 구하시오.",3956 - 23,"name0이는 number0자리 수와 number1자리 수의 뺄셈을 하려 합니다. name1이는 number2자리 수의 number3자리 숫자 number4를 number5으로 잘못 보았고, number6자리 수의 number7자리 숫자와 number8자리 숫자를 바꾸어 number9라고 잘못 보았습니다. name2이가 구한 차는 number10 일 때, 바르게 계산한 결과를 구하시오.",3956 - 23,4 2 4 10 5 0 2 10 1 32 3874 ,남준 ,3979,1 (00 자리 수)
"유정이는 세 자리 수와 두 자리 수의 뺄셈을 하려 합니다. 유정이는 세 자리 수의 십의 자리 숫자 1를 9으로 잘못 보았고, 두 자리 수의 십의 자리 숫자와 일의 자리 숫자를 바꾸어 61라고 잘못 보았습니다. 유정이가 구한 차는 732 일 때, 바르게 계산한 결과를 구하시오.",713 - 16,"name0이는 number0자리 수와 number1자리 수의 뺄셈을 하려 합니다. name1이는 number2자리 수의 number3자리 숫자 number4를 number5으로 잘못 보았고, number6자리 수의 number7자리 숫자와 number8자리 숫자를 바꾸어 number9라고 잘못 보았습니다. name2이가 구한 차는 number10 일 때, 바르게 계산한 결과를 구하시오.",713 - 16,3 2 3 10 1 9 2 10 1 61 732 ,유정 ,729,1 (00 자리 수)
어떤 수에서 9을 뺐더니 64가 되었습니다. 어떤 수에서 66를 빼면 얼마가 되는지 구하시오.,9 + 64 - 66,어떤 수에서 number0을 뺐더니 number1가 되었습니다. 어떤 수에서 number2를 빼면 얼마가 되는지 구하시오.,number0 + number1 - number2,9 64 66 ,,7,0
13에 어떤 수를 곱해야 할 것을 잘못하여 99에 어떤 수를 곱했더니 594이 되었습니다. 바르게 계산하면 얼마인지 구하시오.,594 / 99 * 13,number0에 어떤 수를 곱해야 할 것을 잘못하여 number1에 어떤 수를 곱했더니 number2이 되었습니다. 바르게 계산하면 얼마인지 구하시오.,number2 / number1 * number0,13 99 594 ,,78,0
남준이는 마트에서 오전에 산 김밥 225개와 오후에 산 김밥 240개를 봉지 5장에 똑같이 나누어 담으려고 합니다. 한 봉지에 김밥을 몇 개씩 담아야 하나요?,( 225 + 240 ) / 5,name0이는 마트에서 오전에 산 name1 number0개와 오후에 산 name2 number1개를 봉지 number2장에 똑같이 나누어 담으려고 합니다. 한 봉지에 name3을 몇 개씩 담아야 number3요?,( number0 + number1 ) / number2,225 240 5 1 ,남준 김밥 ,93,0
4명이 연필 3 타를 똑같이 나누어 가졌습니다. 한 명이 가진 연필은 몇 자루인가요?,( 3 * 12 ) / 4,number0명이 연필 number1 타를 똑같이 나누어 가졌습니다. number2명이 가진 연필은 몇 자루인가요?,( number1 * 12 ) / number0,4 3 1 ,,9,1 (타 = 12자루)
8명이 색연필 4 타를 똑같이 나누어 가졌습니다. 한 명이 가진 색연필은 몇 자루인가요?,( 4 * 12 ) / 8,number0명이 색연필 number1 타를 똑같이 나누어 가졌습니다. number2명이 가진 색연필은 몇 자루인가요?,( number1 * 12 ) / number0,8 4 1 ,,6,1 (타 = 12자루)
"5, 15, 45, 95, 165과 같은 규칙으로 수를 배열하고 있습니다. 10번째 수를 구하시오.","sum( [ 2 * i + 1 for i in range( 1 , 10 - 1 ) ] ) * ( 15 - 5 ) + 15","number0, number1, number2, number3, number4과 같은 규칙으로 수를 name0number5하고 있습니다. number6번째 수를 구하시오.","sum( [ 2 * i + 1 for i in range( 1 , number6 - 1 ) ] ) * ( number1 - number0 ) + number1",5 15 45 95 165 10 10 ,배 배 ,815,"1 (2*i다음에 나오는 +1, for range 10-1에서 -1 상수)"
"자연수 배열 35, 67, 99, 131 의 규칙에 따라 131 다음에 오는 수를 예측하시오.",131 + ( 67 - 35 ),"자연수 name0number0 number1, number2, number3, number4 의 규칙에 따라 number5 다음에 오는 수를 예측하시오.",number5 + ( number2 - number1 ),10 35 67 99 131 131 ,배 배 ,163,1 등차수열로 간주
태형이는 13일에 한 번 호박을 사러 마트에 간다고 한다. 토요일에 마트를 다녀왔다고 한다면 다음으로 마트에 갈 때는 무슨 요일인지 구하시오.,"[ '월요일' , '화요일' , '수요일' , '목요일' , '금요일' , '토요일' , '일요일' ] [ ( 13 + 5 ) % 7 ]",name0이는 number0일에 한 번 호박을 사러 마트에 간다고 한다. name1에 마트를 다녀왔다고 한다면 다음으로 마트에 갈 때는 name2슨 요일인지 구하시오.,"[ '월요일' , '화요일' , '수요일' , '목요일' , '금요일' , 'name1' , '일요일' ] [ ( number0 + 5 ) % 7 ]",13 ,태형 토요일 무 ,금요일,0
"민영, 은지, 유정, 석진에게 초록색 색종이 11장을 차례로 한 장씩 나누어준다고 할 때 마지막 색종이를 받는 사람은 누구인가?","[ '민영' , '은지' , '유정' , '석진' ] [ 11 % 4 - 1 ]","name0, name1, name2, name3에게 name4 색종이 number0장을 차례로 한 장씩 나누어준다고 할 때 마지막 색종이를 받는 사람은 누구인가?","[ 'name0' , 'name3' , 'name1' , 'name2' ] [ number0 % 4 - 1 ]",11 ,민영 유정 석진 은지 초록색 ,유정,1 (-1 상수)
"오토바이로 31km, 자전거로 48km를 번갈아 이용하여 총 415km의 거리를 이동하려고 한다. 목적지에 도착했을 때 탑승하고 있는 이동수단은 무엇인가?",'오토바이' if 31 >= 415 % ( 31 + 48 ) else '자전거',"name0로 number0km, name1로 number1km를 번갈아 이용하여 총 number2km의 거리를 이동하려고 한다. 목적지에 도착했을 때 탑승하고 있는 이동수단은 name2엇인가?",'name1' if number0 >= number2 % ( number0 + number1 ) else 'name2',31 48 415 ,무 오토바이 자전거 ,오토바이,0
"47, 27, 43, 12, 34, 37, 40, 38 와 같은 수열이 반복된다고 할 때 46번째 수는 무엇인가?","[ 47 , 27 , 43 , 12 , 34 , 37 , 40 , 38 ] [ 46 % 8 - 1 ]","number0, number1, number2, number3, number4, number5, number6, number7 와 같은 수number8이 반복된다고 할 때 number9번째 수는 name0엇인가?","[ number0 , number1 , number2 , number3 , number4 , number5 , number6 , number7 ] [ number9 % 8 - 1 ]",47 27 43 12 34 37 40 38 10 46 ,무 ,37,1 (-1 상수)
"남준이가 G화단에 백합 3송이, M화단에 할미꽃 49송이를 심었고 호석이가 G화단에 카네이션 3송이, M화단에 해바라기 4송이를 심었다. 어느 화단에 꽃이 더 많은가?",'G' if ( 3 + 3 ) > ( 49 + 4 ) else 'M',"name0이가 name1화단에 백합 number0송이, name2화단에 할미꽃 number1송이를 심었고 name3이가 name4화단에 카네이션 number2송이, name5화단에 해바라기 number3송이를 심었다. 어느 화단에 꽃이 더 많은가?",'name2' if ( number2 + number2 ) > ( number1 + number3 ) else 'name3',3 49 3 4 ,남준 호석 G M ,M,0
체육관에 배구공이 30개 야구공이 43개 테니스공이 29개 있습니다. 어떤 공이 가장 많습니까?,"'배구공' if max( 30 , 43 , 29 ) == 30 else '야구공' if max ( 30 , 43 , 29 ) == 43 else '테니스공'",name0관에 name1이 number0개 name2이 number1개 name3이 number2개 있습니다. 어떤 공이 가장 많습니까?,"'name0' if max( number0 , number1 , number2 ) == number0 else 'name2' if max ( number0 , number1 , number2 ) == number1 else 'name1'",30 43 29 ,배구공 테니스공 야구공 배 체육 배 ,야구공,0
개구리는 3m를 이동하였고 고라니는 25m를 이동하였다 어느 동물이 더 많이 이동하였는가?,'개구리' if 3 > 25 else '고라니',개구리는 number0m를 이동하였고 고라니는 number1m를 이동하였다 어느 동물이 더 많이 이동하였는가?,'개구리' if number0 > number1 else '고라니',3 25 ,,고라니,0
"3개의 수 84.57, 79.27, 87.94이 있습니다. 이 중 79.27보다 큰 수는 몇 개입니까?","3 - sorted( [ 84.57 , 79.27 , 87.94 ] ).index( 79.27 ) - 1","number0개의 수 number1, number2, number3이 있습니다. 이 중 number4보다 큰 수는 몇 개입니까?","number0 - sorted( [ number1 , number4 , number3 ] ).index( number4 ) - 1",3 84.57 79.27 87.94 79.27 ,,2,-1상수
"4개의 정수와 소수의 배열 83.28, 46, 24.77, 18이 있습니다. 이 배열에서 18보다 큰 수는 몇 개입니까?","4 - sorted( [ 83.28 , 46 , 24.77 , 18 ] ).index( 18 ) - 1","number0개의 정수와 소수의 name0number1 number2, number3, number4, number5이 있습니다. 이 name1number6에서 number7보다 큰 수는 몇 개입니까?","number0 - sorted( [ number2 , number3 , number4 , number7 ] ).index( number7 ) - 1",4 10 83.28 46 24.77 18 10 18 ,배 배 ,3,-1상수
"가장 큰 수의 기호를 써보세요 (가) = 9367807644, (나) = 353458423791, (다) = 12912755494","[ '(가)' , '(나)' , '(다)' ] [ [ 9367807644 , 353458423791 , 12912755494 ].index( max( [ 9367807644 , 353458423791 , 12912755494 ] ) ) ]","가장 큰 수의 기호를 써보세요 name0 = number0, name1 = number1, name2 = number2","[ '(name0)' , '(name1)' , '(name2)' ] [ [ number0 , number1 , number2 ].index( max( [ number0 , number1 , number2 ] ) ) ]",9367807644 353458423791 12912755494 ,(가) (나) (다) ,(나),0
"지진 피해를 입은 사람들을 돕기 위해 도서관은 2,984,230,022,452원을 박물관은 70,583,261,043,061원을 기부하였습니다. 도서관과 박물관 중 어느 곳이 더 많이 기부하였나요?",'도서관' if 2984230022452 > 70583261043061 else '박물관',"지진 피해를 입은 사람들을 돕기 위해 name0은 number0,number1,number2,number3,number4원을 name1은 number5,number6,number7,number8,number9원을 기부하였습니다. name2과 name3 중 어느 곳이 더 많이 기부하였나요?",'name0' if 2984230022452 > 70583261043061 else 'name1',2 984 230 022 452 70 583 261 043 061 ,도서관 박물관 ,박물관,0
"나머지가 가장 큰 것을 찾아 기호를 써보세요 (가) = 514 / 74, (나) = 401 / 44, (다) = 538 / 21, (라) = 996 / 38","[ '(가)' , '(나)' , '(다)' , '(라)' ] [ [ 514 % 74 , 401 % 44 , 538 % 21 , 996 % 38 ].index( max( [514%74 , 401%44 , 538%21 , 996%38 ] ) ) ]","나머지가 가장 큰 것을 찾아 기호를 써보세요 name0 = number0 / number1, name1 = number2 / number3, name2 = number4 / number5, name3 = number6 / number7","[ '(name0)' , '(name1)' , '(name2)' , '(name3)' ] [ [ number0 % number1 , number2 % number3 , number4 % number5 , number6 % number7 ].index( max( [514%74 , 401%44 , 538%21 , 996%38 ] ) ) ]",514 74 401 44 538 21 996 38 ,(가) (나) (다) (라) ,(가),0
정국이는 479쪽인 소설책을 모두 읽으려고 합니다. 하루에 20쪽씩 읽으면 다 읽는데 모두 며칠이 걸리는지 구해 보세요.,479 // 20 + 1,name0이는 number0쪽인 소설책을 모두 읽으려고 합니다. 하루에 number1쪽씩 읽으면 다 읽는데 모두 며칠이 걸리는지 구해 보세요.,number0 // number1 + 1,479 20 ,정국 ,24,1 (+1 상수)
토마토 836개를 한 상자에 97개씩 담으려고 합니다. 토마토를 모두 담으려면 상자는 적어도 몇 개 필요한가요?,836 // 97 + 1,name0 number0개를 한 상자에 number1개씩 담으려고 합니다. name1를 모두 담으려면 상자는 적어도 몇 개 필요한가요?,number0 // number1 + 1,836 97 ,토마토 ,9,1 (+1 상수)
유졍이는 293/69 의 몫을 2라고 어림하였습니다. 실제로 계산했을 때의 몫과 유정이가 어림한 몫의 차는 얼마인지 구해보세요.,math.floor( 293/69 ) - 2,유졍이는 number0 의 몫을 number1라고 어림하였습니다. 실제로 계산했을 때의 몫과 name0이가 어림한 몫의 차는 얼마인지 구해보세요.,math.floor( number0 ) - number1,293/69 2 ,유정 ,2,0
"몫이 더 큰 것의 기호를 써보세요 (가) = 798 / 14, (나) = 448 / 28",'(가)' if 798 // 14 > 448 // 28 else '(나)',"몫이 더 큰 것의 기호를 써보세요 name0 = number0 / number1, name1 = number2 / number3",'(name0)' if number0 // number1 > number2 // number3 else '(name1)',798 14 448 28 ,(가) (나) ,(가),0
A/39 의 몫은 3이고 나머지는 B라 할 때 A에 들어갈 수 있는 수 중에서 가장 큰 수를 구하시오,39 * 3 + 38,name0/number0 의 몫은 number1이고 나머지는 name1라 할 때 name2에 들어갈 수 있는 수 중에서 가장 큰 수를 구하시오,number0 * number1 + 38,39 3 ,A B ,155,0
"배열 2, 12, 72, 432, 2592, X, 93312에서 규칙을 찾아 X에 알맞은 수를 구해보세요.",2592 * ( 12 / 2 ),"name0number0 number1, number2, number3, number4, number5, name1, number6에서 규칙을 찾아 name2에 알맞은 수를 구해보세요.",number5 * ( number2 / number1 ),10 2 12 72 432 2592 93312 ,X 배 배 ,15552,0
