Question,Equation,Question2,Equation2,Numbers,Names,answer,comment
합이 6이고 차가 4인 두 수가 있습니다. 두 수 중에서 더 작은 수를 구하세요,( 6 - 4 ) / 2,합이 number0이고 차가 number1인 number2수가 있습니다. number3수 중에서 더 작은 수를 구하세요,( number0 - number1 ) / number3,6 4 2 2,,1,0
합이 6이고 차가 4인 두 수가 있을 때 더 큰 수를 구하세요,( 6 + 4 ) / 2,합이 number0이고 차가 number1인 number2 수가 있을 때 더 큰 수를 구하세요,( number0 + number1 ) / number2,6 4 2,,5,0
합이 6인 두 수가 있고 그 중 큰 수는 5입니다. 두 수의 차는 얼마인가요?,2 * 5 - 6,합이 number0인 number1 수가 있고 그 중 큰 수는 number2입니다. number3 수의 차는 얼마인가요?,number 1 * number2 - number0,6 2 5 2,,4,0
차가 4이고 합이 6인 두 수가 있습니다. 두 수 중에서 더 큰 수를 구하세요,( 6 + 4 ) / 2,차가 number0이고 합이 number1인 number2 수가 있습니다. number3 수 중에서 더 큰 수를 구하세요,( number1 + number0 ) / number3,4 6 2 2,,5,0
합이 7이고 차가 1인 두 수가 있습니다. 두 수 중에서 더 작은 수를 구하세요,( 7 - 1 ) / 2,합이 number0이고 차가 number1인 number2수가 있습니다. number3수 중에서 더 작은 수를 구하세요,( number0 - number1 ) / number3,"7 1 2 2 ",,3,0
합이 7이고 차가 1인 두 수가 있습니다. 두 수 중에서 더 큰 수를 구하세요,( 7 + 1 ) / 2,합이 number0이고 차가 number1인 number2 수가 있습니다. number3 수 중에서 더 큰 수를 구하세요,( number0 + number1 ) / number3,7 1 2 2,,4,0
합이 7이고 차가 1인 두 수가 있을 때 더 작은 수를 구하세요,( 7 - 1 ) / 2,합이 number0이고 차가 nubmer1인 number2 수 가 있을 때 더 작은 수를 구하세요,( number0 - number1 ) / number2,7 1 2,,3,0
차가 1인 두 수가 있고 그 중 작은 수는 3입니다. 두 수의 합은 얼마인가요?,2 * 3 + 1,차가 number0인 number1 수가 있고 그 중 작은 수는 nubmer2입니다. number3 수 의 합은 얼마인가요?,number1 * number2 + number0,1 2 3 2,,7,0
차가 1이고 합이 7인 두 수가 있습니다. 두 수 중에서 더 작은 수를 구하세요,( 7 - 1 ) / 2,차가 number0이고 합이 number1인 number2 수가 있습니다. number3 수 중에서 더 작은 수를 구하세요,( number1 - number0 ) / number3,1 7 2 2,,3,0
합이 9이고 차가 3인 두 수가 있습니다. 두 수 중에서 더 큰 수보다 1 큰 수를 구하세요,( 9 + 3 ) / 2 + 1,합이 number0이고 차가 number1인 number2 수가 있습니다. number3 수 중에서 더 큰 수보다 number4 큰 수를 구하세요,( number0 + number1 ) / number3 + number4,9 3 2 2 1,,7,"생각, 2는 두수"
합이 9이고 차가 3인 두 수가 있습니다. 두 수 중에서 더 큰 수보다 1 작은 수를 구하세요,( 9 + 3 ) / 2 - 1,합이 number0이고 차가 number1인 number2 수가 있습니다. number3 수 중에서 더 큰 수보다 number4 작은 수를 구하세요,( number0 + number1 ) / number2 - number4,9 3 2 2 1,,5,0
합이 9이고 차가 3인 두 수가 있습니다. 두 수 중에서 더 작은 수보다 1 큰 수를 구하세요,( 9 - 3 ) / 2 + 1,합이 number0이고 차가 number1인 number2 수가 있습니다. number3 수 중에서 더 작은 수보다 number4 큰 수를 구하세요.,( number0 - number1 ) / number3 + number4,9 3 2 2 1,,4,0
차가 3이고 합이 9인 두 수가 있습니다. 두 수 중에서 더 큰 수 보다 1 큰 수를 구하세요.,( 3 + 9 ) / 2 + 1,차가 number0이고 합이 number1인 number2 수 가 있습니다. number3 수 중에서 더 큰 수보다 number4 큰 수를 구하세요.,( number0 + number1 ) / number2 + number4,3 9 2 2 1,,7,0
합이 9인 두 수가 있고 이 중 더 큰 수보다 1 큰 수는 7입니다. 두 수의 차는 얼마일까요?,2 * ( 7 - 1 ) - 9,합이 number0인 number1 수가 있고 이 중 더 큰 수보다 number2 큰 수는 number3입니다. number4 수의 차는 얼마일까요?,number1 * ( number3 - number2 ) - number0,9 2 1 7 2,,3,0
"석진이네 모둠은 남자 어린이가 6명, 여자 어린이가 3명입니다. 석진이네 모둠 어린이는 모두 몇 명일까요?",6 + 3,"name0이네 모둠은 남자 어린이가 number0명, 여자 어린이가 number1명입니다. name1이네 모둠 어린이는 모두 몇 명일까요?",number0 + number1,"6 3 ","석진 ",9,0
석진이네 모둠은 총 9명이고 이 중 남자 어린이가 6명입니다. 석진이네 모둠의 여자 어린이는 몇 명일까요?,9 - 6,name0이네 모둠은 총 number0명이고 이 중 남자 어린이가 number1명입니다. name0이네 모둠의 여자 어린이는 몇 명일까요?,number0 - number1,9 6,석진,3,0
"석진이네 모둠은 여자 어린이가 3명, 남자 어린이가 6명입니다. 석진이네 모둠 어린이는 모두 몇 명일까요?",3 + 6,"name0이네 모둠은 여자 어린이가 number0명, 남자 어린이가 number1명입니다. name0이네 모둠 어린이는 모두 몇 명일까요?",number0 + number1,3 6,석진,9,0
"석진이네 모둠은 남자 어린이가 6명, 여자 어린이가 3명입니다. 여자 어린이가 4명 더 왔다면, 석진이네 모둠의 어린이는 모두 몇 명일까요?",6 + 3 + 4,"name0이네 모둠은 남자 어린이가 number0, 여자 어린이가 number1명입니다. 여자 어린이가 number2명 더 왔다면, name0이네 모둠의 어린이는 모두 몇 명일까요?",number0 + number1 + number2,6 3 4,석진,13,0
"석진이네 모둠은 남자 어린이가 6명, 여자 어린이가 3명이라고 하면 석진이네 모둠은 총 몇 명인가요?",6 + 3,"name0이네 모둠은 남자 어린이가 number0명, 여자 어린이가 number1명이라고 하면 name0이네 모둠은 총 몇 명인가요?",number0 + number1,6 3,석진,9,0
태형이는 구슬 4개를 가지고 있었습니다. 누나에게 2개를 주고 친구에게 6개를 선물로 받았습니다. 지금 태형이가 가지고 있는 구슬은 몇 개일까요?,4 - 2 + 6,name0이는 구슬 number0개를 가지고 있었습니다. 누나에게 number1개를 주고 친구에게 number2개를 선물로 받았습니다. 지금 name1이가 가지고 있는 구슬은 몇 개일까요?,number0 - number1 + number2,"4 2 6 ","태형 ",8,0
태형이는 구슬 4개를 가지고 있었습니다. 친구에게 6개를 선물로 받고 누나에게 2개를 주었습니다. 지금 태형이가 가지고 있는 구슬은 몇 개일까요?,4 + 6 - 2,name0이는 구슬 number0개를 가지고 있었습니다. 친구에게 number1개를 선물로 받고 누나에게 number2개를 주었씁니다. 지금 name0이가 가지고 있는 구슬은 몇 개일까요?,number0 + number1 - number2,4 6 2,태형,8,0
"태형이는 현재 구슬 8개를 가지고 있습니다. 어제 친구에게 6개를 선물로 받았었고 누나에게 2개를 주었었다면, 그 전에 태형이가 가지고 있던 구슬은 몇 개일까요?",8 - 6 + 2,"name0이는 현재 구슬 number0개를 가지고 있습니다. 어제 친구에게 number1개를 선물로 받았었고 누나에게 number2개를 주었었다면, 그 전에 name0이가 가지고 있던 구슬은 몇 개일까요?",number0 - number1 + number2,8 6 2,태형,4,0
"태형이는 구슬 4개를 가지고 있었습니다. 누나에게 2개를 주고 친구에게 6개를 선물로 받았습니다. 친구는 구슬을 10개 가지고 있다면, 지금 태형이가 가지고 있는 구슬은 몇 개일까요?",4 - 2 + 6,"name0이는 구슬 number0개를 가지고 있었습니다. 누나에게 number1개를 주고 친구에게 number2개를 선물로 받았습니다. 친구는 구슬을 number3개 가지고 있다면, 지금 name0이가 가지고 있는 구슬은 몇 개일까요?",number0 - number1 + number2,4 2 6 10,태형,8,0
"태형이는 가지고 있던 구슬 4개 중 누나에게 2개를 주고 친구에게 6개를 선물로 받았다면, 지금 태형이가 가지고 있는 구슬은 몇 개 일까요?",4 - 2 + 6,"name0이는 가지고 있던 구슬 number0개 중 누나에게 number1개를 주고 친구에게 number2개를 선물로 받았다면, 지금 name0이가 가지고 있는 구슬은 몇 개 일까요?",number0 - number1 + number2,4 2 6,태형,8,0
남준이는 색종이를 9장 가지고 있었습니다. 그중에서 5장을 형에게 주었습니다. 남준이에게 남은 색종이는 몇 장일까요?,9 - 5,name0이는 색종이를 number0장 가지고 있었습니다. 그중에서 number1장을 형에게 주었습니다. name1이에게 남은 색종이는 몇 장일까요?,number0 - number1,9 5,남준,4,0
"남준이는 색종이를 9장을 가지고 있었습니다. 형에게 색종이 몇 장을 주어 현재 4개가 남았다면, 형에게 색종이 몇 장을 주었을까요?",9 - 4,"name0이는 색종이를 number0장을 가지고 있었습니다. 형에게 색종이 몇 장을 주어 현재 number1개가 남았다면, 형에게 색종이 몇 장을 주었을까요?",number0 - number1,9 4,남준,5,0
남준이는 가지고 있던 색종이 9장 중 5장을 형에게 주었씁니다. 남준이에게 남은 색종이는 몇 장일까요?,9 - 5,name0이는 가지고 있던 색종이 number0장 중 number1장을 형에게 주었씁니다. name0이에게 남은 색종이는 몇 장일까요?,number0 - number1,9 5,남준,4,0
"남준이는 색종이를 9장 가지고 있었습니다. 형에게 2장을 주고 누나에게 5장을 받았다면, 남준이에게 남은 색종이는 몇 장일까요?",9 - 2 + 5,"name0이는 색종이를 number0장 가지고 있었습니다. 형에게 number1장을 주고 누나에게 number2장을 받았다면, name0이에게 남은 색종이는 몇 장일까요?",number0 - number1 + number2,9 2 5,남준,12,0
"남준이는 색종이 5장을 형에게 주었습니다. 현재 남준이에게 색종이 4장이 남았다면, 남준이가 원래 가진 색종이는 몇 장이었나요?",5 + 4,"name0이는 색종이 number0장을 형에게 주었습니다. 현재 name0이에게 색종이 number1장이 남았다면, name0이가 원래 가진 색종이는 몇 장이었나요?",number0 + number1,5 4,남준,9,0
합이 8이고 차가 2인 두 수가 있습니다. 두 수 중에서 더 작은 수를 구하세요,( 8 - 2 ) / 2,합이 number0이고 차가 number1인 number2수가 있습니다. number3수 중에서 더 작은 수를 구하세요,( number0 - number3 ) / number3,"8 2 2 2 ",,3,0
합이 8이고 차가 2인 두 수가 있습니다. 두 수 중에서 더 큰 수를 구하세요.,( 8 + 2 ) / 2,합이 number0이고 차가 number1인 number2 수가 있습니다. number3 수 중에서 더 큰 수를 구하세요.,( number0 + number1 ) / number3,8 2 2 2,,5,0
차가 2이고 합이 8인 두 수가 있습니다. 두 수 중에서 더 작은 수를 구하세요.,( 8 - 2 ) / 2,차가 number0이고 합이 number1인 number2 수가 있습니다. number3 수 중에서 더 작은 수를 구하세요.,( number1 - number0 ) / number3,2 8 2 2,,3,0
합이 8인 두 수 중 더 작은 수는 3입니다. 두 수의 차를 구하세요.,8 - 2 * 3,합이 number0인 number1 수 중 더 작은 수는 number2입니다. number3 수 의 차를 구하세요.,number0 - number1 * number2,8 2 3 2,,2,0
차가 2인 두 수 중 더 큰 수는 5입니다. 두 수의 합을 구하세요.,5 - 2 + 5,차가 number0인 number1 수 중 더 큰 수는 number2입니다. number3 수의 합을 구하세요.,number2 - number0 + number2,2 2 5 2,,8,0
"귤을 정국이는 2개 먹었고, 삼촌은 정국이보다 5개 더 많이 먹었습니다. 삼촌이 먹은 귤은 몇 개인가요?",2 + 5,"귤을 name0이는 number0개 먹었고, 삼촌은 name0이보다 number1개 더 많이 먹었습니다. 삼촌이 먹은 귤은 몇 개인가요?",number0 + number1,2 5,정국,7,0
"귤을 정국이는 2개 먹었고, 삼촌은 정국이보다 5개 더 많이 먹었습니다. 삼촌과 정국이가 먹은 귤은 몇 개인가요?",2 + 2 + 5,"귤을 name0이는 number0개 먹었고, 삼촌은 name0이보다 number1개 더 많이 먹었습니다. 삼촌과 name0이가 먹은 귤은 몇 개인가요?",number0 + number0 + number1,2 5,정국,9,0
"귤을 정국이는 8개 먹었고, 삼촌은 정국이보다 5개 더 적게 먹었습니다. 삼촌이 먹은 귤은 몇 개인가요?",8 - 5,"귤을 name0이는 number0개 먹었고, 삼촌은 name0이보다 number1개 더 적게 먹었습니다. 삼촌이 먹은 귤은 몇 개인가요?",number0 - number1,8 5,정국,3,0
"귤 12개 중 정국이는 2개 먹었고, 삼촌은 정국이보다 5개 더 많이 먹었습니다. 남은 귤은 몇 개인가요?",12 - 2 - ( 2 + 5 ),"귤 number0개 중 name0이는 number1개 먹었고, 삼촌은 name0이보다 number2개 더 많이 먹었습니다. 남은 귤은 몇 개인가요?",number0 - number1 - ( number1 + number2 ),12 2 5,정국,3,0
"귤을 정국이는 2개 먹었습니다. 삼촌은 정국이보다 5개 더 많이 먹었다면, 삼촌이 먹은 귤은 몇 개 인가요?",2 + 5,"귤을 name0이는 number0개 먹었습니다. 삼촌은 name0이보다 number1개 더 많이 먹었다면, 삼촌이 먹은 귤은 몇 개 인가요?",number0 + number1,2 5,정국,7,0
"석진이는 유나보다 더 무겁고, 남준이보다 더 가볍습니다. 석진, 유나, 남준이 중에서 가장 무거운 사람의 이름을 써 보세요.",'남준',"name0이는 name1보다 더 무겁고, name2이보다 더 가볍습니다. name0, name1, name2이 중에서 가장 무거운 사람의 이름을 써 보세요.",'name2',,석진 유나 남준,남준,1
"석진이는 유나보다 더 무겁고, 남준이보다 더 가볍습니다. 석진, 유나, 남준이 중에서 가장 가벼운 사람의 이름을 써 보세요.",'유나',"name0이는 name1보다 더 무겁고, name2이보다 더 가볍습니다. name0, name1, name2이 중에서 가장 가벼운 사람의 이름을 써 보세요.",'name1',,석진 유나 남준,유나,1
"석진이는 유나보다 더 무겁고, 유나는 남준이보다 더 무겁습니다. 석진, 유나, 남준이 중에서 가장 무거운 사람의 이름을 써 보세요.",'석진',"name0이는 name1보다 더 무겁고, name1는 name2이보다 더 무겁습니다. name0, name1, name2이 중에서 가장 무거운 사람의 이름을 써 보세요.",'name0',,석진 유나 남준,석진,0
"석진이는 남준이보다 더 가볍고 유나보다 더 무겁습니다. 석진, 유나, 남준이 중에서 가장 무거운 사람은?",'남준',"name0이는 name1이보다 더 가볍고 name2보다 더 무겁습니다. name0, name2, name1이 중에서 가장 무거운 사람은?",'name1',,석진 남준 유나,남준,0
"석진이는 유나보다 더 무겁고, 유나는 남준이보다 더 무겁습니다. 석진, 유나, 남준이 중에서 가장 가벼운 사람의 이름을 써 보세요.",'남준',"name이는 name1보다 더 무겁고, name1는 name2이보다 더 무겁습니다. name0, name1, name2이 중에서 가장 가벼운 사람의 이름을 써 보세요.",'name2',,석진 유나 남준,남준,0
민영이는 초콜릿 17개를 친구와 나누어 가지려고 합니다. 민영이가 친구보다 초콜릿을 1개 더 적게 가지려면 몇 개를 가져야 할까요?,( 17 - 1 ) // 2,name0이는 초콜릿 number0개를 친구와 나누어 가지려고 합니다. name1이가 친구보다 초콜릿을 number1개 더 적게 가지려면 몇 개를 가져야 할까요?,( number0 - number1 ) // 2,17 1,민영,8,0
민영이는 초콜릿 17개를 친구와 나누어 가지려고 합니다. 민영이가 친구보다 초콜릿을 1개 더 많이 가지려면 몇 개를 가져야 할까요?,( 17 - 1 ) // 2 + 1,name0이는 초콜릿 number0개를 친구와 나누어 가지려고 합니다. namem0이가 친구보다 초콜릿을 number1개 더 많이 가지려면 몇 개를 가져야 할까요?,( number0 - number1 )// 2 + number1,17 1,민영,9,0
민영이와 친구는 초콜릿 17개를 가지고 있습니다. 민영이가 친구보다 초콜릿을 1개 더 적게 가지도록 초콜릿을 나누었다면 민영이는 몇 개를 가져야 할까요?,( 17 - 1 ) // 2,name0이와 친구는 초콜릿 number0개를 가지고 있습니다. name0이가 친구보다 초콜릿을 number1개 더 적게 가지도록 초콜릿을 나누었다면 name0이는 몇 개를 가져야 할까요?,( number0 - number1 ) // 2,17 1,민영,8,0
민영이는 친구와 초콜릿 17개를 나누어 가지려고 합니다. 민영이가 초콜릿을 친구보다 1개 더 적게 가지려면 몇 개를 가져야 할까요?,( 17 - 1 ) // 2,name0이는 친구와 초콜릿 name0개를 나누어서 가지려고 합니다. name0이가 초콜릿을 친구보다 number1개 더 적게 가지려면 몇 개를 가져야 할까요?,( number0 - number1 ) // 2,17 1,민영,8,0
민영이는 초콜릿 17개를 친구와 나누어 가지려고 합니다. 민영이가 친구보다 초콬릿 1개를 더 적게 가진다면 친구는 몇 개를 가져야 할까요?,( 17 - 1 ) // 2 + 1,name0이는 초콜릿 number0개를 친구와 나누어 가지려고 합니다. name0이가 친구보다 초콜릿 number1개를 더 적게 가진다면 친구는 몇 개를 가져야 할까요?,( number0 - number1 ) // 2 + number1,17 1,민영,9,0
호석이는 구슬 13개를 동생과 나누어 가지려고 합니다. 호석이가 동생보다 구슬을 1개 더 많이 가지려면 몇 개를 가져야 할까요?,( 13 - 1 ) // 2 + 1,name0이는 구슬 number0개를 동생과 나누어 가지려고 합니다. name0이가 동생보다 구슬을 number1개 더 많이 가지려면 몇 개를 가져야 할까요?,( number0 - number1 ) // 2 + number1,13 1,호석,7,0
호석이는 구슬 13개를 동생과 나누어 가지려고 합니다. 호석이가 동생보다 구슬을 1개 더 적게 가지려면 몇 개를 가져야 할까요?,( 13 - 1 ) // 2,name0이는 구슬 number0개를 동생과 나누어 가지려고 합니다. name0이가 동생보다 구슬을 number1개 더 많이 가지려면 몇 개를 가져야 할까요?,( number0 - number1 ) // 2,13 1,호석,6,0
호석이는 동생과 구슬 13개를 나누어 가지려고 합니다. 호석이가 구슬을 동생보다 1개 더 많이 가지려면 몇 개를 가져야 할까요?,( 13 - 1 ) // 2 + 1,name0이는 동생과 구슬 number0개를 나누어 가지려고 합니다. name0이가 동생보다 구슬을 number1개 더 많이 가지려면 몇 개를 가져야 할까요?,( number0 - number1 ) // 2 + number1,13 1,호석,7,0
호석이는 구슬 13개를 동생과 나누어 가지려고 합니다. 누나는 구슬을 7개 가지고 있습니다. 호석이가 동생보다 구슬을 1개 더 많이 가지려면 몇 개를 가져야 할까요?,( 13 - 1 ) // 2 + 1,name0이는 구슬 number0개를 동생과 나누어 가지려고 합니다. 누나는 구슬을 number1개 가지고 있습니다. name0이가 동생보다 구슬을 number2개 더 많이 가지려면 몇 개를 가져야 할까요?,( number0 - number2 ) // 2 + number2,13 7 1,호석,7,0
호석이는 구슬 13개를 동생과 나누어 가지려고 합니다. 호석이가 동생보다 구슬을 1개 더 많이 가진다면 동생은 몇 개를 가져야 할까요?,( 13 - 1 ) // 2,name0이는 구슬 number0개를 동생과 나누어 가지려고 합니다. name0이가 동생보다 구슬을 number1개 더 많이 가진다면 동생은 몇 개를 가져야 할까요?,( number0 - number1 ) // 2,13 1,호석,6,0
"위인전을 석진이는 27쪽 읽고, 정국이는 35쪽을 읽었습니다. 위인전을 더 많이 읽은 사람은 누구일까요?",'석진' if 27 > 35 else '정국',"위인전을 name0이는 number0쪽 읽고, name1이는 number1쪽을 읽었습니다. 위인전을 더 많이 읽은 사람은 누구일까요?",'name0' if number0 > number1 else 'name1',27 35,석진 정국,정국,0
"위인전을 석진이는 27쪽 읽고, 정국이는 35쪽을 읽었습니다. 석진이와 정국이가 읽은 쪽 수의 차는 얼마인가요?",abs( 27 - 35 ),"위인전을 name0이는 number0쪽 읽고, name1이는 number1쪽을 읽었습니다. name0이와 name1이가 읽은 쪽 수의 차는 얼마인가요?",abs( number0 - number1 ),27 35,석진 정국,8,0
"위인전을 석진이는 27쪽 읽고, 정국이는 35쪽을 읽었습니다. 위인전을 더 적게 읽은 사람은 누구일까요?",'석진' if 27 < 35 else '정국',"위인전을 name0이는 number0쪽 읽고, name1이는 number1쪽을 읽었습니다. 위인전을 더 많이 읽은 사람은 누구일까요?",'name0' if number0 < number1 else 'name1',27 35,석진 정국,석진,0
"위인전을 석진이는 27쪽 읽고, 정국이는 35쪽을 읽었습니다. 위인전은 총 80쪽이라면 위인전을 더 많이 읽은 사람은 누구일까요?",'석진' if 27 > 35 else '정국',"위인전을 name0이는 number0쪽 읽고, name1이는 number1쪽을 읽었습니다. 위인전은 총 number2쪽이라면 위인전을 더 많이 읽은 사람은 누구일까요?",'name0' if number0 > number1 else 'name1',27 35 80,석진 정국,정국,0
