Question,Equation,answer
남준이는 한 봉지에 딸기 20개와 사과 4개를 담아 친구 3명에게 한 봉지씩 나누어 주었습니다. 남준이가 친구 3명에게 나누어 준 과일은 모두 몇 개인가?,( 20 + 4 ) * 3,72
윤기는 한 봉지에 배 5개와 키위 10개를 담아 친구 9명에게 한 봉지씩 나누어 주었습니다. 윤기가 친구 9명에게 나누어 준 과일은 모두 몇 개인가?,( 5 + 10 ) * 9,135
석진이는 한 봉지에 수박 1개와 체리 6개를 담아 친구 2명에게 한 봉지씩 나누어 주었습니다. 석진이가 친구 2명에게 나누어 준 과일은 모두 몇 개인가?,( 1 + 6 ) * 2,14
은지는 한 봉지에 귤 2개와 오렌지 3개를 담아 친구 10명에게 한 봉지씩 나누어 주었습니다. 은지가 친구 10명에게 나누어 준 과일은 모두 몇 개인가?,( 2 + 3 ) * 10,50
연필의 길이는 15cm보다 6mm 더 깁니다. 연필의 길이는 몇 mm인가?,( 15 * 10 ) + 6,156
지우개의 길이는 3cm보다 9mm 더 깁니다. 지우개의 길이는 몇 mm인가?,( 3 * 10 ) + 9,39
필통의 길이는 10cm보다 2mm 더 깁니다. 필통의 길이는 몇 mm인가?,( 10 * 10 ) + 2,102
볼펜의 길이는 17cm보다 5mm 더 깁니다. 볼펜의 길이는 몇 mm인가?,( 17 * 10 ) + 5,175
형광펜의 길이는 12cm보다 3mm 더 깁니다. 형광펜의 길이는 몇 mm인가?,( 12 * 10 ) + 3,123
은지네 집에서 학교까지의 거리는 1km보다 200m 더 멉니다. 은지네 집에서 학교까지의 거리는 몇 m입니까?,( 1 * 1000 ) + 200,1200
남준이네 집에서 도서관까지의 거리는 2km보다 300m 더 멉니다. 남준이네 집에서 도서관까지의 거리는 몇 m입니까?,( 2 * 1000 ) + 300,2300
호석이네 집에서 소방서까지의 거리는 4km보다 100m 더 멉니다. 호석이네 집에서 소방서까지의 거리는 몇 m입니까?,( 4 * 1000 ) + 100,4100
태형이네 집에서 경찰서까지의 거리는 3km보다 500m 더 멉니다. 태형이네 집에서 경찰서까지의 거리는 몇 m입니까?,( 3 * 1000 ) + 500,3500
민영이네 집에서 마트까지의 거리는 5km보다 600m 더 멉니다. 민영이네 집에서 마트까지의 거리는 몇 m입니까?,( 5 * 1000 ) + 600,5600
영화가 2시간 10분 동안 상영되었습니다. 이 영화는 몇 분짜리 영화입니까?,( 2 * 60 ) + 10,130
영화가 1시간 10분 동안 상영되었습니다. 이 영화는 몇 분짜리 영화입니까?,( 1 * 60 ) + 10,70
영화가 2시간 40분 동안 상영되었습니다. 이 영화는 몇 분짜리 영화입니까?,( 2 * 60 ) + 40,160
영화가 3시간 50분 동안 상영되었습니다. 이 영화는 몇 분짜리 영화입니까?,( 3 * 60 ) + 50,230
영화가 1시간 30분 동안 상영되었습니다. 이 영화는 몇 분짜리 영화입니까?,( 1 * 60 ) + 30,90
윤기는 8시 45분에 집에서 출발하여 10시 10분에 계곡에 도착했습니다. 윤기가 집에서 계곡까지 가는데 몇 분이 걸렸습니까?,( ( 10 * 60 ) + 10 ) - ( ( 8 * 60 ) + 45 ),85
민영이는 9시 20분에 집에서 출발하여 11시에 도서관에 도착했습니다. 민영이가 집에서 도서관까지 가는데 몇 분이 걸렸습니까?,( 11 * 60 ) - ( ( 9 * 60 ) + 20 ),100
호석이는 2시 10분에 학교에서 출발하여 3시 10분에 집에 도착했습니다. 호석이가 학교에서 집까지 가는데 몇 분이 걸렸습니까?,( ( 3 * 60 ) + 10 ) - ( ( 2 * 60 ) + 10 ),60
은지는 4시에 도서관에서 출발하여 5시에 학교에 도착했습니다. 은지가 도서관에서 학교까지 가는데 몇 분이 걸렸습니까?,( 5 * 60 ) - ( 4 * 60 ),60
태형이는 11시 20분에 집에서 출발하여 11시 30분에 문구점에 도착했습니다. 태형이가 집에서 문구점까지 가는데 몇 분이 걸렸습니까?,( ( 11 * 60 ) + 30 ) - ( ( 11 * 60 ) + 20 ),10
"호석이가 집에서 해수욕장까지 가는 데 기차를 1시간 40분 동안 타고, 버스를 1시간 30분 동안 탔습니다. 호석이가 해수욕장까지 가는 데 기차와 버스를 탄 시간은 모두 몇 분입니까?",( 1 * 60 ) + 40 + ( 1 * 60 ) + 30,190
"호석이가 해수욕장으로 가는데 집에서 버스를 1시간 30분 동안 탔고, 기차를 1시간 40분 동안 탔을 때 총 걸린 시간은 얼마입니까?",( 1 * 60 ) + 40 + ( 1 * 60 ) + 30,190
"민영이가 여행을 가는데 학교에서 버스를 타고 1시간 40분을 탔고, 비행기를 1시간 30분 탔을 때 여행을 가는 데 걸린 시간은 얼마입니까?",( 1 * 60 ) + 40 + ( 1 * 60 ) + 30,190
유정이가 배를 1시간 40분 탔고 기차를 1시간 30분 타서 해수욕장에 도착했다면 유정이가 해수욕장을 가는 데 걸린 시간은 얼마인가?,( 1 * 60 ) + 40 + ( 1 * 60 ) + 30,190
"호석이가 비행기를 1시간 40분, 배를 1시간 30분 타고 할머니 집에 갔다면 할머니 집까지 가는 데 걸린 시간은 총 얼마인가? ",( 1 * 60 ) + 40 + ( 1 * 60 ) + 30,190
"(가) 산책로는 3050m이고 (나) 산책로는 3km 9m이고, (다) 산책로는 3km보다 200m 더 깁니다. 가장 긴 산책로는 어디입니까?","'(가)' if max( 3050 , 3 * 1000 + 9 , 3 * 1000 + 200 ) == 3050 else ( '(나)' if max( 3050 , 3 * 1000 + 9 , 3 * 1000 + 200 ) == 3 * 1000 + 9 else '(다)' )",(다)
(나) 산책로는 3km보다 9m 길고 (가) 산책로는 3050m 입니다. (다) 산책로는 3200m일 때 가장 긴 산책로는 어디입니까?,"'(가)' if max( 3050 , 3 * 1000 + 9 , 3200 ) == 3050 else ( '(나)' if max( 3050 , 3 * 1000 + 9 , 3200 ) == 3 * 1000 + 9 else '(다)' )",(다)
(가) 산책로는 3km보다 50m 길고 (다) 산책로는 3.2km이며 (나) 산책로는 3009m일 때 가장 긴 산책로는 어디입니까?,"'(가)' if max( 3 * 1000 + 50 , 3009 , 3.2 * 1000 ) == 3 * 1000 + 50 else ( '(나)' if max( 3 * 1000 + 50 , 3009 , 3.2 * 1000 ) == 3009 else '(다)' )",(다)
(다) 산책로는 4000m보다 800m 더 짧고 (가) 산책로는 3050m이며 (나) 산책로는 3km 9m이면 가장 긴 산책로는 어디인가?,"'(가)' if max( 3050 , 3 * 1000 + 9 , 4000 - 800 ) == 3050 else ( '(나)' if max( 3050 , 3 * 1000 + 9 , 4000 - 800 ) == 3 * 1000 + 9 else '(다)' )",(다)
(나) 산책로는 3010m보다 1m 짧고 (가) 산책로는 3050m이며 (다) 산책로는 3000m보다 200m 더 길때 가장 긴 산책로는 어디입니까?,"'(가)' if max( 3050 , 3010 - 1 , 3000 + 200 ) == 3050 else ( '(나)' if max( 3050 , 3010 - 1 , 3000 + 200 ) == 3010 - 1 else '(다)' )",(다)
"태형이와 민영이는 똑같은 초콜릿을 1개씩 먹고 있습니다. 초콜릿을 태형이는 전체의 5/9만큼 먹었고, 민영이는 전체의 4/9만큼 먹었습니다. 초콜릿을 더 많이 먹은 사람은 누구입니까?",'태형' if 5/9 > 4/9 else '민영',태형
하나의 빵을 나누어먹는데 태형이가 전체의 5/9를 먹고 민영이가 나머지를 먹었다면 더 많이 먹은 사람은 누구인가?,'태형' if 5/9 > 4/9 else '민영',태형
연필 9자루 중 민영이가 전체의 4/9를 가지고 나머지를 태형이에게 주었을 때 연필을 더 많이 가진 사람은 누구일까?,'태형' if 5/9 > 4/9 else '민영',태형
피자 9조각 중 태형이가 5조각을 먹고 민영이가 4조각을 먹었다면 피자를 더 많이 먹은 사람은 누구인가?,'태형' if 5/9 > 4/9 else '민영',태형
민영이는 사탕 9개중 전체의 4/9를 가지고 태형이에게 전체의 5/9만큼을 주었다면 사탕을 더 많이 가지고 있는 사람은 누구인가?,'태형' if 5/9 > 4/9 else '민영',태형
"남준이와 지민이는 모양과 크기가 같은 도화지를 한 장씩 가지고 있습니다. 도화지를 남준이는 1/9만큼 사용했고, 지민이는 1/7만큼 사용했습니다. 도화지를 더 많이 사용한 사람은 누구입니까?",'남준' if 1/9 > 1/7 else '지민',지민
지민이는 케이크를 1/7개 먹었고 남준이는 전체의 1/9를 먹었다면 케이크를 더 많이 먹은 사람은 누구인가?,'남준' if 1/9 > 1/7 else '지민',지민
남준이가 색종이를 전체의 1/9 사용하였고 지민이가 1/7 사용했다면 색종이를 더 많이 사용한 사람은 누구일까요?,'남준' if 1/9 > 1/7 else '지민',지민
"남준이와 지민이가 크기가 같은 색종이를 나누어 사용할 때 남준이는 1/9, 지민이는 1/7만큼 사용했다면 색족이를 더 많이 사용한 사람은 누구인가요?",'남준' if 1/9 > 1/7 else '지민',지민
지민이는 도화지를 1/7만큼 사용하였고 남준이는 1/9만큼 사용했다고 할 때 도화지의 모양과 크기가 같다면 도화지를 더 많이 사용한 사람은 누구인가?,'남준' if 1/9 > 1/7 else '지민',지민
리본 1m를 똑같이 10조각으로 나누어 그 중 호석이가 2조각을 사용했습니다. 호석이가 사용한 리본의 길이는 몇 m인가?,( 1 / 10 ) * 2,0.2
리본 100cm를 똑같이 10조각으로 나누고 민영이가 2조각을 사용했다면 민영이는 몇 m의 리본을 사용했을까?,( ( 100 / 100 ) / 10 ) * 2,0.2
끈을 10조각으로 나눈다고 할 때 끈의 전체 길이가 1m이고 여덟 조각을 잃어버렸다면 남은 끈은 몇 m인가?,( 1 / 10 ) * ( 10 - 8 ),0.2
리본이 10cm씩 10조각 있다고 할 때 호석이가 8조각을 사용한 후 남은 리본은 몇 m일까?,( 10 / 100 ) * ( 10 - 8 ),0.2
1m 길이의 리본을 10조각으로 나눈 후 8조각을 사용하였다면 남은 리본은 몇 m일까?,( 1 / 10 ) * ( 1 - 8 ),0.2
민영이가 가진 연필의 길이는 87mm입니다. 민영이의 연필의 길이는 몇 cm입니까?,80 + 7,8.7
민영이는 80mm보다 7mm 더 긴 리본을 가지고 있다면 민영이가 갖고 있는 리본은 몇 cm일까?,( 80 + 7 ) / 10,8.7
민영이는 9cm보다 3mm 짧은 볼펜을 가지고 있다. 볼펜의 길이는 몇 cm인가?,( 9 * 10 - 3 ) / 10,8.7
90mm보다 3mm 짧은 연필이 있다고 할 때 이 연필은 몇 cm인지 구하시오,( 90 - 3 ) / 10,8.7
민영이는 100mm짜리 끈을 1.3cm 사용하였다고 한다. 남은 끈은 몇 cm인지 구하시오,( ( 100 / 10 ) - ( 1.3 * 10 ) ) / 10,8.7
가지고 있는 색 테이프의 길이가 남준이는 0.5m이고 은지는 0.6m 입니다. 가지고 있는 색 테이프의 길이가 더 긴 사람은 누구입니까?,'은지' if 0.5 < 0.6 else '남준',은지
남준이는 리본을 0.5m 갖고 있고 은지는 0.6m 가지고 있습니다. 누가 더 긴 리본을 가지고 있습니까?,'은지' if 0.5 < 0.6 else '남준',은지
남준이가 0.5m 테이프를 가지고 있고 은지는 0.6m 길이의 테이프를 가지고 있습니다. 누가 더 긴 테이프를 가지고 있습니까?,'은지' if 0.5 < 0.6 else '남준',은지
"은지는 0.6m, 남준이는 0.5m의 연필을 쓰고 있습니다. 더 긴 연필을 쓰는 사람은 누구일까요?",'은지' if 0.5 < 0.6 else '남준',은지
은지가 0.6m의 끈을 사용하였고 남준이가 0.5m를 사용했을 때 더 많이 사용한 사람은 누구입니까?,'은지' if 0.5 < 0.6 else '남준',은지
"어제 오전에 내린 비의 양은 11cm이고, 오후에 내린 비의 양은 8mm입니다. 어제 내린 비의 양은 모두 몇 cm인지 소수로 나타내어 보시오.",( 11 * 10 + 8 ) / 10,11.8
오늘은 11cm의 비가 내렸고 어제는 8mm가 내렸습니다. 어제 오늘 내린 비의 양은 모두 합해서 몇 cm입니까?,( 11 * 10 + 8 ) / 10,11.8
8mm의 비가 오늘 내렸는데 내일 11cm의 비가 내릴 예정이라면 오늘 내린 비의 양과 내일 내릴 비의 양의 합은 얼마인지 cm로 쓰시오.,( 11 * 10 + 8 ) / 10,11.8
만약 오늘 오전에 11cm의 비가 내렸고 오후에 8mm가 더 내렸다면 오늘 하루동안 내린 비의 양은 몇 cm입니까?,( 11 * 10 + 8 ) / 10,11.8
그저께는 비가 8mm내렸고 어제는 11cm 내렸을 때 지금까지 내린 비의 양의 합은 몇 cm인지 쓰시오.,( 11 * 10 + 8 ) / 10,11.8
태형이는 케이크의 2/8를 먹었습니다. 남은 케이크는 태형이가 먹은 케이크의 몇 배입니까?,( 1 - 2 / 8 ) / ( 2 / 8 ),3
태형이가 전체 피자 8조각 중 2조각을 먹었을 때 남은 피자는 태형이가 먹은 피자의 몇 배입니까?,( 1 - 2 / 8 ) / ( 2 / 8 ),3
민정이가 학교에 과자를 8개 가져와서 두 개를 먹었다면 남은 과자는 먹은 과자의 몇 배입니까?,( 1 - 2 / 8 ) / ( 2 / 8 ),3
남준이가 전체 케이크 여덟 조각 중 두 조각을 먹었다면 남은 케이크는 남준이가 먹은 케이크의 몇 배입니까?,( 1 - 2 / 8 ) / ( 2 / 8 ),3
민정이는 사탕 8개 중 2개를 먹었다면 민정이가 먹은 사탕은 남아있는 사탕의 몇 배입니까?,( 1 - 2 / 8 ) / ( 2 / 8 ),3
윤기가 가진 끈은 178m이고 민영이가 가진 끈은 264m입니다. 두 사람이 가진 끈은 모두 몇 m입니까?,178 + 264,442
남준이는 264m를 걸었고 민영이는 178m를 걸었다면 두사람이 걸은 거리는 모두 몇 m입니까?,178 + 264,442
"태형이는 집에서 학교까지 264m를 걸어갔고 학교에서 도서관까지 178m를 걸어갔다면 태형이가 걸은 거리는 모두 몇 m입니까? ",178 + 264,442
264m 길이의 리본과 178m 길이의 리본을 이어붙이면 모두 몇 m의 리본이 됩니까?,178 + 264,442
남준이가 264m 거리의 박물관을 들렀다가 178m 떨어져있는 학교로 갔다면 남준이가 이동한 거리는 모두 몇 m입니까?,178 + 264,442
"어느 날 장난감 공장에서 장난감을 오전에 874개, 오후에 494개 만들었습니다. 이 공장에서 이날 만든 장난감은 모두 몇 개입니까?",874 + 494,1368
"과자를 포장하는데 아침에는 878개, 저녁에는 494개 포장했다면 오늘 몇 개의 과자를 포장했을까요?",874 + 494,1368
빵 공장에서 팥빵을 874개 만들고 크림빵을 494개 만들었다면 오늘 총 생산한 빵의 개수는 얼마일까요?,874 + 494,1368
"어느 밭에서 감자를 494개, 고구마를 878개 캤다면 그 밭에서 나온 감자와 고구마는 총 몇 개일까요?",874 + 494,1368
"마트에 사탕이 494개, 초콜릿이 878개 있다면 사탕과 초콜릿은 모두 몇 개 있을까?",874 + 494,1368
공책이 (가)문방구에는 317권 있고 (나)문방구에는 (가)문방구보다 134권 더 적게 있습니다. (나)문방구에는 공책이 몇 권 있습니까?,317 - 134,183
(가) 서점에는 소설이 317권 있고 (나) 서점에는 소설이 (가) 서점보다 134권 적게 있습니다. (나) 서점에는 소설이 몇 권 있습니까?,317 - 134,183
317개의 연필을 팔고 있는 (가) 문방구가 있는데 (나) 문방구에서는 (가) 문방구보다 134개 적게 팔고 있다고 한다. (나) 문방구에서 파는 연필의 개수는?,317 - 134,183
(가) 식당에서는 317명의 손님이 왔고 (나) 식당에서는 (가) 식당보다 134명이 덜 왔다고 한다. (나) 식당에 온 손님의 수는 얼마인가?,317 - 134,183
317개의 초콜릿을 파는 마트 (가)에서 134개의 초콜릿을 (나) 가게에 팔았다고 할 때 (가) 마트에 남아있는 초콜릿의 개수는 몇 개인가?,317 - 134,183
"유정이는 선물 상자를 포장하는 데 노란색 테이프를 434cm, 초록색 테이프를 186cm 사용했습니다. 노란색 테이프를 초록색 테이프보다 몇 cm 더 많이 사용했습니까?",434 - 186,248
유정이가 434cm의 리본을 가지고 있고 태형이는 186cm의 리본을 가지고 있습니다. 유정이의 리본은 태형이의 리본보다 몇 cm 더 깁니까?,434 - 186,248
선물 하나를 포장하는 데 434cm의 빨간 리본이 필요하고 186cm의 노란 리본이 필요합니다. 빨간 리본은 노란 리본보다 몇 cm 더 필요합니까?,434 - 186,248
434cm의 리본을 가지고 있는 유정이가 186cm를 선물 포장에 썼을 때 유정이에게 남아있는 리본은 몇cm입니까?,434 - 186,248
"남준이는 초록색 테이프를 434cm, 빨간색 테이프를 186cm 사용했다고 할 때 초록테이프를 빨간테이프보다 몇 cm 더 많이 사용했습니까?",434 - 186,248
9명을 3모둠으로 똑같이 나누려고 합니다. 한 모둠에 몇 명씩입니까?,( 9 / 3 ),3
9개의 과자를 3봉지에 나누어 담으려고 할 때 한 봉지에 몇 개의 과자를 담을 수 있습니까?,( 9 / 3 ),3
한 테이블에 3명씩 앉을 수 있는 식당에 9명이 들어가면 몇 테이블이 필요합니까?,( 9 / 3 ),3
한 모둠이 3명으로 이루어져있다면 9명의 학생은 몇 모둠이 만들어집니까?,( 9 / 3 ),3
9명의 친구들이 3명씩 짝을 이루어 케이크를 샀다면 산 케이크는 모두 몇 개입니까?,( 9 / 3 ),3
도넛 10개를 상자 2개에 똑같이 나누어 담으려고 합니다. 상자 한 개에 도넛을 몇 개씩 담아야 합니까?,( 10 / 2 ),5
귤이 10개이고 바구니가 2개이면 바구니 하나에 귤을 몇 개 넣어야 똑같이 나누어 담을 수 있습니까?,( 10 / 2 ),5
10명의 친구들이 똑같이 나뉘어 2개의 모둠으로 나뉜다고 할 때 한 모둠은 몇 명으로 이루어져야 합니까?,( 10 / 2 ),5
두 명이 10개의 빵을 똑같이 나누어 가진다고 할 때 한 명이 가질 수 있는 빵은 모두 몇 개입니까?,( 10 / 2 ),5
열 개의 색종이를 두 개의 상자에 똑같이 나누어 담으면 한 상자에 들어간 색종이의 개수는 몇 장 입니까?,( 10 / 2 ),5
색종이 12장을 4명에게 똑같이 나누어 주려고 합니다. 한 명에게 몇 장씩 줄 수 있습니까?,( 12 / 4 ),3
12명의 학생을 4모둠으로 똑같이 나누면 한 모둠은 몇 명의 학생으로 이루어져 있습니까?,( 12 / 4 ),3
바구니가 4개 있을 때 12개의 귤을 똑같이 나누어 담으려고 하면 한 바구니에 몇 개의 귤을 넣어야 합니까?,( 12 / 4 ),3
12개의 사탕이 있다. 한 사람 당 4개의 사탕을 받을 수 있을 때 몇 명이 사탕을 받을 수 있습니까?,( 12 / 4 ),3
연필 한 타를 4명에게 똑같이 나누어 준다면 한 사람당 몇 자루의 연필을 가질 수 있습니까?,( 12 / 4 ),3
연필 12자루를 한 명에게 2자루씩 나누어 주려고 합니다. 몇 명에게 나누어 줄 수 있습니까?,( 12 / 2 ),6
한 타의 연필을 두 명이 나누어 가진다면 한 사람 당 몇 자루씩 가질 수 있습니까?,( 12 / 2 ),6
12개의 바나나를 2개씩 나누어주면 몇 사람에게 나누어 줄 수 있습니까?,( 12 / 2 ),6
2명씩 앉을 수 있는 테이블이 있다. 12명이 앉으려고 할 때 테이블은 몇 개가 필요한가?,( 12 / 2 ),6
한 사람 당 2개의 사탕을 받을 수 있다. 12개의 사탕이 있다면 몇 사람에 게 나누어줄 수 있는가?,( 12 / 2 ),6
사탕 16개를 한 봉지에 4개씩 담으려고 합니다. 봉지는 몇 개 필요합니까?,( 16 / 4 ),4
귤 16개를 4개의 바구니에 나누어 담을 때 한 바구니에 몇 개의 귤이 들어갑니까?,( 16 / 4 ),4
16명의 학생들이 4명씩 조를 짰다면 몇 개의 조가 나옵니까?,( 16 / 4 ),4
