Question,Equation,Question2,Equation2,Numbers,Names,Answer,comment
"number0, number1, number2 중 가장 큰 수를 가장 작은 수로 나눈 몫은 얼마인지 쓰시오","max( number0 , number1 , number2 ) // min( number0 , number1 , number2 )","number0, number1, number2 중 가장 큰 수를 가장 작은 수로 나눈 몫은 얼마인지 쓰시오","max( number0 , number1 , number2 ) // min( number0 , number1 , number2 )",8 40 12 ,,5,0
"number0, number1, number2 중 가장 큰 수와 가장 작은 수의 합을 구하시오.","max( number0 , number1 , number2 ) + min( number0 , number1 , number2 )","number0, number1, number2 중 가장 큰 수와 가장 작은 수의 합을 구하시오.","max( number0 , number1 , number2 ) + min( number0 , number1 , number2 )",208 521 492 ,,729,0
"number0, number1, number2 중 가장 큰 수와 가장 작은 수의 차를 구하시오.","max( number0 , number1 , number2 ) - min( number0 , number1 , number2 )","number0, number1, number2 중 가장 큰 수와 가장 작은 수의 차를 구하시오.","max( number0 , number1 , number2 ) - min( number0 , number1 , number2 )",395 472 218 ,,254,0
"number0, number1, number2, number3 중 가장 큰 수와 가장 작은 수의 합을 구하시오.","max( number0 , number1 , number2 , number3 ) + min( number0 , number1 , number2 , number3 )","number0, number1, number2, number3 중 가장 큰 수와 가장 작은 수의 합을 구하시오.","max( number0 , number1 , number2 , number3 ) + min( number0 , number1 , number2 , number3 )",176 785 167 934 ,,1101,0
어떤 수를 number0로 나누었을 때 나머지가 될 수 있는 가장 큰 수는 얼마입니까?,number0 - 1,어떤 수를 number0로 나누었을 때 나머지가 될 수 있는 가장 큰 수는 얼마입니까?,number0 - 1,4 ,,3,1(최대 나머지)
number0부터 number1까지의 수 중에서 number2을 나누어 떨어지게 하는 수는 모두 몇 개인지 구하시오.,"len( [ i for i in range( number0 , number1 + 1 ) if number2 % i == 0 ] )",number0부터 number1까지의 수 중에서 number2을 나누어 떨어지게 하는 수는 모두 몇 개인지 구하시오.,"len( [ i for i in range( number0 , number1 + 1 ) if number2 % i == 0 ] )",2 9 80 ,,4,1(range)
name0 number0개를 한 사람에게 number1개씩 주려고 합니다. 몇 명에게 나누어 줄 수 있습니까?,number0 // number1,name0 number0개를 한 사람에게 number1개씩 주려고 합니다. 몇 명에게 나누어 줄 수 있습니까?,96 // 12,96 12 ,사탕 ,8,0
"number0, number1, number2, number3 중에서 가장 큰 수와 가장 작은 수의 합을 구하시오.","max( number0 , number1 , number2 , number3 ) + min( number0 , number1 , number2 , number3 )","number0, number1, number2, number3 중에서 가장 큰 수와 가장 작은 수의 합을 구하시오.","max( number0 , number1 , number2 , number3 ) + min( number0 , number1 , number2 , number3 )",0.5 0.4 0.8 0.3 ,,1.10,0
"number0, number1, number2, number3 중에서 가장 큰 수와 가장 작은 수의 차를 구하시오.","max( number0 , number1 , number2 , number3 ) - min( number0 , number1 , number2 , number3 )","number0, number1, number2, number3 중에서 가장 큰 수와 가장 작은 수의 차를 구하시오.","max( number0 , number1 , number2 , number3 ) - min( number0 , number1 , number2 , number3 )",1.4 0.9 0.7 1.6 ,,0.90,0
number0와 number1를 어떤 수로 나누면 number2수 모두 나누어 떨어집니다. 어떤 수 중에서 가장 큰 수를 구하시오.,"math.gcd( number0 , number1 )",number0와 number1를 어떤 수로 나누면 두 수 모두 나누어 떨어집니다. 어떤 수 중에서 가장 큰 수를 구하시오.,"math.gcd( number0 , number1 )",24 32 2 ,,8,0
number0의 약수는 모두 몇 개입니까?,"len( [ i for i in range( 1 , number0 + 1) if number0 % i == 0 ] )",number0의 약수는 모두 몇 개입니까?,"len( [ i for i in range( 1 , number0 + 1) if number0 % i == 0 ] )",20 ,,6,1(range)
number0부터 number1까지의 수 중에서 number2의 name0수는 모두 몇 개입니까?,"len( [ i for i in range( number0 , number1 + 1 ) if i % number2 == 0 ] )",number0부터 number1까지의 수 중에서 number2의 name0수는 모두 몇 개입니까?,"len( [ i for i in range( number0 , number1 + 1 ) if i % number2 == 0 ] )",25 50 4 ,배 배 ,6,1(range)
"number0로 나누어도 number1이 남고, number2로 나누어도 number3이 남는 어떤 수가 있습니다. 어떤 수 중에서 가장 작은 수를 구하시오.","min( [ i + number3 for i in range( number2 , number2 * number0 + 1 ) if i % number2 == 0 and i % number0 == 0 ] )","number0로 나누어도 number1이 남고, number2로 나누어도 number3이 남는 어떤 수가 있습니다. 어떤 수 중에서 가장 작은 수를 구하시오.","min( [ i + number3 for i in range( number2 , number2 * number0 + 1 ) if i % number2 == 0 and i % number0 == 0 ] )",28 3 42 3 ,,87,1(range)
"어떤 수로 number0을 나누면 나머지가 number1이고, number2을 나누면 나머지가 number3입니다. 어떤 수가 될 수 있는 수의 개수를 구하시오.","len( [ i for i in range( 1 , number2 ) if number0 % i == number1 and number2 % i == number3 ] )","어떤 수로 number0을 나누면 나머지가 number1이고, number2을 나누면 나머지가 number3입니다. 어떤 수가 될 수 있는 수의 개수를 구하시오.","len( [ i for i in range( 1 , number2 ) if number0 % i == number1 and number2 % i == number3 ] )",88 4 66 3 ,,2,1
"number0로 나누어도 number1가 남고, number2로 나누어도 number3가 남는 어떤 수가 있습니다. 어떤 수 중에서 가장 작은 수를 구하시오.","min( [ i + number3 for i in range( number2 , number0 * number2 + 1 ) if i % number0 == 0 and i % number2 == 0 ] )","number0로 나누어도 number1가 남고, number2로 나누어도 number3가 남는 어떤 수가 있습니다. 어떤 수 중에서 가장 작은 수를 구하시오.","min( [ i + number3 for i in range( number2 , number0 * number2 + 1 ) if i % number0 == 0 and i % number2 == 0 ] )",9 4 15 4 ,,49,1(range)
"number0로 나누어도 number1이 남고, number2로 나누어도 number3이 남는 어떤 수가 있습니다. 어떤 수 중에서 가장 작은 수를 구하시오.","min( [ i + number3 for i in range( number2 , number2 * number0 + 1 ) if i % number0 == 0 and i % number2 == 0 ] )","number0로 나누어도 number1이 남고, number2로 나누어도 number3이 남는 어떤 수가 있습니다. 어떤 수 중에서 가장 작은 수를 구하시오.","min( [ i + number3 for i in range( number2 , number2 * number0 + 1 ) if i % number0 == 0 and i % number2 == 0 ] )",15 6 27 6 ,,141,1(range)
number0과 number1을 어떤 수로 나누면 number2수 모두 나누어 떨어집니다. 어떤 수 중에서 가장 큰 수를 구하시오.,"math.gcd( number0 , number1 )",number0과 number1을 어떤 수로 나누면 두 수 모두 나누어 떨어집니다. 어떤 수 중에서 가장 큰 수를 구하시오.,"math.gcd( number0 , number1 )",20 36 2 ,,4,0
"number0, number1, number2 중 가장 큰 수와 가장 작은 수의 곱을 구하시오.","max( number0 , number1 , number2 ) * min( number0 , number1 , number2 )","number0, number1, number2 중 가장 큰 수와 가장 작은 수의 곱을 구하시오.","max( number0 , number1 , number2 ) * min( number0 , number1 , number2 )",0.39 0.06 0.75 ,,0.04,0
"number0, number1, number2, number3 중 가장 큰 수를 가장 작은 수로 나눈 몫을 구하시오.","max( number0 , number1 , number2 , number3 ) // min( number0 , number1 , number2 , number3 )","number0, number1, number2, number3 중 가장 큰 수를 가장 작은 수로 나눈 몫을 구하시오.","max( number0 , number1 , number2 , number3 ) // min( number0 , number1 , number2 , number3 )",27.9 21.6 9 15 ,,3,0
number0부터 number1까지의 수 중에서 number2의 name0수이면서 number3의 name1수인 수의 개수를 구하시오.,"len( [ i for i in range( number0 , number1 + 1) if i % number2 == 0 and i % number3 == 0 ] )",number0부터 number1까지의 수 중에서 number2의 name0수이면서 number3의 name1수인 수의 개수를 구하시오.,"len( [ i for i in range( number0 , number1 + 1) if i % number2 == 0 and i % number3 == 0 ] )",30 50 6 8 ,배 배 ,1,1(range)
곱셈식 number0name0number1=name1number2에서 name2에 해당하는 숫자를 쓰시오.,( number0 * number1 ) / 10,곱셈식 number0name0number1=name1number2에서 name2에 해당하는 숫자를 쓰시오.,( number0 * number1 ) / 10,213 20 0 ,A X ,426,0
"name0, name1, name2 세 수가 있습니다. name3는 name4의 number0name5이고, name6는 name7의 number1name8라고 한다면, name9가 number2일 때 name10+name11+name12를 구하시오.",number0 * number1 * number2 + number1 * number2 + number2,"name0, name1, name2 세 수가 있습니다. name3는 name4의 number0name5이고, name6는 name7의 number1name8라고 한다면, name9가 number2일 때 name10+name11+name12를 구하시오.",number0 * number1 * number2 + number1 * number2 + number2,14 9 12 ,A B C 배 배 ,1632,0
"올해 아버지는 오빠의 나이의 number0name0보다 number1살 적고, 할아버지는 아버지의 number2name1보다 number3살 많다고 합니다. 오빠의 나이가 number4살이라고 할 때, 할아버지의 연세를 구하시오.",( number4 * number0 - number1 ) * number2 + number3,"올해 아버지는 오빠의 나이의 number0name0보다 number1살 적고, 할아버지는 아버지의 number2name1보다 number3살 많다고 합니다. 오빠의 나이가 number4살이라고 할 때, 할아버지의 연세를 구하시오.",( number4 * number0 - number1 ) * number2 + number3,4 10 2 1 14 ,배 배 ,93,0
name0이는 number0살입니다. 동생은 name1이보다 number1살 어리고 아버지는 name2이와 동생의 나이의 합의 number2name3보다 number3살 더 많습니다. 아버지의 나이는 몇 살인지 쓰시오.,( number0 + ( number0 - number3 ) ) * number2 + number3,name0이는 number0살입니다. 동생은 name1이보다 number1살 어리고 아버지는 name2이와 동생의 나이의 합의 number2name3보다 number3살 더 많습니다. 아버지의 나이는 몇 살인지 쓰시오.,( number0 + ( number0 - number1 ) ) * number2 + number3,12 3 2 3 ,민영 배 배 ,45,0
어떤 수에 number0을 더한 값은 number1과 number2의 곱에서 number3을 뺀 값과 같습니다. 어떤 수는 얼마인지 쓰시오.,( number1 * number2 - number3 ) - number0,어떤 수에 number0을 더한 값은 number1과 number2의 곱에서 number3을 뺀 값과 같습니다. 어떤 수는 얼마인지 쓰시오.,( number1 * number2 - number3 ) - number0,13 6 5 8 ,,9,0
어떤 수를 number0으로 나누었을 때 나올 수 있는 나머지 중에서 가장 큰 수를 number1로 나누면 나머지는 얼마인지 쓰시오.,( number0 - 1 ) % number1,어떤 수를 number0으로 나누었을 때 나올 수 있는 나머지 중에서 가장 큰 수를 number1로 나누면 나머지는 얼마인지 쓰시오.,( number0 - 1 ) % number1,80 4 ,,3,1(최대 나머지)
"name0이는 한 봉지에 number0개씩 들어 있는 구슬 number1봉지를 똑같이 number2묶음으로 나누어 한 묶음을 가졌습니다. 이 중에서 number3개를 친구에게 주고, 언니에게서 number4개를 더 받았다면 name1이가 가지고 있는 구슬은 몇 개인지 쓰시오.",( number0 * number1 ) / number4 - number3 + number4,"name0이는 한 봉지에 number0개씩 들어 있는 구슬 number1봉지를 똑같이 number2묶음으로 나누어 한 묶음을 가졌습니다. 이 중에서 number3개를 친구에게 주고, 언니에게서 number4개를 더 받았다면 name1이가 가지고 있는 구슬은 몇 개인지 쓰시오.",( number0 * number1 ) / number2 - number3 + number4,9 4 3 5 3 ,민영 ,10,0
어떤 수에서 number0을 뺐더니 number1가 되었습니다. 어떤 수는 얼마입니까?,number0 + number1,어떤 수에서 number0을 뺐더니 number1가 되었습니다. 어떤 수는 얼마입니까?,428 + 435,428 435 ,,863,0
어떤 수를 number0로 나누었더니 number1가 되었습니다. 어떤 수는 얼마인가요?,number1 * number0,어떤 수를 number0로 나누었더니 number1가 되었습니다. 어떤 수는 얼마인가요?,number1 * number0,4 42 ,,168,0
어떤 수를 number0으로 나누었더니 number1이 되었습니다. 어떤 수는 얼마인가요?,number1 * number0,어떤 수를 number0으로 나누었더니 number1이 되었습니다. 어떤 수는 얼마인가요?,number1 * number0,3 31 ,,93,0
어떤 수를 number0로 나누었더니 몫이 number1이었습니다. 어떤 수를 구하시오,number1 * number0,어떤 수를 number0로 나누었더니 몫이 number1이었습니다. 어떤 수를 구하시오,number1 * number0,9 8 ,,72,0
number0을 어떤 수로 나누었더니 몫이 number1였습니다.어떤 수를 구하시오.,number0 // number1,number0을 어떤 수로 나누었더니 몫이 number1였습니다.어떤 수를 구하시오.,number0 // number1,28 4 ,,7,0
"어떤 수를 number0로 나누었더니 몫이 number1, 나머지가 number2가 되었습니다. 어떤 수는 얼마입니까?",number1 * number0 + number2,"어떤 수를 number0로 나누었더니 몫이 number1, 나머지가 number2가 되었습니다. 어떤 수는 얼마입니까?",number1 * number0 + number2,5 9 4 ,,49,0
어떤 수를 number0으로 나누었더니 몫이 number1이고 나머지가 number2였습니다. 어떤 수를 구하시오.,number1 * number0 + number2,어떤 수를 number0으로 나누었더니 몫이 number1이고 나머지가 number2였습니다. 어떤 수를 구하시오.,number1 * number0 + number2,30 7 15 ,,225,0
"어떤 수로 number0을 나누면 나머지가 number1이고, number2을 나누면 나머지가 number3입니다. 어떤 수를 구하시오.","min( [ i for i in range( 1 , 80) if number0 % i == number1 and number2 % i == number3 ] )","어떤 수로 number0을 나누면 나머지가 number1이고, number2을 나누면 나머지가 number3입니다. 어떤 수를 구하시오.","min( [ i for i in range( 1 , 80) if number0 % i == number1 and number2 % i == number3 ] )",80 2 100 4 ,,6,0
"어떤 수로 number0을 나누면 나머지가 number1이고, number2을 나누면 나머지가 number3입니다. 어떤 수를 구하시오.","min( [ i for i in range( 1 , number0 ) if number0 % i == number1 and number2 % i == number3 ] )","어떤 수로 number0을 나누면 나머지가 number1이고, number2을 나누면 나머지가 number3입니다. 어떤 수를 구하시오.","min( [ i for i in range( 1 , number0 ) if number0 % i == number1 and number2 % i == number3 ] )",90 6 110 2 ,,12,0
number0에 어떤 수를 곱했더니 number1가 되었습니다. 어떤 수를 구하시오.,number1 / number0,number0에 어떤 수를 곱했더니 number1가 되었습니다. 어떤 수를 구하시오.,number1 / number0,1049 1.049 ,,0,0
찰흙 number0kg을 number1명이 똑같이 나누어 가졌습니다. number2명이 가진 찰흙은 몇 kg입니까?,number0 / number1,찰흙 number0kg을 number1명이 똑같이 나누어 가졌습니다. 한 명이 가진 찰흙은 몇 kg입니까?,number0 / number1,2.5 5 1 ,,0.50,0
어떤 수에 number0을 더했더니 number1가 되었습니다. 어떤 수를 구해 보세요.,number1 - number0,어떤 수에 number0을 더했더니 number1가 되었습니다. 어떤 수를 구해 보세요.,number1 - number0,327 544 ,,217,0
name0 아버지의 나이는 올해 number0살입니다. name1 할아버지의 나이는 아버지 나이의 number1name2입니다. 할아버지의 나이는 몇 살일까요?,number0 * number1,name0 아버지의 나이는 올해 number0살입니다. name1 할아버지의 나이는 아버지 나이의 number1name2입니다. 할아버지의 나이는 몇 살일까요?,number0 * number1,43 2 ,유나 배 배 ,86,0
"어떤 수를 number0로 곱하여야 하는데 잘못하여 나누었더니 몫이 number1이고, 나머지가 number2였습니다. 옳게 계산한 값을 구하시오.",( number0 * number1 + number2 ) * number0,"어떤 수를 number0로 곱하여야 하는데 잘못하여 나누었더니 몫이 number1이고, 나머지가 number2였습니다. 옳게 계산한 값을 구하시오.",( number0 * number1 + number2 ) * number0,55 13 14 ,,40095,0
name0이는 어떤 수에 number0을 곱해야 할 것을 나누었더니 몫이 number1이고 나머지가 number2이었습니다. name1이가 옳게 계산하면 얼마인지 쓰시오.,( number0 * number1 + number2 ) * number0,name0이는 어떤 수에 number0을 곱해야 할 것을 나누었더니 몫이 number1이고 나머지가 number2이었습니다. name1이가 옳게 계산하면 얼마인지 쓰시오.,( number0 * number1 + number2 ) * number0,23 10 16 ,민영 ,5658,0
어떤 수를 number0으로 나누었을 때 나올 수 있는 나머지 중에서 가장 큰 수를 number1로 나누면 나머지는 얼마인지 쓰시오.,( number0 - 1 ) % number1,어떤 수를 number0으로 나누었을 때 나올 수 있는 나머지 중에서 가장 큰 수를 number1로 나누면 나머지는 얼마인지 쓰시오.,( number0 - 1 ) % number1,90 5 ,,4,1(최대 나머지)
name0이는 number0에 number1을 곱해야 하는데 잘못하여 number2을 곱하였습니다. name1이가 잘못하여 계산한 값과 옳게 계산한 값의 차를 구하시오.,abs( number0 * number2 - number0 * number1 ),name0이는 number0에 number1을 곱해야 하는데 잘못하여 number2을 곱하였습니다. name1이가 잘못하여 계산한 값과 옳게 계산한 값의 차를 구하시오.,abs( number0 * number2 - number0 * number1 ),224 16 61 ,호석 ,10080,0
어떤 수에 number0을 곱해야 하는데 잘못하여 어떤 수를 number1로 나누었더니 몫이 number2이고 나머지가 number3였습니다. 계산을 옳게 하면 얼마 인지 쓰시오,( number2 * number1 + number3 ) * number0,어떤 수에 number0을 곱해야 하는데 잘못하여 어떤 수를 number1로 나누었더니 몫이 number2이고 나머지가 number3였습니다. 계산을 옳게 하면 얼마 인지 쓰시오,( number2 * number1 + number3 ) * number0,46 74 8 59 ,,30682,0
"어떤 수를 number0로 곱하여야 하는데 잘못하여 나누었더니 몫이 number1이고, 나머지가 number2였습니다. 옳게 계산한 값을 쓰시오.",( number0 * number1 + number2 ) * number0,"어떤 수를 number0로 곱하여야 하는데 잘못하여 나누었더니 몫이 number1이고, 나머지가 number2였습니다. 옳게 계산한 값을 쓰시오.",( number0 * number1 + number2 ) * number0,49 17 15 ,,41552,0
어떤 수에 number0을 더해야 할 것을 잘못하여 뺐더니 number1가 되었습니다. 바르게 계산하면 얼마인지 구해 보시오. ,( number0 + number1 ) + number0,어떤 수에 number0을 더해야 할 것을 잘못하여 뺐더니 number1가 되었습니다. 바르게 계산하면 얼마인지 구해 보시오. ,( number0 + number1 ) + number0,258 169 ,,685,0
number0에서 어떤 수를 빼야 할 것을 잘못하여 더했더니 number1가 되었습니다. 바르게 계산하면 얼마인지 구해 보시오.,number0 - ( number1 - number0 ),number0에서 어떤 수를 빼야 할 것을 잘못하여 더했더니 number1가 되었습니다. 바르게 계산하면 얼마인지 구해 보시오.,number0 - ( number1 - number0 ),524 712 ,,336,0
어떤 수를 number0로 나누어야 할 것을 잘못하여 number1로 나누었더니 몫이 number2이 되었습니다. 바르게 계산하면 얼마인지 구해 보시오.,( number1 * number2 ) / number0,어떤 수를 number0로 나누어야 할 것을 잘못하여 number1로 나누었더니 몫이 number2이 되었습니다. 바르게 계산하면 얼마인지 구해 보시오.,( number1 * number2 ) / number0,2 4 3 ,,6,0
어떤 수를 number0로 나누어야 할 것을 잘못하여 number1로 나누었더니 몫이 number2이 되었습니다. 바르게 계산하면 얼마인지 구해 보시오.,( number1 * number2 ) / number0,어떤 수를 number0로 나누어야 할 것을 잘못하여 number1로 나누었더니 몫이 number2이 되었습니다. 바르게 계산하면 얼마인지 구해 보시오.,( number1 * number2 ) / number0,4 8 3 ,,6,0
어떤 수를 number0로 나누었더니 몫이 number1이 되었습니다. 어떤 수를 number2로 나눈 몫은 얼마입니까?,( number1 * number0 ) // number2,어떤 수를 number0로 나누었더니 몫이 number1이 되었습니다. 어떤 수를 number2로 나눈 몫은 얼마입니까?,( number1 * number0 ) // number2,2 8 4 ,,4,0
어떤 수에 number0을 더해야 할 것을 잘못하여 뺐더니 number1이 되었습니다. 바르게 계산하면 얼마인지 쓰시오.,( number1 + number0 ) + number0,어떤 수에 number0을 더해야 할 것을 잘못하여 뺐더니 number1이 되었습니다. 바르게 계산하면 얼마인지 쓰시오.,( number1 + number0 ) + number0,576 323 ,,1475,0
어떤 수에서 number0을 빼야 할 것을 잘못하여 더했더니 number1이 되었습니다. 바르게 계산하면 얼마인지 쓰시오.,( number1 - number0 ) - number0,어떤 수에서 number0을 빼야 할 것을 잘못하여 더했더니 number1이 되었습니다. 바르게 계산하면 얼마인지 쓰시오.,( number1 - number0 ) - number0,297 853 ,,259,0
어떤 수를 number0으로 나누어야 할 것을 잘못하여 number1로 나누었더니 몫이 number2이 되었습니다. 바르게 계산하면 몫은 얼마입니까?,( number1 * number2 ) // number0,어떤 수를 number0으로 나누어야 할 것을 잘못하여 number1로 나누었더니 몫이 number2이 되었습니다. 바르게 계산하면 몫은 얼마입니까?,( number1 * number2 ) // number0,6 4 3 ,,2,0
어떤 수를 number0로 나누어야 할 것을 잘못하여 number1으로 나누었더니 몫이 number2이 되었습니다. 바르게 계산하면 몫은 얼마입니까?,( number2 * number2 ) // number0,어떤 수를 number0로 나누어야 할 것을 잘못하여 number1으로 나누었더니 몫이 number2이 되었습니다. 바르게 계산하면 몫은 얼마입니까?,( number2 * number2 ) // number0,9 6 6 ,,4,0
어떤 수를 number0으로 나누어야 할 것을 잘못하여 number1로 나누었더니 몫이 number2가 되었습니다. 바르게 계산하면 몫은 얼마인지 쓰시오.,( number1 * number2 ) // number0,어떤 수를 number0으로 나누어야 할 것을 잘못하여 number1로 나누었더니 몫이 number2가 되었습니다. 바르게 계산하면 몫은 얼마인지 쓰시오.,( number1 * number2 ) // number0,3 2 9 ,,6,0
어떤 수에 number0를 곱해야 할 것을 잘못하여 number1를 더했더니 number2가 되었습니다. 바르게 계산한 값을 구하시오,( number2 - number1 ) * number1,어떤 수에 number0를 곱해야 할 것을 잘못하여 number1를 더했더니 number2가 되었습니다. 바르게 계산한 값을 구하시오,( number2 - number1 ) * number0,4 4 35 ,,124,0
어떤 수에 number0를 곱해야 할 것을 잘못하여 어떤 수를 number1로 나누었더니 몫이 number2이 되었습니다.바르게 계산한 값을 구하시오,( number2 * number1 ) * number1,어떤 수에 number0를 곱해야 할 것을 잘못하여 어떤 수를 number1로 나누었더니 몫이 number2이 되었습니다.바르게 계산한 값을 구하시오,( number2 * number1 ) * number0,2 2 6 ,,24,0
어떤 수에 number0을 곱해야 할 것을 잘못하여 어떤 수를 number1로 나누었더니 몫이 number2가 되었습니다.바르게 계산한 값을 구하시오,( number2 * number1 ) * number1,어떤 수에 number0을 곱해야 할 것을 잘못하여 어떤 수를 number1로 나누었더니 몫이 number2가 되었습니다.바르게 계산한 값을 구하시오,( number2 * number1 ) * number0,8 8 4 ,,256,0
어떤 수에 number0를 곱해야 할 것을 잘못하여 어떤 수를 number1로 나누었더니 몫이 number2이 되었습니다.바르게 계산한 값을 구하시오,( number2 * number1 ) * number1,어떤 수에 number0를 곱해야 할 것을 잘못하여 어떤 수를 number1로 나누었더니 몫이 number2이 되었습니다.바르게 계산한 값을 구하시오,( number2 * number1 ) * number0,5 5 7 ,,175,0
어떤 수에 number0을 곱해야 할 것을 잘못하여 더했더니 number1이 되었습니다. 바르게 계산한 값을 구하시오,( number1 - number0 ) * number0,어떤 수에 number0을 곱해야 할 것을 잘못하여 더했더니 number1이 되었습니다. 바르게 계산한 값을 구하시오,( number1 - number0 ) * number0,60 97 ,,2220,0
어떤 수에 number0을 곱해야 할 것을 잘못하여 뺐더니 number1가 되었습니다. 바르게 계산한 값을 구하시오,( number1 + number0 ) * number0,어떤 수에 number0을 곱해야 할 것을 잘못하여 뺐더니 number1가 되었습니다. 바르게 계산한 값을 구하시오,( number1 + number0 ) * number0,27 62 ,,2403,0
number0에 어떤 수를 곱해야 할 것을 잘못하여 더했더니 number1가 되었습니다. 바르게 계산한 값을 구하시오 ,( number1 - number0 ) * number0,number0에 어떤 수를 곱해야 할 것을 잘못하여 더했더니 number1가 되었습니다. 바르게 계산한 값을 구하시오 ,( number1 - number0 ) * number0,218 225 ,,1526,0
어떤 수에 number0을 곱해야 할 것을 잘못하여 더했더니 number1가 되었습니다. 바르게 계산한 값을 구하시오,( number1 - number0 ) * number0,어떤 수에 number0을 곱해야 할 것을 잘못하여 더했더니 number1가 되었습니다. 바르게 계산한 값을 구하시오,( number1 - number0 ) * number0,48 84 ,,1728,0
어떤 수에서 number0를 빼야 할 것을 잘못하여 더했더니 number1가 되었습니다. 어떤 수를 구하시오.,number1 - number0,어떤 수에서 number0를 빼야 할 것을 잘못하여 더했더니 number1가 되었습니다. 어떤 수를 구하시오.,number1 - number0,0.2 0.9 ,,0.70,0
어떤 수의 number0name0는 number1입니다. 어떤 수의 number2name1는 얼마입니까?,( number1 / ( 1 / number2 ) ) * number2,어떤 수의 number0name0는 number1입니다. 어떤 수의 number2name1는 얼마입니까?,( number1 / number0 ) * number2,1/10 0.432 10 ,배 배 ,43.20,0
어떤 수에서 number0를 빼야 할 것을 잘못하여 number1을 뺐더니 number2가 되었습니다. 바르게 계산하면 얼마입니까?,( number2 + number1 ) - number0,어떤 수에서 number0를 빼야 할 것을 잘못하여 number1을 뺐더니 number2가 되었습니다. 바르게 계산하면 얼마입니까?,( number2 + number1 ) - number0,6.2 2.6 5.9 ,,2.30,0
