Question,Equation,answer
"남준이네 학교의 6학년 남학생은 315명, 여학생은 247명입니다. 3학년 학생은 100명입니다. 6학년 학생은 모두 몇 명입니까?",315 + 247,562
A의 백의 자리 수와 일의 자리 수를 바꾼 후 395와 더하였더니 723이 되었다면 처음 세 자리 수와 189의 차는 얼마입니까?,( 723 - 395 ) + ( ( 723 - 395 ) % 10 - ( 723 - 395 ) // 100 ) * 99 - 189,634
A의 백의 자리 수와 일의 자리 수를 바꾼 후 395와 더하였더니 723이 되었다면 처음 세 자리 수와 189의 차는 얼마인가?,( 723 - 395 ) + ( ( 723 - 395 ) % 10 - ( 723 - 395 ) // 100 ) * 99 - 189,634
A의 백의 자리 수와 일의 자리 수를 바꾼 후 395와 더하였더니 723이 되었다면 처음 세 자리 수와 189의 차는 얼마인가요?,( 723 - 395 ) + ( ( 723 - 395 ) % 10 - ( 723 - 395 ) // 100 ) * 99 - 189,634
A의 백의 자리 수와 일의 자리 수를 바꾼 후 395와 더하였더니 723이 되었다면 처음 세 자리 수와 189의 차는 얼마인지 구하시오.,( 723 - 395 ) + ( ( 723 - 395 ) % 10 - ( 723 - 395 ) // 100 ) * 99 - 189,634
A의 백의 자리 수와 일의 자리 수를 바꾼 후 395와 더하였더니 723이 되었다면 처음 세 자리 수와 189의 차를 구해라.,( 723 - 395 ) + ( ( 723 - 395 ) % 10 - ( 723 - 395 ) // 100 ) * 99 - 189,634
정국이는 처음에 500원을 가지고 있다가 150원짜리 사탕을 하나 사먹었고 어머니께 용돈 350원을 받았습니다. 정국이가 지금 가지고 있는 돈은 얼마입니까?,500 - 150 + 350,700
정국이는 처음에 500원을 가지고 있다가 150원짜리 사탕을 하나 사먹었고 어머니께 용돈 350원을 받았습니다. 유나는 300원을 가지고 있었습니다. 정국이가 지금 가지고 있는 돈은 얼마입니까?,500 - 150 + 350,700
정국이는 처음에 500원을 가지고 있다가 150원짜리 사탕을 하나 사먹었고 어머니께 용돈 350원을 받았습니다. 유정이는 100원을 가지고 있었습니다. 정국이가 지금 가지고 있는 돈은 얼마입니까?,500 - 150 + 350,700
정국이는 처음에 500원을 가지고 있다가 150원짜리 사탕을 하나 사먹었고 어머니께 용돈 350원을 받았습니다. 유나는 150원을 가지고 있었습니다. 정국이가 지금 가지고 있는 돈은 얼마입니까?,500 - 150 + 350,700
정국이는 처음에 500원을 가지고 있다가 150원짜리 사탕을 하나 사먹었고 어머니께 용돈 350원을 받았습니다. 유나는 200원을 가지고 있었습니다. 정국이가 지금 가지고 있는 돈은 얼마입니까?,500 - 150 + 350,700
태형이는 줄넘기를 어제는 153번하였고 오늘은 어제보다 198개를 더 많이 하였습니다. 태형이가 이틀 동안 줄넘기를 한 횟수는 모두 몇 회입니까?,153 + ( 153 + 198 ),504
태형이는 줄넘기를 어제는 153번하였고 오늘은 어제보다 198개를 더 많이 하였습니다. 점프는 100개 하였습니다. 태형이가 이틀 동안 줄넘기를 한 횟수는 모두 몇 회입니까?,153 + ( 153 + 198 ),504
태형이는 줄넘기를 어제는 153번하였고 오늘은 어제보다 198개를 더 많이 하였습니다. 태형이가 어제 줄넘기를 한 횟수는 몇 회입니까?,153 + ( 153 + 198 ),153
태형이는 줄넘기를 어제는 153번하였고 오늘은 어제보다 198개를 더 많이 하였습니다. 태형이가 오늘 줄넘기를 한 횟수는 몇 회입니까?,153 + ( 153 + 198 ),351
태형이는 줄넘기를 어제는 153번하였고 오늘은 어제보다 198개를 더 많이 하였습니다. 태식이는 오늘 줄넘기를 100개 하였습니다. 태형이가 이틀 동안 줄넘기를 한 횟수는 모두 몇 회입니까?,153 + ( 153 + 198 ),504
민영이네 학교 남학생은 530명이고 여학생은 417명입니다. 남학생은 여학생보다 몇 명 더 많습니까?,530 - 417,113
민영이네 학교 남학생은 530명이고 여학생은 417명입니다. 선생님은 10명입니다. 남학생은 여학생보다 몇 명 더 많습니까?,530 - 417,113
민영이네 학교 남학생은 530명이고 여학생은 417명입니다. 여학생은 남학생보다 몇 명 더 적습니까?,530 - 417,113
민영이네 학교 남학생은 530명이고 여학생은 417명입니다. 여학생이 1명 전학왔습니다. 남학생은 여학생보다 몇 명 더 많습니까?,530 - ( 417 + 1 ),113
민영이네 학교 남학생은 530명이고 여학생은 417명입니다. 민기네 학생은 모두 600명입니다. 남학생은 여학생보다 몇 명 더 많습니까?,530 - 417,113
민영이네 학교 남학생은 530명이고 여학생은 417명입니다. 남학생은 여학생보다 몇 명 더 많습니까?,530 - 417,113
윤기네 학교 남학생은 412명이고 여학생은 남학생보다 83명이 적습니다. 윤기네 학교 학생은 모두 몇 명입니까?,412 + ( 412 - 83 ),741
윤기네 학교 남학생은 412명이고 여학생은 남학생보다 83명이 적습니다. 윤기네 학교 여학생은 모두 몇 명입니까?,412 - 83,319
윤기네 학교 남학생은 412명이고 여학생은 남학생보다 83명이 적습니다. 윤모네 학생은 모두 100명입니다. 윤기네 학교 학생은 모두 몇 명입니까?,412 + ( 412 - 83 ),741
윤기네 학교 남학생은 412명이고 여학생은 남학생보다 83명이 적습니다. 윤철이네 학생은 모두 150명입니다. 윤기네 학교 학생은 모두 몇 명입니까?,412 + ( 412 - 83 ),741
윤기네 학교 남학생은 412명이고 여학생은 남학생보다 83명이 적습니다. 윤열이네 학생은 모두 300명입니다. 윤기네 학교 학생은 모두 몇 명입니까?,412 + ( 412 - 83 ),741
"호석이네 집은 배를 716개를 수확하였고, 유정이네 집은 504개를 수확하였습니다. 호석이네 집은 유정이네 집보다 배를 몇 개 더 수확하였습니까?",716 - 504,212
"호석이네 집은 배를 716개를 수확하였고, 유정이네 집은 504개를 수확하였습니다. 유호는 사과를 100개 수확하였습니다. 호석이네 집은 유정이네 집보다 배를 몇 개 더 수확하였습니까?",716 - 504,212
"호석이네 집은 배를 716개를 수확하였고, 유정이네 집은 504개를 수확하였습니다. 유정이네 집은 호석이네 집보다 배를 몇 개 덜 수확하였습니까?",716 - 504,212
"유정이네 집은 배를 504개를 수확하였고, 호석이네 집은 716개를 수확하였습니다. 호석이네 집은 유정이네 집보다 배를 몇 개 더 수확하였습니까?",716 - 504,212
"유정이네 집은 배를 504개를 수확하였고, 호석이네 집은 716개를 수확하였습니다. 유정이네 집은 호석이네 집보다 배를 몇 개 덜 수확하였습니까?",716 - 504,212
"석진이는 구슬을 323개 가지고 있습니다. 태형이에게 185개를 주었고, 민영이에게 98개를 주었습니다. 석진이가 갖고 있는 구슬은 몇 개입니까?",323 - 185 - 98,40
"석진이는 구슬을 323개 가지고 있습니다. 태형이에게 185개를 주었고, 민영이에게 98개를 받았습니다. 석진이가 갖고 있는 구슬은 몇 개입니까?",323 - 185 + 98,236
"석진이는 구슬을 323개 가지고 있습니다. 민영이에게 185개를 주었고, 태형이에게 98개를 주었습니다. 석진이가 갖고 있는 구슬은 몇 개입니까?",323 - 185 - 98,40
"석진이는 구슬을 323개 가지고 있습니다. 태형이에게 98개를 주었고, 민영이에게 185개를 주었습니다. 석진이가 갖고 있는 구슬은 몇 개입니까?",323 - 185 - 98,40
"석진이는 구슬을 323개 가지고 있습니다. 태형이에게 185개를 받았고, 민영이에게 98개를 주었습니다. 석진이가 갖고 있는 구슬은 몇 개입니까?",323 + 185 - 98,410
"유나는 1,000원을 갖고 있습니다. 문구점에서 125원짜리 연필 1자루와 350원짜리 공책 2권을 샀습니다. 남은 돈은 얼마입니까?",1000 - 125 * 1 - 350 * 2,175
"유나는 1,000원을 갖고 있습니다. 문구점에서 125원짜리 연필 1자루와 350원짜리 공책 2권을 샀습니다. 남은 돈은 얼마인가요?",1000 - 125 * 1 - 350 * 2,175
"유나는 1,000원을 갖고 있습니다. 문구점에서 125원짜리 연필 1자루와 350원짜리 공책 2권을 샀습니다. 남은 돈은 얼마인지 구해보세요.",1000 - 125 * 1 - 350 * 2,175
"유나는 1,000원을 갖고 있습니다. 문구점에서 125원짜리 연필 1자루와 350원짜리 공책 2권을 샀습니다. 남은 돈은 얼마인지 구하세요.",1000 - 125 * 1 - 350 * 2,175
"유나는 1,000원을 갖고 있습니다. 문구점에서 125원짜리 연필 1자루와 350원짜리 공책 2권을 샀습니다. 남은 돈은 얼마일까?",1000 - 125 * 1 - 350 * 2,175
A에 114를 더해야 할 것을 잘못 계산하여 뺐더니 489가 되었습니다. 바르게 계산한 값으로 옳은 것은 어느 것입니까?,489 + 114 + 114,717
A에 114를 더해야 할 것을 잘못 계산하여 뺐더니 489가 되었습니다. B의 값은 150입니다. 바르게 계산한 값으로 옳은 것은 어느 것입니까?,489 + 114 + 114,717
A에 114를 더해야 할 것을 잘못 계산하여 뺐더니 489가 되었습니다. C의 값은 150입니다. 바르게 계산한 값으로 옳은 것은 어느 것입니까?,489 + 114 + 114,717
A에 114를 더해야 할 것을 잘못 계산하여 뺐더니 489가 되었습니다. D의 값은 200입니다. 바르게 계산한 값으로 옳은 것은 어느 것입니까?,489 + 114 + 114,717
A에 114를 더해야 할 것을 잘못 계산하여 뺐더니 489가 되었습니다. F의 값은 250입니다. 바르게 계산한 값으로 옳은 것은 어느 것입니까?,489 + 114 + 114,717
"호석이는 이틀 전에 위인전을 128쪽을 읽고, 어제는 25쪽을 읽었습니다. 오늘은 어제보다 177쪽을 더 읽었습니다. 호석이가 3일동안 읽은 책의 양을 구하시오.",128 + 25 + ( 25 + 177 ),355
"호석이는 이틀 전에 위인전을 128쪽을 읽고, 어제는 25쪽을 읽었습니다. 오늘은 어제보다 177쪽을 더 읽었습니다. 호석이가 3일동안 읽은 책의 양은 총 몇쪽인가?",128 + 25 + ( 25 + 177 ),355
"호석이는 이틀 전에 위인전을 128쪽을 읽고, 어제는 25쪽을 읽었습니다. 오늘은 어제보다 177쪽을 더 읽었습니다. 호석이가 3일동안 읽은 책의 양을 구하여라.",128 + 25 + ( 25 + 177 ),355
"호석이는 이틀 전에 위인전을 128쪽을 읽고, 어제는 25쪽을 읽었습니다. 오늘은 어제보다 177쪽을 더 읽었습니다. 호석이가 3일동안 읽은 책의 양을 구해라.",128 + 25 + ( 25 + 177 ),355
"호석이는 이틀 전에 위인전을 128쪽을 읽고, 어제는 25쪽을 읽었습니다. 오늘은 어제보다 177쪽을 더 읽었습니다. 호석이가 3일동안 읽은 책의 양은?",128 + 25 + ( 25 + 177 ),355
은지의 학교 운동장 한 바퀴는 175m입니다. 은지는 어제 2바퀴를 뛰었고 오늘은 3바퀴를 뛰었습니다. 은지가 어제와 오늘 학교 운동장을 뛴 거리를 구하시오.,175 * ( 2 + 3 ),875
은지의 학교 운동장 한 바퀴는 175m입니다. 은지는 어제 2바퀴를 뛰었고 오늘은 3바퀴를 뛰었습니다. 은지가 어제와 오늘 학교 운동장을 뛴 거리를 구하여라.,175 * ( 2 + 3 ),875
은지의 학교 운동장 한 바퀴는 175m입니다. 은지는 어제 2바퀴를 뛰었고 오늘은 3바퀴를 뛰었습니다. 은지가 어제와 오늘 학교 운동장을 뛴 거리를 구해라.,175 * ( 2 + 3 ),875
은지의 학교 운동장 한 바퀴는 175m입니다. 은지는 어제 2바퀴를 뛰었고 오늘은 3바퀴를 뛰었습니다. 은지가 어제와 오늘 학교 운동장을 뛴 거리는?,175 * ( 2 + 3 ),875
은지의 학교 운동장 한 바퀴는 175m입니다. 은지는 어제 2바퀴를 뛰었고 오늘은 3바퀴를 뛰었습니다. 은지가 어제와 오늘 학교 운동장을 뛴 거리는 몇m인가?,175 * ( 2 + 3 ),875
유나는 기차를 타고 할머니댁에 가고 있습니다. 기차 안에는 처음에 722명이 타고 있었는데 첫 번째 역에서 253명이 내리고 113명이 더 탔습니다. 기차 안에는 모두 몇 명이 타고 있는지 쓰시오.,722 - 253 + 113,582
유나는 기차를 타고 할머니댁에 가고 있습니다. 기차 안에는 처음에 722명이 타고 있었는데 첫 번째 역에서 253명이 내리고 113명이 더 탔습니다. 기차 안에는 모두 몇 명이 타고 있는지 써라.,722 - 253 + 113,582
유나는 기차를 타고 할머니댁에 가고 있습니다. 기차 안에는 처음에 722명이 타고 있었는데 첫 번째 역에서 253명이 내리고 113명이 더 탔습니다. 기차 안에는 모두 몇 명이 타고 있는가?,722 - 253 + 113,582
유나는 기차를 타고 할머니댁에 가고 있습니다. 기차 안에는 처음에 722명이 타고 있었는데 첫 번째 역에서 253명이 내리고 113명이 더 탔습니다. 기차 안에는 모두 몇 명이 타고 있을까요?,722 - 253 + 113,582
유나는 기차를 타고 할머니댁에 가고 있습니다. 기차 안에는 처음에 722명이 타고 있었는데 첫 번째 역에서 253명이 내리고 113명이 더 탔습니다. 기차 안에는 모두 몇 명이 타고 있는지 답하시오.,722 - 253 + 113,582
남준이는 문구점에서 130원짜리 도화지 1장과 520원짜리 연필 두 자루를 샀습니다. 남준이가 산 물건의 가격은 모두 얼마일까요?,130 * 1 + 520 * 2,1170
남준이는 문구점에서 130원짜리 도화지 1장과 520원짜리 연필 두 자루를 샀습니다. 남준이가 산 물건의 가격은 모두 얼마인지 쓰시오.,130 * 1 + 520 * 2,1170
남준이는 문구점에서 130원짜리 도화지 1장과 520원짜리 연필 두 자루를 샀습니다. 남준이가 산 물건의 가격은 모두 얼마인가요?,130 * 1 + 520 * 2,1170
남준이는 문구점에서 130원짜리 도화지 1장과 520원짜리 연필 두 자루를 샀습니다. 남준이가 산 물건의 가격은 모두 얼마인지 답하여라.,130 * 1 + 520 * 2,1170
남준이는 문구점에서 130원짜리 도화지 1장과 520원짜리 연필 두 자루를 샀습니다. 남준이가 산 물건의 가격은 모두 얼마입니까?,130 * 1 + 520 * 2,1170
"과수원에 사과나무가 276그루, 배나무가 156그루 있습니다. 여기에 59그루의 감나무를 더 심는다면 과수원에 있는 과일나무는 모두 몇 그루입니까?",276 + 156 + 59,491
"과수원에 사과나무가 276그루, 배나무가 156그루 있습니다. 여기에 59그루의 감나무를 더 심는다면 과수원에 있는 과일나무는 모두 몇 그루인가요?",276 + 156 + 59,491
"과수원에 사과나무가 276그루, 배나무가 156그루 있습니다. 여기에 59그루의 감나무를 더 심는다면 과수원에 있는 과일나무는 모두 몇 그루인가?",276 + 156 + 59,491
"과수원에 사과나무가 276그루, 배나무가 156그루 있습니다. 여기에 59그루의 감나무를 더 심는다면 과수원에 있는 과일나무는 모두 몇 그루인지 답하시오.",276 + 156 + 59,491
"과수원에 사과나무가 276그루, 배나무가 156그루 있습니다. 여기에 59그루의 감나무를 더 심는다면 과수원에 있는 과일나무는 모두 몇 그루인지 답하여라.",276 + 156 + 59,491
연필 6자루 묶음 6개가 있습니다. 학생 한 명에게 4자루씩 나누어준다면 몇 명에게 나누어 줄 수 있을까요?,( 6 * 6 ) / 4,9
연필 6자루 묶음 6개가 있습니다. 학생 한 명에게 4자루씩 나누어준다면 몇 명에게 나누어 줄 수 있는지 적어주세요.,( 6 * 6 ) / 4,9
연필 6자루 묶음 6개가 있습니다. 학생 한 명에게 4자루씩 나누어준다면 몇 명에게 나누어 줄 수 있나요?,( 6 * 6 ) / 4,9
연필 6자루 묶음 6개가 있습니다. 학생 한 명에게 4자루씩 나누어준다면 몇 명에게 나누어 줄 수 있을지 구하시오.,( 6 * 6 ) / 4,9
연필 6자루 묶음 6개가 있습니다. 학생 한 명에게 4자루씩 나누어준다면 몇 명에게 나누어 줄 수 있는지 답하시오.,( 6 * 6 ) / 4,9
어떤 수를 6으로 나누었더니 몫이 2가 되었습니다. 어떤 수를 3으로 나눈 몫은 얼마인지 쓰시오.,6 * 2 / 3,4
어떤 수를 6으로 나누었더니 몫이 2가 되었습니다. 어떤 수를 3으로 나눈 몫은 얼마인지 써라.,6 * 2 / 3,4
어떤 수를 6으로 나누었더니 몫이 2가 되었습니다. 어떤 수를 3으로 나눈 몫은 얼마인지 구하면?,6 * 2 / 3,4
어떤 수를 6으로 나누었더니 몫이 2가 되었습니다. 어떤 수를 3으로 나눈 몫은 얼마인지 구하시오.,6 * 2 / 3,4
어떤 수를 6으로 나누었더니 몫이 2가 되었습니다. 어떤 수를 3으로 나눈 몫은 얼마인지 구해라.,6 * 2 / 3,4
자전거 공장에서 12개의 바퀴를 모두 사용하여 세발자전거를 만들었습니다. 만든 세발자전거는 모두 몇 대인지 쓰시오.,12 / 3,4
자전거 공장에서 12개의 바퀴를 모두 사용하여 세발자전거를 만들었습니다. 만든 세발자전거는 모두 몇 대인지 구하시오.,12 / 3,4
자전거 공장에서 12개의 바퀴를 모두 사용하여 세발자전거를 만들었습니다. 만든 세발자전거는 모두 몇 대인가?,12 / 3,4
자전거 공장에서 12개의 바퀴를 모두 사용하여 세발자전거를 만들었습니다. 만든 세발자전거는 모두 몇 대일까?,12 / 3,4
자전거 공장에서 12개의 바퀴를 모두 사용하여 세발자전거를 만들었습니다. 만든 세발자전거는 모두 몇 대인지 구해라.,12 / 3,4
급식실에 의자가 80개 있습니다. 한 식탁에 의자를 10개씩 놓는다면 필요한 식탁의 개수는 몇 개입니까?,80 / 10,8
급식실에 의자가 80개 있습니다. 한 식탁에 의자를 10개씩 놓는다면 필요한 식탁의 개수는 몇 개인가요?,80 / 10,8
급식실에 의자가 80개 있습니다. 한 식탁에 의자를 10개씩 놓는다면 필요한 식탁의 개수는 몇 개인지 구하세요.,80 / 10,8
급식실에 의자가 80개 있습니다. 한 식탁에 의자를 10개씩 놓는다면 필요한 식탁의 개수는 몇 개일까?,80 / 10,8
급식실에 의자가 80개 있습니다. 한 식탁에 의자를 10개씩 놓는다면 필요한 식탁의 개수는 몇 개인지 구해라.,80 / 10,8
호석이네 모둠은 공책 15권을 3권씩 나누어 가졌고 유정이네 모둠은 공책 16권을 4권씩 나누어 가졌습니다. 공책을 나누어 가진 학생은 모두 몇 명일까요?,15 / 3 + 16 / 4,9
호석이네 모둠은 공책 15권을 3권씩 나누어 가졌고 유정이네 모둠은 공책 16권을 4권씩 나누어 가졌습니다. 공책을 나누어 가진 학생은 모두 몇 명일까?,15 / 3 + 16 / 4,9
호석이네 모둠은 공책 15권을 3권씩 나누어 가졌고 유정이네 모둠은 공책 16권을 4권씩 나누어 가졌습니다. 공책을 나누어 가진 학생은 모두 몇 명인가요?,15 / 3 + 16 / 4,9
호석이네 모둠은 공책 15권을 3권씩 나누어 가졌고 유정이네 모둠은 공책 16권을 4권씩 나누어 가졌습니다. 공책을 나누어 가진 학생은 모두 몇 명인가?,15 / 3 + 16 / 4,9
호석이네 모둠은 공책 15권을 3권씩 나누어 가졌고 유정이네 모둠은 공책 16권을 4권씩 나누어 가졌습니다. 공책을 나누어 가진 학생은 모두 몇 명인지 구하시오.,15 / 3 + 16 / 4,9
5마리 고양이에게 먹이 20개를 똑같이 나누어 주려고 합니다. 한 마리 고양이에게 몇 개씩 주면 되는지 쓰시오.,20 / 5,4
5마리 고양이에게 먹이 20개를 똑같이 나누어 주려고 합니다. 한 마리 고양이에게 몇 개씩 주면 되는지 써라.,20 / 5,4
5마리 고양이에게 먹이 20개를 똑같이 나누어 주려고 합니다. 한 마리 고양이에게 몇 개씩 주면 되는지 구하시오.,20 / 5,4
5마리 고양이에게 먹이 20개를 똑같이 나누어 주려고 합니다. 한 마리 고양이에게 몇 개씩 주면 되는지 구해라.,20 / 5,4
5마리 고양이에게 먹이 20개를 똑같이 나누어 주려고 합니다. 한 마리 고양이에게 몇 개씩 주면 되는가?,20 / 5,4
정국이는 포도를 60개 땄습니다. 그 중에서 12개는 썩어서 버리고 남은 포도를 친구들에게 6개씩 나누어 주려고 합니다. 몇 명에게 나누어 줄 수 있을까요?,( 60 - 12 ) / 6,8
정국이는 포도를 60개 땄습니다. 그 중에서 12개는 썩어서 버리고 남은 포도를 친구들에게 6개씩 나누어 주려고 합니다. 몇 명에게 나누어 줄 수 있나요?,( 60 - 12 ) / 6,8
정국이는 포도를 60개 땄습니다. 그 중에서 12개는 썩어서 버리고 남은 포도를 친구들에게 6개씩 나누어 주려고 합니다. 몇 명에게 나누어 줄 수 있는지 알려주세요.,( 60 - 12 ) / 6,8
정국이는 포도를 60개 땄습니다. 그 중에서 12개는 썩어서 버리고 남은 포도를 친구들에게 6개씩 나누어 주려고 합니다. 이런 상황에서 몇 명에게 나누어 줄 수 있을까요?,( 60 - 12 ) / 6,8
정국이는 포도를 60개 땄습니다. 그 중에서 12개는 썩어서 버리고 남은 포도를 친구들에게 6개씩 나누어 주려고 합니다. 과연 몇 명에게 나누어 줄 수 있을까요?,( 60 - 12 ) / 6,8
석진이는 오전에 만든 빵 22개와 오후에 만든 빵 18개를 5개씩 봉지에 담아 모두 포장하였습니다. 포장한 봉지는 모두 몇 개입니까?,( 22 + 18 ) / 5,8
석진이는 오전에 만든 빵 22개와 오후에 만든 빵 18개를 5개씩 봉지에 담아 모두 포장하였습니다. 포장한 봉지는 모두 몇 개인가요?,( 22 + 18 ) / 5,8
석진이는 오전에 만든 빵 22개와 오후에 만든 빵 18개를 5개씩 봉지에 담아 모두 포장하였습니다. 포장한 봉지는 모두 몇 개인가?,( 22 + 18 ) / 5,8
석진이는 오전에 만든 빵 22개와 오후에 만든 빵 18개를 5개씩 봉지에 담아 모두 포장하였습니다. 석진이가 포장한 봉지는 모두 몇 개입니까?,( 22 + 18 ) / 5,8
석진이는 오전에 만든 빵 22개와 오후에 만든 빵 18개를 5개씩 봉지에 담아 모두 포장하였습니다. 포장한 봉지는 모두 몇 개인지 구하시오.,( 22 + 18 ) / 5,8
민영이는 동화책 56쪽을 일주일 동안 매일 똑같이 나누어 읽었습니다. 민영이가 하루에 읽은 동화책의 쪽수를 쓰시오.,56 / 7,8
민영이는 동화책 56쪽을 일주일 동안 매일 똑같이 나누어 읽었습니다. 민영이가 하루에 읽은 동화책의 쪽수를 써라.,56 / 7,8
민영이는 동화책 56쪽을 일주일 동안 매일 똑같이 나누어 읽었습니다. 민영이가 하루에 읽은 동화책의 쪽수를 구하시오.,56 / 7,8
민영이는 동화책 56쪽을 일주일 동안 매일 똑같이 나누어 읽었습니다. 민영이가 하루에 읽은 동화책의 쪽수는 몇 쪽인가?.,56 / 7,8
민영이는 동화책 56쪽을 일주일 동안 매일 똑같이 나누어 읽었습니다. 민영이가 하루에 읽은 동화책의 쪽수를 구해라.,56 / 7,8
공책이 24권 있습니다. 한 명에게 4권씩 나누어 주려고 합니다. 공책을 받을 수 있는 학생은 몇 명입니까?,24 / 4,3
공책이 24권 있습니다. 한 명에게 4권씩 나누어 주려고 합니다. 공책을 받을 수 있는 학생은 몇 명인가요?,24 / 4,3
공책이 24권 있습니다. 한 명에게 4권씩 나누어 주려고 합니다. 공책을 받을 수 있는 학생은 몇 명인가?,24 / 4,3
공책이 24권 있습니다. 한 명에게 4권씩 나누어 주려고 합니다. 공책을 받는 학생은 몇 명입니까?,24 / 4,3
공책이 24권 있습니다. 한 명에게 4권씩 나누어 주려고 합니다. 공책을 받는 학생은 몇 명인가요?,24 / 4,3
전체가 100쪽인 문제집을 44쪽까지 풀었습니다. 남은 문제집을 일주일 동안 매일 같은 양씩 풀어서 모두 풀려고 합니다. 하루에 풀어야 하는 문제집은 몇쪽인가요?,( 100 - 44 ) / 7,8
전체가 100쪽인 문제집을 44쪽까지 풀었습니다. 남은 문제집을 일주일 동안 매일 같은 양씩 풀어서 모두 풀려고 합니다. 하루에 풀어야 하는 문제집은 몇쪽일까요?,( 100 - 44 ) / 7,8
전체가 100쪽인 문제집을 44쪽까지 풀었습니다. 남은 문제집을 일주일 동안 매일 같은 양씩 풀어서 모두 풀려고 합니다. 하루에 풀어야 하는 문제집은 몇쪽일까?,( 100 - 44 ) / 7,8
