Question,Equation,answer
"윤기는 15.0개의 비디오게임을 갖고 있습니다. 윤기가 정국이에게 9.0개를 받고, 비디오 게임 1개당 5분의 시간이 걸릴때, 윤기는 총 몇분동안 게임을 할 수 있습니까?",5.0 * ( 15.0 + 9.0 ),120
"태형이는 21.0개의 바나나를 가지고 있습니다. 그가 친구들에게 3.0개씩 나눠 줄 때, 총 몇 명의 친구들에게 나눠 줄 수 있습니까?",21.0 / 3.0,7
"태형이는 21.0개의 사과를 가지고 있습니다. 그가 친구들에게 3.0개씩 나눠 줄 때, 총 몇 명의 친구들에게 나눠 줄 수 있습니까?",21.0 / 3.0,7
"태형이는 21.0개의 바나나를 가지고 있는데, 그가 친구들에게 3.0개씩 나눠 줬을 때, 총 몇 명의 친구들에게 나눠 줄 수 있습니까?",21.0 / 3.0,7
"태형이는 21.0개의 열대과일를 가지고 있습니다. 그가 친구들에게 3.0개씩 나눠 줄 때, 총 몇 명의 친구들에게 나눠 줄 수 있습니까?",21.0 / 3.0,7
"태형이는 21.0개의 바나나를 가지고 있습니다. 그가 가족들에게 3.0개씩 나눠 줄 때, 총 몇 명의 가족들에게 나눠 줄 수 있습니까?",21.0 / 3.0,7
유정이는 7.0개의 테이블과 3.0개의 의자를 구매했습니다. 각각 4.0원 씩 주고 샀다면 총 얼마를 지불 했습니까?,4.0 * ( 7.0 + 3.0 ),40
유정이는 7.0개의 책상과 3.0개의 의자를 구매했습니다. 각각 4.0원 씩 주고 샀다면 총 얼마를 지불 했습니까?,4.0 * ( 7.0 + 3.0 ),40
"유정이가 7.0개의 테이블과 3.0개의 의자를 구매했을 때, 각각 4.0원 씩 주고 샀다면 총 얼마를 지불 했습니까?",4.0 * ( 7.0 + 3.0 ),40
유정이는 10개의 의자를 구매했습니다. 의자를 4.0원 씩 주고 샀다면 총 얼마를 지불 했습니까?,4.0 * 10,40
유정이는 10개의 책상을 구매했습니다. 책상을 4.0원 씩 주고 샀다면 총 얼마를 지불 했습니까?,4.0 * 10,40
지민이는 밴드에 가입했습니다. 그녀는 145.16원의 트럼펫과 5.84원의 책을 샀습니다. 지민이가 지불한 금액은 얼마입니까?,145.16 + 5.84,151
지민이는 동아리에 가입했습니다. 그녀는 145.16원의 옷과 5.84원의 책을 샀습니다. 지민이가 지불한 금액은 얼마입니까?,145.16 + 5.84,151
지민이는 밴드에 가입했습니다. 그녀는 145.16원의 기타와 5.84원의 드럼을 샀습니다. 지민이가 지불한 금액은 얼마입니까?,145.16 + 5.84,151
지민이는 밴드에 가입했습니다. 그녀는 145.16원의 트럼펫과 5.84원의 책과 5원의 악보를 샀습니다. 지민이가 지불한 금액은 얼마입니까?,145.16 + 5.84 + 5,156
지민이는 밴드에 가입했습니다. 그녀는 140원의 트럼펫을 2개 샀습니다. 지민이가 지불한 금액은 얼마입니까?,140 * 2,280
"민영이는 9.0개의 비타민 통을 구매했습니다. 한개의 비타민 통 당 324.0개의 비타민이 들어있다면, 총 몇개의 비타민이 있습니까?",324.0 * 9.0,2916
"민영이가 9.0개의 비타민 통을 구매했을 때, 한개의 비타민 통 당 324.0개의 비타민이 들어있다면, 총 몇개의 비타민이 있습니까?",324.0 * 9.0,2916
"민영이는 9.0개의 영양제 통을 구매했습니다. 한개의 영양제 통 당 324.0개의 영양제가 들어있다면, 총 몇개의 영양제가 있습니까?",324.0 * 9.0,2916
"민영이는 9.0개의 빼빼로통을 구매했습니다. 한개의 빼빼로통 당 324.0개의 빼빼로가 들어있다면, 총 몇 개의 빼빼로가 있습니까?",324.0 * 9.0,2916
민영이는 통당 324개의 비타민이 들어있는 비타민 통을 9.0개 구매했습니다. 민영이는 총 얼마를 지출하였습니까?,324.0 * 9.0,2916
은지가 시간당 5.0킬로미터를 달리는데 총 25.0킬로 미터를 달렸습니다. 은지는 총 몇 시간이 걸렸습니까?,25.0 / 5.0,5
은지가 초당 5.0킬로미터를 달리는데 총 25.0킬로 미터를 달렸습니다. 은지는 총 몇 초가 걸렸습니까?,25.0 / 5.0,5
은지가 분당당 5.0킬로미터를 달리는데 총 25.0킬로 미터를 달렸습니다. 은지는 총 몇 분이 걸렸습니까?,25.0 / 5.0,5
은지가 시간당 5.0킬로미터를 걷을 수 있는데 총 25.0킬로 미터를 걸었습니다. 은지는 총 몇 시간이 걸렸습니까?,25.0 / 5.0,5
은지가 총 25킬로미터를 달렸는데 5시간이 걸렸습니다. 은지는 시간당 몇 킬로미터를 달릴 수 있습니까?,25.0 / 5.0,5
"남준이는 25.0개의 돌을 갖고 있습니다. 그는 19.0개를 잃어버렸을 때, 현재 갖고있는 돌은 몇개 입니까?",25.0 - 19.0,6
"남준이는 25.0개의 타임스톤을 갖고 있습니다. 그는 19.0개를 잃어버렸을 때, 현재 갖고있는 타임스톤은 몇개 입니까?",25.0 - 19.0,6
"남준이는 25.0개의 돌을 갖고 있다가 타노스에게 19.0개를 빼앗겼을 때, 현재 갖고있는 돌은 몇개 입니까?",25.0 - 19.0,6
남준이는 25.0개의 돌을 갖고 있었지만 19.0개를 잃어버렸습니다. 현재 갖고있는 돌은 몇개 입니까?,25.0 - 19.0,6
"남준이와 민지는 각각 25개, 19개의 돌을 갖고 있습니다. 남준이와 민지가 가지고 있는 돌의 차는 얼마입니까?",25.0 - 19.0,6
학교 토론 팀은 5.0명의 여자와 40.0명의 남자로 구성되어있습니다. 각 그룹당 9.0명을 배치 할 때 총 몇 개의 그룹을 만들 수 있습니까?,( 5.0 + 40.0 ) / 9.0,5
학교 농구 팀은 5.0명의 여자와 40.0명의 남자로 구성되어있습니다. 각 그룹당 9.0명을 배치 할 때 총 몇 개의 그룹을 만들 수 있습니까?,( 5.0 + 40.0 ) / 9.0,5
학교 토론 팀은 5.0명의 남자와 40.0명의 여자로 구성되어있습니다. 각 그룹당 9.0명을 배치 할 때 총 몇 개의 그룹을 만들 수 있습니까?,( 5.0 + 40.0 ) / 9.0,5
"학교 토론 팀이 각각 5.0명의 여자와 40.0명의 남자로 구성되어있을 때, 각 그룹당 9.0명을 배치 할 때 총 몇 개의 그룹을 만들 수 있습니까?",( 5.0 + 40.0 ) / 9.0,5
학교 축구 팀은 45명의 남자로 구성되어있습니다. 각 그룹당 9.0명을 배치 할 때 총 몇 개의 그룹을 만들 수 있습니까?,45 / 9.0,5
"석진이는 900.0개의 종이를 샀습니다. 156.0개의 종이를 사용 했을때, 남은 종이는 몇 개입니까?",900.0 - 156.0,744
"석진이는 900.0개의 색종이를 샀습니다. 156.0개의 색종이를 사용 했을때, 남은 색종이는 몇 개입니까?",900.0 - 156.0,744
"석진이는 900.0개의 양면지를 샀습니다. 156.0개의 양면지를 사용 했을때, 남은 양면지는 몇 개입니까?",900.0 - 156.0,744
"석진이가 900.0개의 종이를 샀고 156.0개의 종이를 사용 했을때, 남은 종이는 몇 개입니까?",900.0 - 156.0,744
"석진이가 900.0개의 종이 중 156.0개의 종이를 사용 했을때, 남은 종이는 몇 개입니까?",900.0 - 156.0,744
"윤기는 36.0마리의 고양이와 18.0마리의 개가 있습니다. 윤기가 고양이 26.0마리를 팔았을 때, 남은 동물은 몇 마리입니까?",36.0 + 18.0 - 26.0,28
"윤기는 36.0마리의 여우와 18.0마리의 개가 있습니다. 윤기가 여우 26.0마리를 팔았을 때, 남은 동물은 몇 마리입니까?",36.0 + 18.0 - 26.0,28
"윤기는 36.0마리의 고양이와 18.0마리의 여우가 있습니다. 윤기가 고양이 26.0마리를 팔았을 때, 남은 동물은 몇 마리입니까?",36.0 + 18.0 - 26.0,28
"윤기는 54마리의 개가 있습니다. 윤기가 개 26.0마리를 팔았을 때, 남은 동물은 몇 마리입니까?",54 - 26.0,28
"윤기는 각각 36.0마리의 고양이와 18.0마리의 개가 있습니다. 윤기가 고양이 26.0마리를 잃어버렸을 때, 남은 동물은 몇 마리입니까?",36.0 + 18.0 - 26.0,28
남준이는 9.0개의 노란색 구슬을 갖고 있습니다. 태형이는 3.0개의 노랑색 구슬을 갖고 있습니다. 두 명이 갖고있는 구슬은 총 몇개 입니까?,9.0 + 3.0,12
남준이가 9.0개의 노란색 구슬을 가지고 있고 태형이는 3.0개의 노랑색 구슬을 갖고 있습니다. 두 명이 갖고있는 구슬은 총 몇개 입니까?,9.0 + 3.0,12
남준이는 9.0개의 노란색 구슬을 갖고 있습니다. 태형이는 3.0개의 노랑색 구슬을 갖고 있습니다. 두 명이 갖고있는 구슬의 차는 몇개 입니까?,9.0 - 3.0,6
남준이는 9.0개의 초록색 구슬을 갖고 있습니다. 태형이는 3.0개의 초록색 구슬을 갖고 있습니다. 두 명이 갖고있는 구슬은 총 몇개 입니까?,9.0 + 3.0,12
남준이는 9.0개의 노란색 구슬을 갖고 있었지만 3.0개의 구슬을 잃어버렸습니다. 남아있는 구슬은 총 몇개 입니까?,9.0 + 3.0,12
꿀벌은 0.36의 꿀을 생산했지만 민영이가 0.05의 꿀을 먹었습니다. 얼마나 많은 꿀이 남아 있습니까?,0.36 - 0.05,0.31
꿀벌은 0.36의 꿀을 생산했지만 0.05의 꿀을 인간에게 빼앗겼습니다.. 얼마나 많은 꿀이 남아 있습니까?,0.36 - 0.05,0.31
꿀벌은 0.36의 꿀을 생산했지만 민영이가 0.05의 꿀을 빼앗았습니다. 얼마나 많은 꿀이 남아 있습니까?,0.36 - 0.05,0.31
꿀벌은 0.36의 꿀을 생산했지만 여왕벌이 0.05의 꿀을 먹었습니다. 얼마나 많은 꿀이 남아 있습니까?,0.36 - 0.05,0.31
꿀벌은 0.36의 꿀을 생생산했고 다른 꿀벌이 0.05의 꿀을 생산했습니다. 얼마나 많은 꿀이 남아 있습니까?,0.36 + 0.05,0.41
호석이는 지우개 81.0개를 갖고 있습니다. 그는 34.0개를 팔았습니다. 호석이는 몇 개의 지우개를 갖고 있습니까?,81.0 - 34.0,47
호석이는 연필을 81.0개를 갖고 있습니다. 그는 34.0개를 팔았습니다. 호석이는 몇 개의 연필을 갖고 있습니까?,81.0 - 34.0,47
호석이는 볼펜을 81.0개를 갖고 있습니다. 그는 34.0개를 팔았습니다. 호석이는 몇 개의 볼펜을 갖고 있습니까?,81.0 - 34.0,47
호석이는 지우개 81.0개를 갖고 있습니다. 그는 34.0개를 더 구매하였습니다. 호석이는 몇 개의 지우개를 갖고 있습니까?,81.0 + 34.0,115
호석이는 지우개 81.0개를 갖고 있었지만 34.0개를 팔았습니다. 호석이는 몇 개의 지우개를 갖고 있습니까?,81.0 - 34.0,47
민영이는 45.0개의 배를 골랐고 유정이는 11.0개의 배를 골랐습니다. 두 사람은 얼마나 많은 배를 골랐습니까?,45.0 + 11.0,56
민영이는 45.0개의 사과를 골랐고 유정이는 11.0개의 사과를 골랐습니다. 두 사람은 얼마나 많은 사과를 골랐습니까?,45.0 + 11.0,56
민영이는 45.0개의 배를 골랐고 유정이는 11.0개의 사과를 골랐습니다. 두 사람은 얼마나 많은 과일을 골랐습니까?,45.0 + 11.0,56
민영이는 45.0개의 배를 골랐고 11.0개의 사과를 골랐습니다. 민영이는 몇 개의 과일을 골랐습니까?,45.0 + 11.0,56
민영이는 45.0개의 배를 골랐고 그 중 11개를 뺐습니다. 민영이는 현재 몇 개의 배를 골랐습니까?,45.0 - 11.0,34
서랍에는 9.0개의 연필과 4.0개의 자가 있습니다. 은지는 서랍에서 4.0개의 연필을 사용했습니다. 몇 개의 연필이 남아 있습니까?,9.0 - 4.0,5
서랍에는 9.0개의 연필과 4.0개의 볼펜이 있습니다. 은지는 서랍에서 4.0개의 연필을 사용했습니다. 몇 개의 연필이 남아 있습니까?,9.0 - 4.0,5
서랍에는 9.0개의 자와 4.0개의 연필이 있습니다. 은지는 서랍에서 4.0개의 자를 사용했습니다. 몇 개의 자가 남아 있습니까?,9.0 - 4.0,5
서랍에는 9.0개의 연필이 있습니다. 은지는 서랍에서 4.0개의 연필을 사용했습니다. 몇 개의 연필이 남아 있습니까?,9.0 - 4.0,5
책상에는 9.0개의 연필이 있었는데 서랍에서 4.0개의 연필을 사용했습니다. 몇 개의 연필이 남아 있습니까?,9.0 - 4.0,5
은지는 5.0개의 카드가 있습니다. 유나는 은지에게 3.0개의 카드를 구입했습니다. 은지는 몇개의 카드가 있습니까?,5.0 - 3.0,2
은지는 5.0개의 카드가 있었지만 유나가 은지에게 3.0개의 카드를 구입했습니다. 은지는 몇개의 카드가 있습니까?,5.0 - 3.0,2
은지는 5.0개의 카드가 있었지만 3.0개의 카드를 잃어버렸습니다. 은지는 몇개의 카드가 있습니까?,5.0 - 3.0,2
은지는 5.0개의 유희왕카드가 있습니다. 유나는 은지에게 3.0개의 유희왕카드를 구입했습니다. 은지는 몇개의 유희왕카드가 있습니까?,5.0 - 3.0,2
은지는 5.0개의 카드가 있었는데 3개의 카드를 추가로 구입했습니다. 은지는 몇개의 카드가 있습니까?,5.0 + 3.0,8
정국이는 헤드셋을 1346.0원에 샀습니다. 지민이는 6444.0원에 샀습니다. 두 명이 구입한 총 금액은 얼마입니까?,1346.0 + 6444.0,7790
정국이는 이어폰을 1346.0원에 샀습니다. 지민이는 6444.0원에 샀습니다. 두 명이 구입한 총 금액은 얼마입니까?,1346.0 + 6444.0,7790
정국이는 헤드셋을 1346.0원에 구매했고 지민이는 6444.0원에 샀습니다. 두 명이 구입한 총 금액은 얼마입니까?,1346.0 + 6444.0,7790
정국이는 헤드셋을 100원에 샀습니다. 지민이는 20원에 샀습니다. 두 명이 구입한 금액의 차는 얼마입니까?,100 - 20,80
정국이는 이어폰을 1346.0원에 구매했고 추가로 6444.0원에 헤드폰을 구매했습니다. 두 명이 구입한 총 금액은 얼마입니까?,1346.0 + 6444.0,7790
매장 1개당 1250.0명이 방문했습니다. 총 3개의 매장이 있을 때 총 몇명이 방문 했습니까?,1250.0 * 3.0,3750
매장 1개당 1250.0명이 방문했는데 총 3개의 매장이 있을 때 총 몇명이 방문 했습니까?,1250.0 * 3.0,3750
문구점 1개당 1250.0명이 방문했습니다. 총 3개의 문구점이 있을 때 총 몇명이 방문 했습니까?,1250.0 * 3.0,3750
"총 3개의 매장에 각각 1250명이 방문했을 때, 총 몇 명이 매장에 방문 했습니까?",1250.0 * 3.0,3750
백화점 1개당 1250.0명이 방문했지만 총 3개의 백화점이 있을 때 총 몇명이 방문 했습니까?,1250.0 * 3.0,3750
정국이는 41.0개의 샤프심을 갖고 있습니다. 유나는 30.0개의 샤프심을 갖고 있습니다. 총 샤프심의 갯수는 얼마입니까?,41.0 + 30.0,71
정국이는 41.0개의 볼펜을 갖고 있습니다. 유나는 30.0개의 볼펜을 갖고 있습니다. 총 볼펜의 갯수는 얼마입니까?,41.0 + 30.0,71
정국이는 41.0개의 샤프심을 갖고 있는데 유나는 30.0개의 샤프심을 갖고 있습니다. 총 샤프심의 갯수는 얼마입니까?,41.0 + 30.0,71
정국이는 41.0개의 샤프심을 가지고 있고 유나는 30.0개의 샤프심을 갖고 있습니다. 총 샤프심의 갯수는 얼마입니까?,41.0 + 30.0,71
정국이는 41.0개의 샤프심을 가지고 있지만 30개의 샤프심을 잃어버렸습니다. 총 샤프심의 갯수는 얼마입니까?,41.0 - 30.0,11
민영이는 8.0개의 계란을 갖고 있습니다. 호석이가 62.0개의 계란을 주었다면 민영이가 갖고 있는 계란을 몇 개입니까?,8.0 + 62.0,70
민영이는 8.0개의 메추리알을 갖고 있습니다. 호석이가 62.0개의 메추리알을 주었다면 민영이가 갖고 있는 메추리알을 몇 개입니까?,8.0 + 62.0,70
민영이는 8.0개의 계란을 갖고 있었는데 호석이가 62.0개의 계란을 주었다면 민영이가 갖고 있는 계란을 몇 개입니까?,8.0 + 62.0,70
"민영이와 호석이는 각각 8개, 62.0개의 계란을 가지고 있습니다. 두 사람이 가지고 있는 계란은 몇 개입니까?",8.0 + 62.0,70
"민영이와 호석이는 각각 8개, 62.0개의 계란을 가지고 있습니다. 두 사람이 가지고 있는 계란의 차는 몇 개입니까?",62 - 8,54
"호석이는 3개의 카드를 갖고 있습니다. 추가로 42.0개의 카드를 구매하고 한 개당 5.0개의 카드가 들어가는 지갑을 살 때, 몇 개의 지갑을 사야 합니까?",( 3.0 + 42.0 ) / 5.0,9
"호석이는 3개의 카드를 갖고 있었지만 추가로 42.0개의 카드를 구매하고 한 개당 5.0개의 카드가 들어가는 지갑을 살 때, 몇 개의 지갑을 사야 합니까?",( 3.0 + 42.0 ) / 5.0,9
"호석이는 45개의 카드를 갖고 있습니다. 한 개당 5.0개의 카드가 들어가는 지갑을 살 때, 몇 개의 지갑을 사야 합니까?",45 / 5.0,9
"호석이는 3개의 카드를 갖고 있습니다. 추가로 40개의 카드와 2개의 카드를 구매하고 한 개당 5.0개의 카드가 들어가는 지갑을 살 때, 몇 개의 지갑을 사야 합니까?",( 3.0 + 40 + 2 ) / 5.0,9
"호석이는 3개의 카드를 갖고 있습니다. 추가로 42.0개의 카드를 구매하고 한 개당 5.0개의 카드가 들어가는 지갑을 살 때, 몇 개의 지갑을 사야 합니까?",( 3.0 + 42.0 ) / 5.0,9
"민영이는 100.0개의 종이를 갖고 있습니다. 한 사람당 20.0개의 종이를 나누어 주려고 할 때, 총 몇 명에게 나누어 줄 수 있습니까?",100.0 / 20.0,5
"민영이는 100.0개의 학종이를 갖고 있습니다. 한 사람당 20.0개의 학종이를 나누어 주려고 할 때, 총 몇 명에게 나누어 줄 수 있습니까?",100.0 / 20.0,5
"민영이는 100.0개의 종이를 갖고 있고, 한 사람당 20.0개의 종이를 나누어 주려고 할 때, 총 몇 명에게 나누어 줄 수 있습니까?",100.0 / 20.0,5
"민영이는 100.0개의 종이를 한 사람당 20.0개의 종이로 나누어 주려고 할 때, 총 몇 명에게 나누어 줄 수 있습니까?",100.0 / 20.0,5
한 사람당 20.0개의 종이를 나누어 줄 수 있는데 민영이는 100.0개의 종이를 갖고 있습니다. 민영이는 총 몇 명에게 나누어 줄 수 있습니까?,100.0 / 20.0,5
은지는 하루에 피자를 5조각 먹을 수 있습니다. 4일동안 몇 조각의 피자를 먹을 수 있습니까?,5.0 * 4.0,20
은지는 하루에 치킨을 5조각 먹을 수 있습니다. 4일동안 몇 조각의 치킨을 먹을 수 있습니까?,5.0 * 4.0,20
"은지는 하루에 피자를 5조각 먹을 수 있을 때, 4일동안 몇 조각의 피자를 먹을 수 있습니까?",5.0 * 4.0,20
"은지는 하루에 피자를 5조각 먹을 수 있지만 4일동안 피자를 먹어야 할 때, 몇 조각의 피자를 먹을 수 있습니까?",5.0 * 4.0,20
사람들은 하루에 피자를 5조각 먹을 수 있습니다. 4명이 피자를 먹을 때 총 몇 조각의 피자를 먹을 수 있습니까?,5.0 * 4.0,20
"토요일에 0.4인치의 옷을 샀습니다. 일요일에 0.2인치의 옷을 샀을때, 총 옷의 길이는 얼마입니까?",0.2 + 0.4,0.6
"토요일에 0.4인치의 옷을 샀고, 일요일에 0.2인치의 옷을 샀을때, 총 옷의 길이는 얼마입니까?",0.2 + 0.4,0.6
"월요일에 0.4인치의 옷을 샀습니다. 수요일에 0.2인치의 옷을 샀을때, 총 옷의 길이는 얼마입니까?",0.2 + 0.4,0.6
"토요일에 0.4인치의 옷을 샀습니다. 일요일에 0.2인치의 옷을 버렸을때, 총 옷의 길이는 얼마입니까?",0.4 - 0.2,0.2
"화요일에 0.4인치의 옷을 샀습니다. 일요일에 0.2인치의 옷을 샀을때, 총 옷의 길이는 얼마입니까?",0.2 + 0.4,0.6
"유정이는 37.0개의 꽃을 샀습니다. 그녀가 16.0개의 꽃을 팔고, 나중에 19.0개의 꽃을 샀을 때, 가진 꽃은 총 몇 개 입니까?",37.0 + 19.0 - 16.0,40
"유정이는 37.0개의 유채꽃을 샀습니다. 그녀가 16.0개의 유채꽃을 팔고, 나중에 19.0개의 무궁화꽃을 샀을 때, 가진 꽃은 총 몇 개 입니까?",37.0 + 19.0 - 16.0,40
"유정이는 37.0개의 꽃을 샀습니다. 그녀가 16.0개의 꽃을 팔고, 나중에 19.0개의 꽃을 팔았을 때, 가진 꽃은 총 몇 개 입니까?",37.0 - 19.0 - 16.0,2
"유정이는 37.0개의 꽃을 샀지만 그녀가 16.0개의 꽃을 팔고, 나중에 19.0개의 꽃을 샀을 때, 가진 꽃은 총 몇 개 입니까?",37.0 + 19.0 - 16.0,40
"유정이는 37.0개의 꽃을 샀습니다. 그녀가 16.0개의 꽃을 사고, 나중에 19.0개의 꽃을 샀을 때, 가진 꽃은 총 몇 개 입니까?",37.0 + 19.0 + 16.0,72
현재 37.0그루의 짧은 나무와 30.0그루의 큰 나무가 있습니다. 은지가 20.0개의 짧은 나무를 베었다면 총 몇그루의 짧은 나무가 남아있습니까?,37.0 - 20.0,17
현재 37.0그루의 짧은 나무와 30.0그루의 큰 나무가 있는데 은지가 20.0개의 짧은 나무를 베었다면 총 몇그루의 짧은 나무가 남아있습니까?,37.0 - 20.0,17
현재 37.0그루의 짧은 나무가 있습니다. 은지가 20.0개의 짧은 나무를 베었다면 총 몇그루의 짧은 나무가 남아있습니까?,37.0 - 20.0,17
현재 37.0그루의 짧은 나무와 30.0그루의 큰 나무가 있습니다. 은지가 20.0개의 큰 나무를 베었다면 총 몇그루의 큰 나무가 남아있습니까?,30 - 20,10
