Question,Equation,answer
어떤 수에 0.5를 더해야 할 것을 잘못하여 나눴더니 0.6가 되었습니다. 바르게 계산한 값은 얼마인지 구해라.,( 0.6 * 0.5 ) + 0.5,0.8
"5개의 수 483, 509, 668, 237, 125가 있습니다. 가장 큰 수와 가장 작은 수의 합은 얼마입니까?","max( 483 , 509 , 668 , 237 , 125 ) + min( 483 , 509 , 668 , 237 , 125 )",793
"5개의 수 483, 509, 668, 237, 125가 있습니다. 가장 큰 수와 가장 작은 수의 합은 얼마인지 구하시오.","max( 483 , 509 , 668 , 237 , 125 ) + min( 483 , 509 , 668 , 237 , 125 )",793
"5개의 수 483, 509, 668, 237, 125가 있습니다. 가장 큰 수와 가장 작은 수의 합은 얼마인지 쓰시오.","max( 483 , 509 , 668 , 237 , 125 ) + min( 483 , 509 , 668 , 237 , 125 )",793
"5개의 수 483, 509, 668, 237, 125가 있습니다. 가장 큰 수와 가장 작은 수의 합은 얼마인지 구해라.","max( 483 , 509 , 668 , 237 , 125 ) + min( 483 , 509 , 668 , 237 , 125 )",793
"5개의 수 483, 509, 668, 237, 125가 있습니다. 가장 큰 수와 가장 작은 수의 덧셈은 얼마입니까?","max( 483 , 509 , 668 , 237 , 125 ) + min( 483 , 509 , 668 , 237 , 125 )",793
"5개의 수 483, 509, 668, 237, 125가 있습니다. 가장 큰 수와 가장 작은 수의 덧셈은 얼마인지 구하시오.","max( 483 , 509 , 668 , 237 , 125 ) + min( 483 , 509 , 668 , 237 , 125 )",793
"5개의 수 483, 509, 668, 237, 125가 있습니다. 가장 큰 수와 가장 작은 수의 덧셈은 얼마인지 쓰시오.","max( 483 , 509 , 668 , 237 , 125 ) + min( 483 , 509 , 668 , 237 , 125 )",793
"5개의 수 483, 509, 668, 237, 125가 있습니다. 가장 큰 수와 가장 작은 수의 덧셈은 얼마인지 구해라.","max( 483 , 509 , 668 , 237 , 125 ) + min( 483 , 509 , 668 , 237 , 125 )",793
"5개의 수 483, 509, 668, 237, 125가 있습니다. 가장 큰 수와 가장 작은 수의 곱은 얼마입니까?","max( 483 , 509 , 668 , 237 , 125 ) * min( 483 , 509 , 668 , 237 , 125 )",3340
"5개의 수 483, 509, 668, 237, 125가 있습니다. 가장 큰 수와 가장 작은 수의 곱은 얼마인지 구하시오.","max( 483 , 509 , 668 , 237 , 125 ) * min( 483 , 509 , 668 , 237 , 125 )",3340
"5개의 수 483, 509, 668, 237, 125가 있습니다. 가장 큰 수와 가장 작은 수의 곱은 얼마인지 쓰시오.","max( 483 , 509 , 668 , 237 , 125 ) * min( 483 , 509 , 668 , 237 , 125 )",3340
"5개의 수 483, 509, 668, 237, 125가 있습니다. 가장 큰 수와 가장 작은 수의 곱은 얼마인지 구해라.","max( 483 , 509 , 668 , 237 , 125 ) * min( 483 , 509 , 668 , 237 , 125 )",3340
"5개의 수 483, 509, 668, 237, 125가 있습니다. 가장 큰 수와 가장 작은 수의 차는 얼마입니까?","max( 483 , 509 , 668 , 237 , 125 ) - min( 483 , 509 , 668 , 237 , 125 )",663
"5개의 수 483, 509, 668, 237, 125가 있습니다. 가장 큰 수와 가장 작은 수의 차는 얼마인지 구하시오.","max( 483 , 509 , 668 , 237 , 125 ) - min( 483 , 509 , 668 , 237 , 125 )",663
"5개의 수 483, 509, 668, 237, 125가 있습니다. 가장 큰 수와 가장 작은 수의 차는 얼마인지 쓰시오.","max( 483 , 509 , 668 , 237 , 125 ) - min( 483 , 509 , 668 , 237 , 125 )",663
"5개의 수 483, 509, 668, 237, 125가 있습니다. 가장 큰 수와 가장 작은 수의 차는 얼마인지 구해라.","max( 483 , 509 , 668 , 237 , 125 ) - min( 483 , 509 , 668 , 237 , 125 )",663
"5개의 수 483, 509, 668, 237, 125가 있습니다. 가장 큰 수와 가장 작은 수의 뺄셈은 얼마입니까?","max( 483 , 509 , 668 , 237 , 125 ) - min( 483 , 509 , 668 , 237 , 125 )",663
"5개의 수 483, 509, 668, 237, 125가 있습니다. 가장 큰 수와 가장 작은 수의 뺄셈은 얼마인지 구하시오.","max( 483 , 509 , 668 , 237 , 125 ) - min( 483 , 509 , 668 , 237 , 125 )",663
"5개의 수 483, 509, 668, 237, 125가 있습니다. 가장 큰 수와 가장 작은 수의 뺄셈은 얼마인지 쓰시오.","max( 483 , 509 , 668 , 237 , 125 ) - min( 483 , 509 , 668 , 237 , 125 )",663
"5개의 수 483, 509, 668, 237, 125가 있습니다. 가장 큰 수와 가장 작은 수의 뺄셈은 얼마인지 구해라.","max( 483 , 509 , 668 , 237 , 125 ) - min( 483 , 509 , 668 , 237 , 125 )",663
"621, 326, 745 중에서 가장 큰 수와 가장 작은 수의 차를 구해 보세요.","max( 621 , 326 , 745 ) - min( 621 , 326 , 745 )",419
"621, 326, 745 중에서 가장 큰 수와 가장 작은 수의 차를 구해라.","max( 621 , 326 , 745 ) - min( 621 , 326 , 745 )",419
"621, 326, 745 중에서 가장 큰 수와 가장 작은 수의 차를 쓰시오.","max( 621 , 326 , 745 ) - min( 621 , 326 , 745 )",419
"621, 326, 745 중에서 가장 큰 수와 가장 작은 수의 차는 얼마입니까?","max( 621 , 326 , 745 ) - min( 621 , 326 , 745 )",419
"621, 326, 745 중에서 가장 큰 수와 가장 작은 수의 뺄셈을 구해 보세요.","max( 621 , 326 , 745 ) - min( 621 , 326 , 745 )",419
"621, 326, 745 중에서 가장 큰 수와 가장 작은 수의 뺄셈을 구해라.","max( 621 , 326 , 745 ) - min( 621 , 326 , 745 )",419
"621, 326, 745 중에서 가장 큰 수와 가장 작은 수의 뺄셈을 쓰시오.","max( 621 , 326 , 745 ) - min( 621 , 326 , 745 )",419
"621, 326, 745 중에서 가장 큰 수와 가장 작은 수의 뺄셈은 얼마입니까?","max( 621 , 326 , 745 ) - min( 621 , 326 , 745 )",419
"621, 326, 745 중에서 가장 큰 수와 가장 작은 수의 덧셈을 구해 보세요.","max( 621 , 326 , 745 ) + min( 621 , 326 , 745 )",1071
"621, 326, 745 중에서 가장 큰 수와 가장 작은 수의 덧셈을 구해라.","max( 621 , 326 , 745 ) + min( 621 , 326 , 745 )",1071
"621, 326, 745 중에서 가장 큰 수와 가장 작은 수의 덧셈을 쓰시오.","max( 621 , 326 , 745 ) + min( 621 , 326 , 745 )",1071
"621, 326, 745 중에서 가장 큰 수와 가장 작은 수의 덧셈은 얼마입니까?","max( 621 , 326 , 745 ) + min( 621 , 326 , 745 )",1071
"621, 326, 745 중에서 가장 큰 수와 가장 작은 수의 합을 구해 보세요.","max( 621 , 326 , 745 ) + min( 621 , 326 , 745 )",1071
"621, 326, 745 중에서 가장 큰 수와 가장 작은 수의 합을 구해라.","max( 621 , 326 , 745 ) + min( 621 , 326 , 745 )",1071
"621, 326, 745 중에서 가장 큰 수와 가장 작은 수의 합을 쓰시오.","max( 621 , 326 , 745 ) + min( 621 , 326 , 745 )",1071
"621, 326, 745 중에서 가장 큰 수와 가장 작은 수의 합은 얼마입니까?","max( 621 , 326 , 745 ) + min( 621 , 326 , 745 )",1071
"621, 326, 745 중에서 가장 큰 수와 가장 작은 수의 나눗셈을 구해 보세요.","max( 621 , 326 , 745 ) / min( 621 , 326 , 745 )",2.285
"621, 326, 745 중에서 가장 큰 수와 가장 작은 수의 나눗셈을 구해라.","max( 621 , 326 , 745 ) / min( 621 , 326 , 745 )",2.285
"621, 326, 745 중에서 가장 큰 수와 가장 작은 수의 나눗셈을 쓰시오.","max( 621 , 326 , 745 ) / min( 621 , 326 , 745 )",2.285
"621, 326, 745 중에서 가장 큰 수와 가장 작은 수의 나눗셈은 얼마입니까?","max( 621 , 326 , 745 ) / min( 621 , 326 , 745 )",2.285
"621, 326, 745 중에서 가장 큰 수를 가장 작은 수로 나눈 몫을 구해 보세요.","max( 621 , 326 , 745 ) // min( 621 , 326 , 745 )",2
"621, 326, 745 중에서 가장 큰 수를 가장 작은 수로 나눈 몫을 구해라.","max( 621 , 326 , 745 ) // min( 621 , 326 , 745 )",2
"621, 326, 745 중에서 가장 큰 수를 가장 작은 수로 나눈 몫을 쓰시오.","max( 621 , 326 , 745 ) // min( 621 , 326 , 745 )",2
"621, 326, 745 중에서 가장 큰 수를 가장 작은 수로 나눈 몫은 얼마입니까?","max( 621 , 326 , 745 ) // min( 621 , 326 , 745 )",2
"태형이네 학교에는 남학생이 302명, 여학생이 275명 있습니다. 남학생과 여학생 중에서 어느 쪽이 더 많을까요?",'남학생' if 302 > 275 else '여학생',남학생
"61, 4, 7, 72 중에서 가장 큰 수와 가장 작은 수의 곱은 얼마인가요?","max( 61 , 4 , 7 , 72 ) * min( 61 , 4 , 7 , 72 )",288
"61, 4, 7, 72 중에서 가장 큰 수와 가장 작은 수의 곱은 얼마입니까?","max( 61 , 4 , 7 , 72 ) * min( 61 , 4 , 7 , 72 )",288
"61, 4, 7, 72 중에서 가장 큰 수와 가장 작은 수의 곱을 구하시오.","max( 61 , 4 , 7 , 72 ) * min( 61 , 4 , 7 , 72 )",288
"61, 4, 7, 72 중에서 가장 큰 수와 가장 작은 수의 곱을 구해라.","max( 61 , 4 , 7 , 72 ) * min( 61 , 4 , 7 , 72 )",288
"61, 4, 7, 72 중에서 가장 큰 수와 가장 작은 수의 곱을 쓰시오.","max( 61 , 4 , 7 , 72 ) * min( 61 , 4 , 7 , 72 )",288
"61, 4, 7, 72 중에서 가장 큰 수와 가장 작은 수의 뺄셈은 얼마인가요?","max( 61 , 4 , 7 , 72 ) - min( 61 , 4 , 7 , 72 )",68
"61, 4, 7, 72 중에서 가장 큰 수와 가장 작은 수의 뺄셈은 얼마입니까?","max( 61 , 4 , 7 , 72 ) - min( 61 , 4 , 7 , 72 )",68
"61, 4, 7, 72 중에서 가장 큰 수와 가장 작은 수의 뺄셈을 구하시오.","max( 61 , 4 , 7 , 72 ) - min( 61 , 4 , 7 , 72 )",68
"61, 4, 7, 72 중에서 가장 큰 수와 가장 작은 수의 뺄셈을 구해라.","max( 61 , 4 , 7 , 72 ) - min( 61 , 4 , 7 , 72 )",68
"61, 4, 7, 72 중에서 가장 큰 수와 가장 작은 수의 뺄셈을 쓰시오.","max( 61 , 4 , 7 , 72 ) - min( 61 , 4 , 7 , 72 )",68
"61, 4, 7, 72 중에서 가장 큰 수와 가장 작은 수의 차는 얼마인가요?","max( 61 , 4 , 7 , 72 ) - min( 61 , 4 , 7 , 72 )",68
"61, 4, 7, 72 중에서 가장 큰 수와 가장 작은 수의 차는 얼마입니까?","max( 61 , 4 , 7 , 72 ) - min( 61 , 4 , 7 , 72 )",68
"61, 4, 7, 72 중에서 가장 큰 수와 가장 작은 수의 차를 구하시오.","max( 61 , 4 , 7 , 72 ) - min( 61 , 4 , 7 , 72 )",68
"61, 4, 7, 72 중에서 가장 큰 수와 가장 작은 수의 차를 구해라.","max( 61 , 4 , 7 , 72 ) - min( 61 , 4 , 7 , 72 )",68
"61, 4, 7, 72 중에서 가장 큰 수와 가장 작은 수의 차를 쓰시오.","max( 61 , 4 , 7 , 72 ) - min( 61 , 4 , 7 , 72 )",68
"61, 4, 7, 72 중에서 가장 큰 수와 가장 작은 수의 덧셈은 얼마인가요?","max( 61 , 4 , 7 , 72 ) + min( 61 , 4 , 7 , 72 )",76
"61, 4, 7, 72 중에서 가장 큰 수와 가장 작은 수의 덧셈은 얼마입니까?","max( 61 , 4 , 7 , 72 ) + min( 61 , 4 , 7 , 72 )",76
"61, 4, 7, 72 중에서 가장 큰 수와 가장 작은 수의 덧셈을 구하시오.","max( 61 , 4 , 7 , 72 ) + min( 61 , 4 , 7 , 72 )",76
"61, 4, 7, 72 중에서 가장 큰 수와 가장 작은 수의 덧셈을 구해라.","max( 61 , 4 , 7 , 72 ) + min( 61 , 4 , 7 , 72 )",76
"61, 4, 7, 72 중에서 가장 큰 수와 가장 작은 수의 덧셈을 쓰시오.","max( 61 , 4 , 7 , 72 ) + min( 61 , 4 , 7 , 72 )",76
"61, 4, 7, 72 중에서 가장 큰 수와 가장 작은 수의 합은 얼마인가요?","max( 61 , 4 , 7 , 72 ) + min( 61 , 4 , 7 , 72 )",76
"61, 4, 7, 72 중에서 가장 큰 수와 가장 작은 수의 합은 얼마입니까?","max( 61 , 4 , 7 , 72 ) + min( 61 , 4 , 7 , 72 )",76
"61, 4, 7, 72 중에서 가장 큰 수와 가장 작은 수의 합을 구하시오.","max( 61 , 4 , 7 , 72 ) + min( 61 , 4 , 7 , 72 )",76
"61, 4, 7, 72 중에서 가장 큰 수와 가장 작은 수의 합을 구해라.","max( 61 , 4 , 7 , 72 ) + min( 61 , 4 , 7 , 72 )",76
"61, 4, 7, 72 중에서 가장 큰 수와 가장 작은 수의 합을 쓰시오.","max( 61 , 4 , 7 , 72 ) + min( 61 , 4 , 7 , 72 )",76
"3개의 수 8.6, 9.1, 8.3 중에서 가장 큰 수는 무엇인가요?","max( 8.6 , 9.1 , 8.3 )",9.1
"3개의 수 8.6, 9.1, 8.3 중에서 가장 큰 수는 얼마입니까?","max( 8.6 , 9.1 , 8.3 )",9.1
"3개의 수 8.6, 9.1, 8.3 중에서 가장 큰 수를 구해라.","max( 8.6 , 9.1 , 8.3 )",9.1
"3개의 수 8.6, 9.1, 8.3 중에서 가장 큰 수를 구하시오.","max( 8.6 , 9.1 , 8.3 )",9.1
"3개의 수 8.6, 9.1, 8.3 중에서 가장 큰 수를 쓰시오.","max( 8.6 , 9.1 , 8.3 )",9.1
"3개의 수 8.6, 9.1, 8.3 중에서 가장 작은 수는 무엇인가요?","min( 8.6 , 9.1 , 8.3 )",3
"3개의 수 8.6, 9.1, 8.3 중에서 가장 작은 수는 얼마입니까?","min( 8.6 , 9.1 , 8.3 )",3
"3개의 수 8.6, 9.1, 8.3 중에서 가장 작은 수를 쓰시오.","min( 8.6 , 9.1 , 8.3 )",3
"3개의 수 8.6, 9.1, 8.3 중에서 가장 작은 수를 구하시오.","min( 8.6 , 9.1 , 8.3 )",3
"3개의 수 8.6, 9.1, 8.3 중에서 가장 작은 수를 구해라.","min( 8.6 , 9.1 , 8.3 )",3
"69, 44, 32, 23 중 가장 큰 수를 가장 작은 수로 나눈 몫을 구하시오.","max( 69 , 44 , 32 , 23 ) // min( 69 , 44 , 32 , 23 )",3
"69, 44, 32, 23 중 가장 큰 수를 가장 작은 수로 나눈 몫은 얼마입니까?","max( 69 , 44 , 32 , 23 ) // min( 69 , 44 , 32 , 23 )",3
"69, 44, 32, 23 중 가장 큰 수를 가장 작은 수로 나눈 몫을 구해라.","max( 69 , 44 , 32 , 23 ) // min( 69 , 44 , 32 , 23 )",3
"69, 44, 32, 23 중 가장 큰 수를 가장 작은 수로 나눈 몫을 쓰시오.","max( 69 , 44 , 32 , 23 ) // min( 69 , 44 , 32 , 23 )",3
"69, 44, 32, 23 중 가장 큰 수와 가장 작은 수로 덧셈을 구하시오.","max( 69 , 44 , 32 , 23 ) + min( 69 , 44 , 32 , 23 )",92
"69, 44, 32, 23 중 가장 큰 수와 가장 작은 수로 덧셈은 얼마입니까?","max( 69 , 44 , 32 , 23 ) + min( 69 , 44 , 32 , 23 )",92
"69, 44, 32, 23 중 가장 큰 수와 가장 작은 수로 덧셈을 구해라.","max( 69 , 44 , 32 , 23 ) + min( 69 , 44 , 32 , 23 )",92
"69, 44, 32, 23 중 가장 큰 수와 가장 작은 수로 덧셈을 쓰시오.","max( 69 , 44 , 32 , 23 ) + min( 69 , 44 , 32 , 23 )",92
"69, 44, 32, 23 중 가장 큰 수와 가장 작은 수로 합을 구하시오.","max( 69 , 44 , 32 , 23 ) + min( 69 , 44 , 32 , 23 )",92
"69, 44, 32, 23 중 가장 큰 수와 가장 작은 수로 합은 얼마입니까?","max( 69 , 44 , 32 , 23 ) + min( 69 , 44 , 32 , 23 )",92
"69, 44, 32, 23 중 가장 큰 수와 가장 작은 수로 합을 구해라.","max( 69 , 44 , 32 , 23 ) + min( 69 , 44 , 32 , 23 )",92
"69, 44, 32, 23 중 가장 큰 수와 가장 작은 수로 합을 쓰시오.","max( 69 , 44 , 32 , 23 ) + min( 69 , 44 , 32 , 23 )",92
"69, 44, 32, 23 중 가장 큰 수와 가장 작은 수로 뺄셈을 구하시오.","max( 69 , 44 , 32 , 23 ) - min( 69 , 44 , 32 , 23 )",46
"69, 44, 32, 23 중 가장 큰 수와 가장 작은 수로 뺄셈은 얼마입니까?","max( 69 , 44 , 32 , 23 ) - min( 69 , 44 , 32 , 23 )",46
"69, 44, 32, 23 중 가장 큰 수와 가장 작은 수로 뺄셈을 구해라.","max( 69 , 44 , 32 , 23 ) - min( 69 , 44 , 32 , 23 )",46
"69, 44, 32, 23 중 가장 큰 수와 가장 작은 수로 뺄셈을 쓰시오.","max( 69 , 44 , 32 , 23 ) - min( 69 , 44 , 32 , 23 )",46
"69, 44, 32, 23 중 가장 큰 수와 가장 작은 수로 차를 구하시오.","max( 69 , 44 , 32 , 23 ) - min( 69 , 44 , 32 , 23 )",46
"69, 44, 32, 23 중 가장 큰 수와 가장 작은 수로 차는 얼마입니까?","max( 69 , 44 , 32 , 23 ) - min( 69 , 44 , 32 , 23 )",46
"69, 44, 32, 23 중 가장 큰 수와 가장 작은 수로 차를 구해라.","max( 69 , 44 , 32 , 23 ) - min( 69 , 44 , 32 , 23 )",46
"69, 44, 32, 23 중 가장 큰 수와 가장 작은 수로 차를 쓰시오.","max( 69 , 44 , 32 , 23 ) - min( 69 , 44 , 32 , 23 )",46
"69, 44, 32, 23 중 가장 큰 수를 가장 작은 수로 나눈 나머지를 구하시오.","max( 69 , 44 , 32 , 23 ) % min( 69 , 44 , 32 , 23 )",0
"69, 44, 32, 23 중 가장 큰 수를 가장 작은 수로 나눈 나머지를 구해라.","max( 69 , 44 , 32 , 23 ) % min( 69 , 44 , 32 , 23 )",0
"69, 44, 32, 23 중 가장 큰 수를 가장 작은 수로 나눈 나머지를 쓰시오.","max( 69 , 44 , 32 , 23 ) % min( 69 , 44 , 32 , 23 )",0
"69, 44, 32, 23 중 가장 큰 수를 가장 작은 수로 나눈 나머지는 얼마입니까?","max( 69 , 44 , 32 , 23 ) % min( 69 , 44 , 32 , 23 )",0
"도화지에 은지는 길이가 3.5cm가 되도록 선분을 그었고, 유나는 2.8cm가 되도록 선분을 그었습니다. 두 사람 중에서 더 긴 선분을 그은 사람은 누구일까요?",'은지' if 3.5 > 2.8 else '유나',은지
"도화지에 은지는 길이가 3.5cm가 되도록 선분을 그었고, 유나는 2.8cm가 되도록 선분을 그었습니다. 두 사람 중에서 더 짧은 선분을 그은 사람은 누구일까요?",'은지' if 3.5 < 2.8 else '유나',유나
"3, 6, 12, 18 중에서 가장 큰 수를 가장 작은 수로 나눈 몫을 구해 보세요.","max( 3 , 6 , 12 , 18 ) // min( 3 , 6 , 12 , 18 )",6
"3, 6, 12, 18 중에서 가장 큰 수를 가장 작은 수로 나눈 몫은 얼마입니까?","max( 3 , 6 , 12 , 18 ) // min( 3 , 6 , 12 , 18 )",6
"3, 6, 12, 18 중에서 가장 큰 수를 가장 작은 수로 나눈 몫을 구하시오.","max( 3 , 6 , 12 , 18 ) // min( 3 , 6 , 12 , 18 )",6
"3, 6, 12, 18 중에서 가장 큰 수를 가장 작은 수로 나눈 몫을 구해라.","max( 3 , 6 , 12 , 18 ) // min( 3 , 6 , 12 , 18 )",6
"3, 6, 12, 18 중에서 가장 큰 수를 가장 작은 수로 나눈 몫을 쓰시오.","max( 3 , 6 , 12 , 18 ) // min( 3 , 6 , 12 , 18 )",6
"3, 6, 12, 18 중에서 가장 큰 수와 가장 작은 수의 덧셈을 구해 보세요.","max( 3 , 6 , 12 , 18 ) + min( 3 , 6 , 12 , 18 )",21
"3, 6, 12, 18 중에서 가장 큰 수와 가장 작은 수의 덧셈은 얼마입니까?","max( 3 , 6 , 12 , 18 ) + min( 3 , 6 , 12 , 18 )",21
"3, 6, 12, 18 중에서 가장 큰 수와 가장 작은 수의 덧셈을 구해라.","max( 3 , 6 , 12 , 18 ) + min( 3 , 6 , 12 , 18 )",21
"3, 6, 12, 18 중에서 가장 큰 수와 가장 작은 수의 덧셈을 구하시오.","max( 3 , 6 , 12 , 18 ) + min( 3 , 6 , 12 , 18 )",21
"3, 6, 12, 18 중에서 가장 큰 수와 가장 작은 수의 덧셈을 쓰시오","max( 3 , 6 , 12 , 18 ) + min( 3 , 6 , 12 , 18 )",21
"3, 6, 12, 18 중에서 가장 큰 수와 가장 작은 수의 합을 구해 보세요.","max( 3 , 6 , 12 , 18 ) + min( 3 , 6 , 12 , 18 )",21
"3, 6, 12, 18 중에서 가장 큰 수와 가장 작은 수의 합은 얼마입니까?","max( 3 , 6 , 12 , 18 ) + min( 3 , 6 , 12 , 18 )",21
"3, 6, 12, 18 중에서 가장 큰 수와 가장 작은 수의 합을 구하시오.","max( 3 , 6 , 12 , 18 ) + min( 3 , 6 , 12 , 18 )",21
"3, 6, 12, 18 중에서 가장 큰 수와 가장 작은 수의 합을 구해라.","max( 3 , 6 , 12 , 18 ) + min( 3 , 6 , 12 , 18 )",21
"3, 6, 12, 18 중에서 가장 큰 수와 가장 작은 수의 합을 쓰시오.","max( 3 , 6 , 12 , 18 ) + min( 3 , 6 , 12 , 18 )",21
"3, 6, 12, 18 중에서 가장 큰 수와 가장 작은 수의 뺄셈을 구해 보세요.","max( 3 , 6 , 12 , 18 ) - min( 3 , 6 , 12 , 18 )",15
"3, 6, 12, 18 중에서 가장 큰 수와 가장 작은 수의 뺄셈은 얼마입니까?","max( 3 , 6 , 12 , 18 ) - min( 3 , 6 , 12 , 18 )",15
"3, 6, 12, 18 중에서 가장 큰 수와 가장 작은 수의 뺄셈을 구하시오.","max( 3 , 6 , 12 , 18 ) - min( 3 , 6 , 12 , 18 )",15
"3, 6, 12, 18 중에서 가장 큰 수와 가장 작은 수의 뺄셈을 구해라.","max( 3 , 6 , 12 , 18 ) - min( 3 , 6 , 12 , 18 )",15
"3, 6, 12, 18 중에서 가장 큰 수와 가장 작은 수의 뺄셈을 쓰시오.","max( 3 , 6 , 12 , 18 ) - min( 3 , 6 , 12 , 18 )",15
"3, 6, 12, 18 중에서 가장 큰 수와 가장 작은 수의 차를 구해 보세요.","max( 3 , 6 , 12 , 18 ) - min( 3 , 6 , 12 , 18 )",15
"3, 6, 12, 18 중에서 가장 큰 수와 가장 작은 수의 차는 얼마입니까?","max( 3 , 6 , 12 , 18 ) - min( 3 , 6 , 12 , 18 )",15
"3, 6, 12, 18 중에서 가장 큰 수와 가장 작은 수의 차를 구하시오.","max( 3 , 6 , 12 , 18 ) - min( 3 , 6 , 12 , 18 )",15
"3, 6, 12, 18 중에서 가장 큰 수와 가장 작은 수의 차를 구해라.","max( 3 , 6 , 12 , 18 ) - min( 3 , 6 , 12 , 18 )",15
