Question,Equation,answer
"자연수 A가 있습니다. '10 * 2.5 < A < 0.5 * 45'일 때, 가능한 A의 개수를 구하시오.","len( [ i for i in range( math.floor( 10 * 2.5 ) , math.ceil( 0.5 * 300 ) ) ] )",125
"자연수 A가 있습니다. '3 * 2.3 < A < 0.9 * 24'일 때, 가능한 A의 개수를 구하시오.","len( [ i for i in range( math.floor( 3 * 2.3 ) , math.ceil( 0.9 * 24 ) ) ] )",16
"자연수 A가 있습니다. '5 * 2.3 < A < 0.9 * 49'일 때, 가능한 A의 개수를 구하시오.","len( [ i for i in range( math.floor( 5 * 2.3 ) , math.ceil( 0.9 * 49 ) ) ] )",34
그림과 같이 한 장의 길이가 2.6cm인 색 테이프 10장을 0.8cm씩 겹쳐지도록 한 줄로 길게 이어 붙였습니다. 이어 붙인 색 테이프의 전체 길이는 몇 cm입니까?,2.6 * 10 - 0.8 * ( 10 - 1 ),18.8
한 장의 길이가 5cm인 색 테이프 10장을 0.8cm씩 겹쳐지도록 한 줄로 길게 이어 붙였습니다. 이어 붙인 색 테이프의 전체 길이는 몇 cm입니까?,5 * 10 - 0.8 * ( 10 - 1 ),42.8
한 장의 길이가 7cm인 색 테이프 8장을 0.8cm씩 겹쳐지도록 한 줄로 길게 이어 붙였습니다. 이어 붙인 색 테이프의 전체 길이는 몇 cm입니까?,7 * 8 - 0.8 * ( 8 - 1 ),50.4
한 장의 길이가 3cm인 색 테이프 10장을 0.3cm씩 겹쳐지도록 한 줄로 길게 이어 붙였습니다. 이어 붙인 색 테이프의 전체 길이는 몇 cm입니까?,3 * 10 - 0.3 * ( 10 - 1 ),27.3
한 장의 길이가 10cm인 색 테이프 5장을 1cm씩 겹쳐지도록 한 줄로 길게 이어 붙였습니다. 이어 붙인 색 테이프의 전체 길이는 몇 cm입니까?,10 * 5 - 1 * ( 5 - 1 ),46
책을 지민이는 3시간 동안 54쪽 읽었고 유나는 7시간 동안 119쪽 읽었습니다. 한 시간 동안 읽은 쪽수의 평균이 더 많은 사람은 누구입니까?,'지민' if 54 / 3 > 119 / 7 else '유나',지민
책을 은지는 3시간 동안 60쪽 읽었고 유나는 7시간 동안 140쪽 읽었습니다. 한 시간 동안 읽은 쪽수의 평균이 더 많은 사람은 누구입니까?,'은지' if 60 / 3 > 140 / 7 else '유나',유나
책을 정국이는 8시간 동안 48쪽 읽었고 유나는 7시간 동안 119쪽 읽었습니다. 한 시간 동안 읽은 쪽수의 평균이 더 많은 사람은 누구입니까?,'정국' if 48 / 8 > 119 / 7 else '유나',유나
책을 유나는 10시간 동안 50쪽 읽었고 정국는 7시간 동안 119쪽 읽었습니다. 한 시간 동안 읽은 쪽수의 평균이 더 많은 사람은 누구입니까?,'유나' if 50 / 10 > 119 / 7 else '정국',정국
책을 민영이는 6시간 동안 30쪽 읽었고 은지는 8시간 동안 56쪽 읽었습니다. 한 시간 동안 읽은 쪽수의 평균이 더 많은 사람은 누구입니까?,'민영' if 30 / 6 > 56 / 8 else '은지',은지
석진이네 양계장에서 닭들이 5일 동안 하루에 낳은 달걀 수의 평균이 59개일 때 5일 동안 낳은 달걀은 모두 몇 개입니까?,5 * 59,295
"정국이네 초콜렛 가게에서 7일동안 하루에 평균 20개의 초콜릿을 팔았다면, 7일동안 총 몇 개의 초콜릿을 팔았습니까?",7 * 20,140
은지네 양계장에서 닭들이 6일 동안 하루에 낳은 달걀 수의 평균이 14개일 때 5일 동안 낳은 달걀은 모두 몇 개입니까?,6 * 14,84
"민영이네 초콜렛 가게에서 3일동안 하루에 평균 20개의 초콜릿을 팔았다면, 7일동안 총 몇 개의 초콜릿을 팔았습니까?",3 * 20,60
유나네 문구점에서 하루에 평균 10개의 연필을 팔았습니다. 10일동안 판 연필은 총 몇 개입니까?,10 * 10,100
"은지의 국어와 수학 두 과목의 점수의 평균은 92점이고, 사회 점수는 77점입니다. 세 과목의 점수의 평균은 몇 점입니까?",( 92 * 2 + 77 ) / 3,87
민영이의 수학과 영어 두 과목 점수 평균은 90점입니다. 두 과목 점수의 총 합은 몇 점입니까?,90 * 2,180
"윤기의 국어, 영어, 수학 세 과목 점수의 평균은 80점입니다. 세 과목 점수의 총 합은 몇점입니까?",80 * 3,240
"연경이의 수학과 사회 점수의 평균은 90점이고, 영어 점수는 60점 입니다. 세 과목의 평균은 몇 점입니까?",( 90 * 2 + 60 ) / 3,80
"지민이의 수학과 국어 점수의 평균은 85점이고, 영어 점수는 70점 입니다. 세 과목의 평균은 몇 점입니까?",( 85 * 2 + 70 ) / 3,80
"어느 야구 팀은 4월에 103점, 5월에 98점, 6월에 106점 7월에 105점을 얻었습니다. 이 야구 팀이 4월부터 8월까지 얻은 점수의 평균이 4월부터 7월까지 얻은 점수의 평균보다 높으려면 8월에는 최소 몇 점을 얻어야 하는지 구하시오.(점수는 모두 자연수이다)",( 103 + 98 + 106 + 105 ) / 4 + 1,104
"어느 축구 팀은 4월에 3점, 5월에 4점, 6월에 5점 7월에 4점을 얻었습니다. 이 야구 팀이 4월부터 8월까지 얻은 점수의 평균이 4월부터 7월까지 얻은 점수의 평균보다 높으려면 8월에는 최소 몇 점을 얻어야 하는지 구하시오.(점수는 모두 자연수이다)",( 3 + 4 + 5 + 4 ) / 4 + 1,5
"어느 족구 팀은 4월에 34점, 5월에 23점, 6월에 23점 7월에 40점을 얻었습니다. 이 야구 팀이 4월부터 8월까지 얻은 점수의 평균이 4월부터 7월까지 얻은 점수의 평균보다 높으려면 8월에는 최소 몇 점을 얻어야 하는지 구하시오.(점수는 모두 자연수이다)",( 34 + 23 + 23 + 40 ) / 4 + 1,31
윤기네 가족이 제주도 여행을 가기 위해 필요한 돈은 240만 원입니다. 지금부터 매월 30만 원씩 여행에 필요한 돈을 모으기로 했다면 몇 개월이 걸립니까?,240 / 30,8
"지민이가 수학여행을 가기 위해 필요한 돈은 100만원 입니다. 지금부터 매월 10만원씩 돈을 모은다면, 몇 개월이 걸립니까?",100 / 10,8
"민영이가 30만원짜리 휴대폰을 사기위해 매일 5만원씩 저축할 때, 며칠 뒤에 살 수 있습니까?",30 / 5,6
"은지가 매일 10만원씩 저금을 할 때, 100만원이 모이는 날은 며칠 뒤입니까?",100 / 10,10
"정국이가 매달 30만원씩 저금을 할 때, 900만원의 냉장고를 사려면 몇 개월을 모아야합니까?",900 / 30,30
어떤 자연수를 72로 나눌 때 나머지가 될 수 있는 수 중에서 가장 큰 수는 얼마입니까?,72 - 1,71
어떤 자연수를 100으로 나눌 때 나머지가 될 수 있는 수 중에서 가장 큰 수는 얼마입니까?,100 - 1,99
어떤 자연수를 90으로 나눌 때 나머지가 될 수 있는 수 중에서 가장 큰 수는 얼마입니까?,90 - 1,89
어떤 자연수를 3으로 나눌 때 나머지가 될 수 있는 수 중에서 가장 큰 수는 얼마입니까?,3 - 1,2
어떤 자연수를 55로 나눌 때 나머지가 될 수 있는 수 중에서 가장 큰 수는 얼마입니까?,55 - 1,54
돼지 저금통을 열어 보니 500원짜리 동전 30개와 50원짜리 동전 114개가 나왔습니다. 저금통에 들어 있는 돈은 모두 얼마입니까?,500 * 30 + 50 * 114,20700
통장에 100원짜리 동전 30개와 10원짜리 동전 20개가 있습니다. 총 금액은 얼마입니까?,100 * 30 + 10 * 20,3200
돼지 저금통을 열어 보니 500원짜리 동전 10개와 50원짜리 동전 30개가 나왔습니다. 저금통에 들어 있는 돈은 모두 얼마입니까?,500 * 10 + 50 * 30,6500
봉투에 만원짜리 지폐 3장과 천원짜리 지폐 2장이 있습니다. 총 얼마인가요?,10000 * 3 + 1000 * 2,32000
정국이는 용돈으로 만원짜리 지폐 5장을 받았습니다. 용돈은 총 얼마입니까?,10000 * 5,50000
식 'A÷18=21···9'에서 A에 해당하는 숫자를 쓰시오.,18 * 21 + 9,387
식 'X-18=21'에서 X에 해당하는 숫자를 쓰시오.,21 + 18,39
식 'X+18-49=21'에서 X에 해당하는 숫자를 쓰시오.,21 + 49 - 18,52
식 'Xx6=42'에서 X에 해당하는 숫자를 쓰시오.,42 / 6,7
식 'X+50=100'에서 X에 해당하는 숫자를 쓰시오.,100 - 50,50
A를 16과 곱한 결과가 560보다 작습니다. 조건을 만족하는 자연수 A 중 가장 큰 수를 구하시오.,560 / 16 - 1 if math.floor( 560 / 16 ) == 560 / 16 else math.floor( 560 / 16 ),34
A를 20과 곱한 결과가 560보다 작습니다. 조건을 만족하는 자연수 A 중 가장 큰 수를 구하시오.,560 / 20 - 1 if math.floor( 560 / 20 ) == 560 / 20 else math.floor( 560 / 20 ),27
A를 30과 곱한 결과가 560보다 작습니다. 조건을 만족하는 자연수 A 중 가장 큰 수를 구하시오.,560 / 30 - 1 if math.floor( 560 / 30 ) == 560 / 16 else math.floor( 560 / 30 ),16
A를 40과 곱한 결과가 560보다 작습니다. 조건을 만족하는 자연수 A 중 가장 큰 수를 구하시오.,560 / 40 - 1 if math.floor( 560 / 40 ) == 560 / 16 else math.floor( 560 / 40 ),14
A를 5과 곱한 결과가 100보다 작습니다. 조건을 만족하는 자연수 A 중 가장 큰 수를 구하시오.,100 / 5 - 1 if math.floor( 100 / 5 ) == 100 / 5 else math.floor( 100 / 5 ),20
민영이네 반 학생은 한 모둠에 4명씩 5모둠입니다. 연필 32타를 민영이네 반 학생에게 똑같이 나누어 주려고 했더니 몇 자루가 모자랐습니다. 남는 연필 없이 똑같이 나누어 주려면 연필은 적어도 몇 자루가 더 필요합니까?,( 4 * 5 ) * math.ceil( 32 * 12 / ( 4 * 5 ) ) - 32 * 12,16
정국이네 반 학생은 한 모둠에 5명씩 8모둠입니다. 연필 10타를 민영이네 반 학생에게 똑같이 나누어 주려고 했더니 몇 자루가 모자랐습니다. 남는 연필 없이 똑같이 나누어 주려면 연필은 적어도 몇 자루가 더 필요합니까?,( 5 * 8 ) * math.ceil( 10 * 12 / ( 5 * 8 ) ) - 10 * 12,0
은지네 반 학생은 총 30명입니다. 연필 64자루를 은지네 반 학생에게 똑같이 나누어 주려고 했더니 몇 자루가 모자랐습니다. 남는 연필 없이 똑같이 나누어 주려면 연필은 적어도 몇 자루가 더 필요합니까?,30 * math.ceil( 64 / 30 ) - 64,26
윤기네 반 학생은 한 모둠에 4명씩 10모둠입니다. 연필 60타를 민영이네 반 학생에게 똑같이 나누어 주려고 했더니 몇 자루가 모자랐습니다. 남는 연필 없이 똑같이 나누어 주려면 연필은 적어도 몇 자루가 더 필요합니까?,( 4 * 10 ) * math.ceil( 60 * 12 / ( 4 * 10 ) ) - 60 * 12,0
"5장의 수 카드 1, 3, 4, 7, 8을 한 번씩만 사용하여 곱이 가장 큰 (세 자리 수)*(두 자리 수)를 만들어 계산한 결과는 얼마입니까?","max( [ ( 100 * i[0] + 10 * i[1] + i[2] ) * ( 10 * i[3] + i[4] ) for i in list( itertools.permutations( [ 1 , 3 , 4 , 7 , 8 ] , len( [ 1 , 3 , 4 , 7 , 8 ] ) ) ) ] )",61503
"5장의 수 카드 5, 3, 4, 7, 8을 한 번씩만 사용하여 곱이 가장 큰 (세 자리 수)*(두 자리 수)를 만들어 계산한 결과는 얼마입니까?","max( [ ( 100 * i[0] + 10 * i[1] + i[2] ) * ( 10 * i[3] + i[4] ) for i in list( itertools.permutations( [ 5 , 3 , 4 , 7 , 8 ] , len( [ 5 , 3 , 4 , 7 , 8 ] ) ) ) ] )",63252
"5장의 수 카드 7, 3, 6, 8, 9을 한 번씩만 사용하여 곱이 가장 큰 (세 자리 수)*(두 자리 수)를 만들어 계산한 결과는 얼마입니까?","max( [ ( 100 * i[0] + 10 * i[1] + i[2] ) * ( 10 * i[3] + i[4] ) for i in list( itertools.permutations( [ 7 , 3 , 6 , 8 , 9 ] , len( [ 7 , 3 , 6 , 8 , 9 ] ) ) ) ] )",83808
"5장의 수 카드 1, 2, 3, 4, 5을 한 번씩만 사용하여 곱이 가장 큰 (세 자리 수)*(두 자리 수)를 만들어 계산한 결과는 얼마입니까?","max( [ ( 100 * i[0] + 10 * i[1] + i[2] ) * ( 10 * i[3] + i[4] ) for i in list( itertools.permutations( [ 1 , 2 , 3 , 4 , 5 ] , len( [ 1 , 2 , 3 , 4 , 5 ] ) ) ) ] )",22412
376에 어떤 수를 곱해야 하는데 잘못하여 376을 어떤 수로 나누었더니 몫이 8로 나누어떨어졌습니다. 바르게 계산하면 얼마입니까?,( 376 / 8 ) * 376,17672
456에 어떤 수를 곱해야 하는데 잘못하여 376을 어떤 수로 나누었더니 몫이 8로 나누어떨어졌습니다. 바르게 계산하면 얼마입니까?,( 376 / 8 ) * 456,21432
120에 어떤 수를 곱해야 하는데 잘못하여 120을 어떤 수로 나누었더니 몫이 4로 나누어떨어졌습니다. 바르게 계산하면 얼마입니까?,( 120 / 4 ) * 120,3600
30에 어떤 수를 곱해야 하는데 잘못하여 300을 어떤 수로 나누었더니 몫이 15로 나누어떨어졌습니다. 바르게 계산하면 얼마입니까?,( 300 / 15 ) * 30,600
16에 어떤 수를 곱해야 하는데 잘못하여 400을 어떤 수로 나누었더니 몫이 10으로 나누어떨어졌습니다. 바르게 계산하면 얼마입니까?,( 400 / 10 ) * 16,640
"은지는 9.0개의 조개를 발견했습니다. 정국이는 7.0개의 조개를 찾았고, 추가로 5.0개를 발견했습니다. 총 몇개의 조개를 발견 했습니까?",9.0 + 7.0 + 5.0,21
"연경이는 3개의 초콜렛을 먹었습니다. 정국이는 10개의 초콜렛을 먹었을 때, 총 몇 개의 초콜렛을 먹었습니까?",3 + 10,13
"정국이는 10.0개의 조개를 발견했습니다. 은지는 30.0개의 조개를 찾았고, 추가로 5.0개를 발견했습니다. 총 몇개의 조개를 발견 했습니까?",10 + 30 + 5,45
"윤기는 10개의 연필을 샀습니다. 지민이는 15개의 연필을 샀습니다. 은지가 3개의 연필을 샀을 때, 총 몇 개의 연필을 샀습니까?",10 + 15 + 3,28
"유나는 테이프를 30개 샀습니다. 지민이는 13개의 테이프를 사고, 추가로 10개를 더 샀을 때, 세 사람은 총 몇 개의 테이프를 구매했습니까?",30 + 13 + 10,53
"정국는 9.0개의 조개를 발견했습니다. 유나는 7.0개의 조개를 찾았고, 추가로 5.0개를 발견했습니다. 총 몇개의 조개를 발견 했습니까?",9.0 + 7.0 + 5.0,21
"4개의 소수 1.4, 0.9, 0.7, 1.6이 있습니다. 가장 큰 수와 가장 작은 수의 차를 구하시오.","max( 1.4 , 0.9 , 0.7 , 1.6 ) - min( 1.4 , 0.9 , 0.7 , 1.6 )",0.9
"5개의 소수 0.3, 0.7, 0.4, 1.2, 1.5가 있습니다. 가장 큰수와 가장 작은 수의 합을 구하시오.","max( 0.3 , 0.7 , 0.4 , 1.2 , 1.5 ) + min( 0.3 , 0.7 , 0.4 , 1.2 , 1.5 )",1.8
"3개의 소수 1.2, 1.5, 2.5가 있습니다. 가장 큰 수와 가장 작은 수의 합을 구하시오.","max( 1.2 , 1.5 , 2.5 ) + min( 1.2 , 1.5 , 2.5 )",3.7
"4개의 소수 1.4, 0.9, 0.7, 1.6이 있습니다. 가장 큰 수와 가장 작은 수의 합을 구하시오.","max( 1.4 , 0.9 , 0.7 , 1.6 ) + min( 1.4 , 0.9 , 0.7 , 1.6 )",2.3
"5개의 소수 0.3, 0.7, 0.4, 1.2, 1.5가 있습니다. 가장 큰수와 가장 작은 수의 차를 구하시오.","max( 0.3 , 0.7 , 0.4 , 1.2 , 1.5 ) - min( 0.3 , 0.7 , 0.4 , 1.2 , 1.5 )",1.2
"끈이 4m 있습니다. 그중에서 1.57m로 상자를 포장했고, 0.92m로 책을 묶었습니다. 사용하고 남은 끈은 몇 m입니까",4 - 1.57 - 0.92,1.51
"테이프가 5m 있습니다. 그중에서 2m로 상자를 포장했고, 0.9m로 책을 묶었습니다. 사용하고 남은 테이프는 몇 m입니까",5 - 2 - 0.9,2.1
"물이 3L가 있습니다. 그중에서 1L를 마시고, 1.5L를 버렸을 때, 남은 물은 총 몇L입니까?",3 - 1 - 1.5,0.5
"연필이 10개 있습니다. 3개를 사용하고 4개를 버렸을때, 총 남은 연필은 몇 개입니까? ",10 - 3 - 4,3
"연경이는 물을 1.4L 사용했습니다. 선주는 연경이보다 물을 0.63L 더 적게 사용했고, 현태는 선주보다 0.18L 더 많이 사용했습니다. 현태가 사용한 물은 몇 L인지 풀이 과정을 쓰고 답을 구하시오.",1.4 - 0.63 + 0.18,0.95
"연경이는 물을 3L 사용했습니다. 선주는 연경이보다 물을 0.63L 더 적게 사용했고, 정국이는 선주보다 0.18L 더 많이 사용했습니다. 정국이가 사용한 물은 몇 L인지 풀이 과정을 쓰고 답을 구하시오.",3 - 0.63 + 0.18,2.55
"윤기는 케이크를 10개 먹었습니다. 선주는 윤기보다 3개를 더 먹었고, 정국이는 윤기보다 3개 더 많이 먹었습니다. 정국이가 먹은 케이크는 몇 조각입니까?",10 + 3 + 3,16
"유나는 연필을 10자루 샀습니다. 정국이는 유나보다 2개를 적게 샀고, 연경이는 유나보다 5자루 더 적게 샀습니다. 연경이가 산 연필의 개수는?",10 - 5,5
"민영이는 지우개를 5자루 샀습니다. 정국이는 민영이보다 10개를 더 많이 샀고, 정국이보다 유나는 10개를 더 많이 샀습니다. 유나가 산 지우개의 개수는?",5 + 10 + 10,25
어떤 수에 0.01을 곱한 수는  0.001이 37개인 수입니다. 어떤 수의 10배는 얼마입니까?,( ( 0.001 * 37 ) / 0.01 ) * 10,37
어떤 수에 1을 곱한 수는  0.001이 37개인 수입니다. 어떤 수의 10배는 얼마입니까?,( ( 0.001 * 37 ) / 1 ) * 10,0.37
어떤 수에 0.1을 곱한 수는  0.02이 37개인 수입니다. 어떤 수의 5배는 얼마입니까?,( ( 0.02 * 37 ) / 0.1 ) * 5,37
